,name,sector,year,quarter,매출액변화율,부채총계변화율,영업이익변화율,유동자산변화율,자본총계변화율,Relative Return,발행금액변화율,자기주식수변화율,1인평균급여변화율,기타변화율,Label,Code
25,Doosan_Corp,기타금융,2018,Q2,0.10255509920520534,-0.23527036652939137,0.5140133115134898,-0.024664436837790626,0.003976187043333468,-0.035721044488613636,-0.056651328533207534,-0.016255896586666818,-0.046014754520824486,-0.05631235015417069,0.03152433882393654,000150
25,Hankook_Tire_Worldwide,기타금융,2018,Q2,0.5048735360102533,0.28603168948845425,0.6322646754376716,0.13567262869841645,-0.0034281492033783056,0.01571765120288519,0.056375417167254804,-0.060365661227930634,-0.013144135482920927,0.0,-0.0011039006321107159,000240
25,Dong-A_Socio_Holdings,기타금융,2018,Q2,0.6789583802181853,0.07287365595842621,1.0347829407353633,0.24243371431514738,-0.006970540011985937,0.08882620383446413,-0.01300328842688847,-0.018322296879840883,-0.0014978618695724588,-0.015247688706268692,-0.18182312355467703,000640
25,CJ_Corp,기타금융,2018,Q2,0.0004315773253121824,0.21456283434544954,0.7599482977293289,0.26247127625359823,-0.007219893552173673,-0.08982418208883033,-0.006151198747955222,-0.00511705056951306,-0.00043739959518296345,-0.0034867294140625837,-0.056529233683688423,001040
25,Dongkuk_Steel,기타금융,2018,Q2,-0.07068628377355379,-0.0510117149478293,-1.0646900099668652,-0.0939123745564574,0.017517266908865126,-0.04346138203008453,0.011394504073354739,-0.013158074603673242,0.0037469716263002217,0.22754297695039338,-0.10982856523812995,001230
25,Orion_Corp,기타금융,2018,Q2,0.7508102572193525,0.6465966103225812,0.9300917494509591,0.1053127125756127,-0.003552862552165026,0.05272606442925967,0.022144896998370966,-0.0031280367713000246,0.001190100540893746,0.0,0.043166397666540145,001800
25,SeAH_Steel,기타금융,2018,Q2,0.19295324391103152,0.12427824884626193,0.6039556299167682,0.1358522163696927,-0.004479340260002074,-0.09994652447743005,0.0,0.016262472646412562,-0.12892498403332042,-0.07662036003869543,-0.034948636389568105,003030
25,LG_Corp,기타금융,2018,Q2,0.7969896955462921,0.5149695647560288,0.9080464494416252,0.292636405887978,-0.00402894484670413,-0.01865101073074566,0.0,-0.11955064375112578,-0.055320616558428126,-0.043647133432785035,-0.1092886559238723,003550
25,Hansol_Holdings,기타금융,2018,Q2,-0.10372615951814734,0.05906623791850407,0.7692303241159995,-2.372038414930988,0.011201424178203578,0.06086104203905704,0.005508931095209668,0.04592721792460552,-0.0663986392628999,-0.01703393757920879,0.0040545679409920085,004150
25,Hyosung,기타금융,2018,Q2,0.9579044769736473,0.9349502980955665,1.128804045590123,0.9479393599933146,0.5526943740001663,-0.08137201096034716,-1.383218923190936,0.6148246806420075,0.09533682131062782,0.0,0.1442927439580481,004800
25,Hyundai_Green_Food,기타금융,2018,Q2,0.09922316476988902,-0.15415849537464288,0.19404832912892833,0.19989086628894603,-0.036808818928044884,-0.026189432311464735,-0.04733895999353721,-0.03712406255628342,-0.14951387142837347,0.0,0.07562148427522318,005440
25,Crown_Confectionery,기타금융,2018,Q2,0.5924216871525223,0.05582662116225068,0.9616507223785233,0.7448115625045358,0.000935517701830535,-0.06851030278805242,0.0,-0.00521594485119703,-0.0051147641957240975,0.0,0.20789577178219584,005740
