종목명,code,year,quarter,공시일,시가,종가,수익률,LLM 예측,판단
CJ대한통운,000120,2020,Q4,2021-03-19,172000,171500,-0.0029,down,true
CJ대한통운,000120,2021,Q1,2021-05-14,170000,165500,-0.0265,down,true
CJ대한통운,000120,2021,Q2,2021-08-17,165500,139000,-0.1601,up,false
CJ대한통운,000120,2021,Q3,2021-11-15,140000,134000,-0.0429,down,true
두산,000150,2020,Q4,2021-03-22,48700,69200,0.4209,down,false
두산,000150,2021,Q1,2021-05-14,69500,98100,0.4115,,excluded
두산,000150,2021,Q2,2021-08-13,98700,131500,0.3323,,excluded
두산,000150,2021,Q3,2021-11-12,133000,116000,-0.1278,up,false
LG상사,001120,2020,Q4,2021-03-16,30400,34750,0.1431,up,true
LG상사,001120,2021,Q1,2021-05-17,34850,28600,-0.1793,up,false
LX인터내셔널,001120,2021,Q2,2021-08-17,28600,26900,-0.0594,,excluded
LX인터내셔널,001120,2021,Q3,2021-11-15,27000,30050,0.113,up,true
대한항공,003490,2020,Q4,2021-03-18,29350,29500,0.0051,up,true
대한항공,003490,2021,Q1,2021-05-14,30100,29900,-0.0066,up,false
대한항공,003490,2021,Q2,2021-08-13,30000,30550,0.0183,up,true
대한항공,003490,2021,Q3,2021-11-12,30650,28700,-0.0636,up,false
S&T중공업,003570,2020,Q4,2021-02-18,6840,8490,0.2412,,excluded
S&T중공업,003570,2021,Q1,2021-05-11,8480,10500,0.2382,,excluded
S&T중공업,003570,2021,Q2,2021-08-10,10500,9260,-0.1181,,excluded
S&T중공업,003570,2021,Q3,2021-11-10,9260,8290,-0.1048,,excluded
LS,006260,2020,Q4,2021-03-19,64700,71300,0.102,down,false
LS,006260,2021,Q1,2021-05-17,71900,69300,-0.0362,up,false
LS,006260,2021,Q2,2021-08-17,69200,58500,-0.1546,down,true
LS,006260,2021,Q3,2021-11-15,58700,51900,-0.1158,,excluded
LS일렉트릭,010120,2020,Q4,2021-03-19,59000,55200,-0.0644,up,false
LS일렉트릭,010120,2021,Q1,2021-05-17,55300,64300,0.1627,up,true
LS일렉트릭,010120,2021,Q2,2021-08-17,63700,60200,-0.0549,,excluded
LS일렉트릭,010120,2021,Q3,2021-11-15,60600,46500,-0.2327,up,false
HMM,011200,2020,Q4,2021-03-18,22600,44450,0.9668,down,false
HMM,011200,2021,Q1,2021-05-14,45900,40650,-0.1144,up,false
HMM,011200,2021,Q2,2021-08-13,41250,27450,-0.3345,down,true
HMM,011200,2021,Q3,2021-11-12,27650,33950,0.2278,up,true
한국단자,025540,2020,Q4,2021-03-11,72000,83600,0.1611,up,true
한국단자,025540,2021,Q1,2021-05-17,83100,90700,0.0915,up,true
한국단자,025540,2021,Q2,2021-08-13,91600,70000,-0.2358,up,false
한국단자,025540,2021,Q3,2021-11-15,70100,56900,-0.1883,,excluded
포스코인터내셔널,047050,2020,Q4,2021-03-05,21000,21250,0.0119,down,false
포스코인터내셔널,047050,2021,Q1,2021-05-14,21800,23800,0.0917,up,true
포스코인터내셔널,047050,2021,Q2,2021-08-13,24100,19950,-0.1722,up,false
포스코인터내셔널,047050,2021,Q3,2021-11-12,19950,21950,0.1003,down,false
한국항공우주,047810,2020,Q4,2021-03-17,36300,31250,-0.1391,up,false
한국항공우주,047810,2021,Q1,2021-05-17,31350,32450,0.0351,down,false
한국항공우주,047810,2021,Q2,2021-08-17,32600,29650,-0.0905,down,true
한국항공우주,047810,2021,Q3,2021-11-15,30300,39850,0.3152,up,true
한전KPS,051600,2020,Q4,2021-03-19,28400,38700,0.3627,down,false
한전KPS,051600,2021,Q1,2021-05-17,39200,39950,0.0191,up,true
한전KPS,051600,2021,Q2,2021-08-17,39950,44400,0.1114,up,true
한전KPS,051600,2021,Q3,2021-11-15,44800,42200,-0.058,up,false
현대글로비스,086280,2020,Q4,2021-03-16,98038,93036,-0.051,up,false
현대글로비스,086280,2021,Q1,2021-05-17,93786,93787,0.0,up,true
현대글로비스,086280,2021,Q2,2021-08-17,94036,78531,-0.1649,up,false
현대글로비스,086280,2021,Q3,2021-11-15,79281,84033,0.0599,up,true
SK하이닉스,000660,2020,Q4,2021-03-22,138500,118500,-0.1444,up,false
SK하이닉스,000660,2021,Q1,2021-05-17,120000,101500,-0.1542,up,false
SK하이닉스,000660,2021,Q2,2021-08-17,101000,106500,0.0545,down,false
SK하이닉스,000660,2021,Q3,2021-11-15,108500,122000,0.1244,up,true
LG,003550,2020,Q4,2021-03-11,83697,119500,0.4278,up,true
LG,003550,2021,Q2,2021-08-17,94700,90000,-0.0496,up,false
LG,003550,2021,Q3,2021-11-15,90000,75300,-0.1633,down,true
한솔테크닉스,004710,2020,Q4,2021-03-16,10100,9400,-0.0693,down,true
한솔테크닉스,004710,2021,Q1,2021-05-14,9480,8150,-0.1403,up,false
한솔테크닉스,004710,2021,Q2,2021-08-11,8120,6260,-0.2291,up,false
한솔테크닉스,004710,2021,Q3,2021-11-12,6220,6510,0.0466,down,false
삼성전자,005930,2020,Q4,2021-03-09,81400,80100,-0.016,up,false
삼성전자,005930,2021,Q1,2021-05-17,80800,74400,-0.0792,up,false
삼성전자,005930,2021,Q2,2021-08-17,74000,70600,-0.0459,up,false
삼성전자,005930,2021,Q3,2021-11-15,71700,70100,-0.0223,down,true
삼성SDI,006400,2020,Q4,2021-03-09,625602,612874,-0.0203,up,false
삼성SDI,006400,2021,Q1,2021-05-17,619727,799870,0.2907,down,false
삼성SDI,006400,2021,Q2,2021-08-17,791058,735253,-0.0705,up,false
삼성SDI,006400,2021,Q3,2021-11-15,742107,500285,-0.3259,up,false
대덕,008060,2020,Q4,2021-03-18,6860,7220,0.0525,down,false
대덕,008060,2021,Q1,2021-05-17,7240,7410,0.0235,up,true
대덕,008060,2021,Q2,2021-08-17,7410,7720,0.0418,down,false
대덕,008060,2021,Q3,2021-11-12,7760,7390,-0.0477,up,false
삼성전기,009150,2020,Q4,2021-03-09,185500,164500,-0.1132,up,false
삼성전기,009150,2021,Q1,2021-05-17,167500,179500,0.0716,up,true
삼성전기,009150,2021,Q2,2021-08-17,179500,164500,-0.0836,down,true
삼성전기,009150,2021,Q3,2021-11-15,167000,156500,-0.0629,up,false
LG이노텍,011070,2020,Q4,2021-02-26,199500,195500,-0.0201,up,false
LG이노텍,011070,2021,Q1,2021-05-17,197500,213000,0.0785,up,true
LG이노텍,011070,2021,Q2,2021-08-17,212500,242000,0.1388,,excluded
LG이노텍,011070,2021,Q3,2021-11-15,245500,315000,0.2831,up,true
