year,quarter,disclosure_date,code,name,sector,prediction,reason
2016,Q1,2016-05-16,4710,한솔테크닉스,정보기술,up,"영상에서는 한솔테크닉스가 삼성전자의 갤럭시J 부품을 공급하며 큰 호황을 누리고 있고, 매출과 영업이익이 크게 증가하고 있으며, 외국인과 기관의 매수세가 강하다는 점에서 주가에 긍정적인 영향을 줄 수 있습니다."
2016,Q2,2016-08-12,4710,한솔테크닉스,정보기술,up,"요약본에서는 한솔테크닉스를 포함한 LED업체들의 실적 개선 기대감이 언급되고 있으며, 특히 한솔테크닉스의 LED부문 적자 폭이 축소되고 생산성이 개선되어 3분기에는 흑자전환이 기대된다는 긍정적인 전망이 제시되고 있습니다."
2016,Q3,2016-11-14,4710,한솔테크닉스,정보기술,,
2016,Q4,2017-03-31,4710,한솔테크닉스,정보기술,up,"영상에서는 한솔테크닉스가 삼성전자와의 협력을 통해 휴대폰 사업에서 매출 비중을 크게 늘렸으며, 베트남에서의 생산능력 확장과 A시리즈 시장 진입 성공이 실적에 긍정적인 영향을 미칠 것으로 보입니다. 이는 주가에 긍정적인 영향을 줄 수 있습니다."
2017,Q1,2017-05-12,4710,한솔테크닉스,정보기술,,
2017,Q2,2017-08-11,4710,한솔테크닉스,정보기술,up,"요약본에서는 한솔테크닉스의 베트남 휴대폰조립 사업 증설, A 시리즈 시장 진입 효과, 플래그십 대상 무선충전 RX 공급, LED 사업부 턴어라운드가 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2017,Q3,2017-11-13,4710,한솔테크닉스,정보기술,up,"한솔테크닉스는 실적 성장에 대한 기대감으로 주가가 상승했으며, 52주 신고가를 기록했습니다. 이는 주가에 긍정적인 영향을 미칠 수 있습니다."
2017,Q4,2018-03-23,4710,한솔테크닉스,정보기술,up,"요약본에서는 한솔테크닉스가 공모 회사채 발행을 통해 자금 마련에 나서고 있으며, 신용등급 상향 기대감이 커지고 있다는 점이 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2018,Q1,2018-05-14,4710,한솔테크닉스,정보기술,,
2018,Q2,2018-08-13,4710,한솔테크닉스,정보기술,down,"요약본에서는 한솔테크닉스의 주가가 현재 가격을 유지하거나 약간 하락할 가능성이 있으며, 외부 요인으로 인해 시장에서 완전히 흡수되지 않았다고 언급하고 있습니다. 또한, 추가 매수보다는 다른 주식에서 단기 거래를 권장하고 있어 주가 상승에 대한 긍정적인 신호가 부족합니다."
2018,Q3,2018-11-12,4710,한솔테크닉스,정보기술,,
2018,Q4,2019-03-29,4710,한솔테크닉스,정보기술,down,"요약본에서는 한솔테크닉스의 주가가 박스권에 머물러 있으며, 거래량 부족과 외국인 투자자의 매도세가 언급되어 주가에 부정적인 영향을 줄 수 있습니다."
2019,Q1,2019-05-07,4710,한솔테크닉스,정보기술,,
2019,Q2,2019-08-13,4710,한솔테크닉스,정보기술,down,"요약본에서는 한솔테크닉스가 특허 소송에서 패소했다는 내용이 포함되어 있어, 이는 회사의 주가에 부정적인 영향을 미칠 수 있습니다."
2019,Q3,2019-11-12,4710,한솔테크닉스,정보기술,,
2019,Q4,2020-03-30,4710,한솔테크닉스,정보기술,down,요약본에는 외국인과 기관의 순매도와 같은 부정적인 투자자 동향이 언급되어 있어 주가에 부정적인 영향을 미칠 수 있습니다.
2020,Q1,2020-05-11,4710,한솔테크닉스,정보기술,up,"요약본에서는 한솔테크닉스가 재정적 회복을 겪고 있으며, TV 전원 모듈 사업의 강력한 성과가 스마트폰 부문의 어려움을 상쇄하고 있다고 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2020,Q2,2020-08-13,4710,한솔테크닉스,정보기술,,
2020,Q3,2020-11-13,4710,한솔테크닉스,정보기술,up,요약본에서 한솔테크닉스의 주가가 특정 가격 이하로 떨어지지 않으면 상승할 가능성이 있다고 언급되어 주가에 긍정적인 영향을 줄 수 있습니다.
2020,Q4,2021-03-16,4710,한솔테크닉스,정보기술,down,"요약본에는 한솔테크닉스의 주가에 영향을 미칠 만한 정보가 포함되어 있지 않으므로, 정보가 불충분하지만 기본적으로 하락으로 판단했습니다."
2021,Q1,2021-05-14,4710,한솔테크닉스,정보기술,up,"영상에서는 한솔테크닉스의 주가가 저평가되어 있으며, 장기적인 성장 가능성이 있다고 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2021,Q2,2021-08-11,4710,한솔테크닉스,정보기술,up,"영상에서는 한솔테크닉스가 주가 하락을 겪고 있지만, 매출과 영업이익이 증가하고 있으며 회복과 성장이 가능하다고 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2021,Q3,2021-11-12,4710,한솔테크닉스,정보기술,down,"요약본에서는 한솔테크닉스의 주가가 산업 전반의 어려움으로 인해 부진하다고 언급되었으며, 현재 저평가 상태이지만 장기 보유 전략을 제안하고 있습니다. 이는 단기적으로 주가에 부정적인 영향을 미칠 수 있음을 시사합니다."
2021,Q4,2022-03-15,4710,한솔테크닉스,정보기술,up,러시아의 합성사파이어 수출 금지 검토 소식에도 불구하고 한솔테크닉스는 안정적인 조달망을 가지고 있어 주가에 긍정적인 영향을 미칠 수 있습니다.
2022,Q1,2022-05-13,4710,한솔테크닉스,정보기술,,
2022,Q2,2022-08-16,4710,한솔테크닉스,정보기술,,
2022,Q3,2022-11-11,4710,한솔테크닉스,정보기술,up,"요약본에서는 한솔테크닉스가 참여한 'K-배터리산업 전문인력 지역안착 지원사업'이 높은 만족도를 얻고 있으며, 이는 기업의 긍정적인 성과로 이어질 가능성이 있어 주가에 긍정적인 영향을 줄 수 있습니다."
2022,Q4,2023-03-20,4710,한솔테크닉스,정보기술,up,요약본에서는 한솔테크닉스의 전자 부품 및 태양광 제품에 대한 집중과 반도체 부문에서의 성장 가능성이 언급되어 주가에 긍정적인 영향을 줄 수 있습니다.
2023,Q1,2023-05-15,4710,한솔테크닉스,정보기술,up,"요약본에서는 한솔테크닉스가 저탄소 태양광 모듈 공급과 Media PV 사업 확대로 인해 신재생에너지 시장에서 긍정적인 성과를 내고 있으며, 기술 개발과 고효율 제품 생산을 통해 시장 요구에 선제적으로 대응하고 있다는 점이 주가에 긍정적인 영향을 줄 수 있습니다."
2023,Q2,2023-08-11,4710,한솔테크닉스,정보기술,down,"요약본에서는 한솔테크닉스의 영업이익이 증가했으나, 그룹 전체 실적 상승에는 역부족이라는 점이 언급되었습니다. 또한, 주력 사업의 정체와 실적 악화가 예상된다는 내용이 포함되어 있어 주가에 부정적인 영향을 미칠 수 있습니다."
2023,Q3,2023-11-14,4710,한솔테크닉스,정보기술,down,"요약본에서는 한솔그룹의 대기업집단 복귀와 지배력 문제, 3세 경영 승계 문제 등이 언급되었으나, 이는 한솔테크닉스의 주가에 직접적인 영향을 미칠 만한 긍정적 요인으로 보이지 않습니다. 따라서 정보가 불충분하여 기본적으로 하락으로 판단했습니다."
2023,Q4,2024-03-13,4710,한솔테크닉스,정보기술,up,한솔테크닉스가 베트남에서 AEO 인증을 갱신하여 행정 절차의 효율성을 높이고 비용을 절감할 수 있게 되어 주가에 긍정적인 영향을 줄 수 있습니다.
2024,Q1,2024-05-13,4710,한솔테크닉스,정보기술,down,"요약본에서는 한솔테크닉스의 높은 비용, 낮은 수익성, 그리고 제한적인 투자 수익률 등 재정적 어려움이 강조되고 있습니다. 이러한 요소들은 주가에 부정적인 영향을 미칠 수 있습니다."
