접수번호,법인구분,회사코드,회사명,직원 수,총 급여액,1인평균급여,비고,결제일시,연도,분기
20160329001045,Y,00939331,한국콜마,554,"24,199,000,000","44,000,000",-,2015-12-31,2015,Q4
20160329001045,Y,00939331,한국콜마,234,"7,721,000,000","33,000,000",-,2015-12-31,2015,Q4
20170331004224,Y,00939331,한국콜마,635,"32,187,000,000","51,000,000",-,2016-12-31,2016,Q4
20170331004224,Y,00939331,한국콜마,310,"11,460,000,000","37,000,000",-,2016-12-31,2016,Q4
20180330001710,Y,00939331,한국콜마,661,"43,254,000,000","65,000,000",-,2017-12-31,2017,Q4
20180330001710,Y,00939331,한국콜마,349,"16,769,000,000","48,000,000",-,2017-12-31,2017,Q4
20190329003108,Y,00939331,한국콜마,696,"44,126,000,000","63,000,000",-,2018-12-31,2018,Q4
20190329003108,Y,00939331,한국콜마,397,"18,787,000,000","47,000,000",-,2018-12-31,2018,Q4
20200330004678,Y,00939331,한국콜마,768,"48,978,000,000","64,000,000",-,2019-12-31,2019,Q4
20200330004678,Y,00939331,한국콜마,449,"22,147,000,000","49,000,000",-,2019-12-31,2019,Q4
20210318001200,Y,00939331,한국콜마,517,"44,687,000,000","86,000,000",-,2020-12-31,2020,Q4
20210318001200,Y,00939331,한국콜마,315,"21,837,000,000","69,000,000",-,2020-12-31,2020,Q4
20220317001031,Y,00939331,한국콜마,590,"34,069,000,000","59,000,000",-,2021-12-31,2021,Q4
20220317001031,Y,00939331,한국콜마,397,"17,763,000,000","48,000,000",-,2021-12-31,2021,Q4
20230322001251,Y,00939331,한국콜마,593,"38,781,000,000","65,000,000",-,2022-12-31,2022,Q4
20230322001251,Y,00939331,한국콜마,410,"20,259,000,000","49,000,000",-,2022-12-31,2022,Q4
20240321001772,Y,00939331,한국콜마,643,"45,140,000,000","67,000,000",-,2023-12-31,2023,Q4
20240321001772,Y,00939331,한국콜마,467,"24,718,000,000","52,000,000",-,2023-12-31,2023,Q4
20250318001173,Y,00939331,한국콜마,724,"52,370,000,000","77,000,000",-,2024-12-31,2024,Q4
20250318001173,Y,00939331,한국콜마,580,"30,248,000,000","60,000,000",-,2024-12-31,2024,Q4
