접수번호,법인구분,회사코드,회사명,직원 수,총 급여액,1인평균급여,비고,결제일시,연도,분기
20160330001300,Y,00141149,영진약품,465,"22,101,000,000","48,000,000",-,2015-12-31,2015,Q4
20160330001300,Y,00141149,영진약품,130,"5,689,000,000","44,000,000",-,2015-12-31,2015,Q4
20170529000120,Y,00141149,영진약품,475,"25,753,000,000","54,000,000",-,2016-12-31,2016,Q4
20170529000120,Y,00141149,영진약품,137,"5,736,000,000","42,000,000",-,2016-12-31,2016,Q4
20180705000501,Y,00141149,영진약품,484,"27,950,000,000","58,000,000",-,2017-12-31,2017,Q4
20180705000501,Y,00141149,영진약품,138,"6,488,000,000","47,000,000",-,2017-12-31,2017,Q4
20190401002575,Y,00141149,영진약품,472,"28,578,000,000","60,000,000",-,2018-12-31,2018,Q4
20190401002575,Y,00141149,영진약품,144,"6,991,000,000","48,000,000",-,2018-12-31,2018,Q4
20200330001716,Y,00141149,영진약품,485,"29,862,000,000","62,000,000",-,2019-12-31,2019,Q4
20200330001716,Y,00141149,영진약품,161,"7,873,000,000","49,000,000",-,2019-12-31,2019,Q4
20210311000691,Y,00141149,영진약품,462,"30,978,000,000","67,000,000",-,2020-12-31,2020,Q4
20210311000691,Y,00141149,영진약품,168,"9,023,000,000","54,000,000",-,2020-12-31,2020,Q4
20220318000145,Y,00141149,영진약품,462,"30,147,000,000","65,000,000",-,2021-12-31,2021,Q4
20220318000145,Y,00141149,영진약품,167,"9,132,000,000","55,000,000",-,2021-12-31,2021,Q4
20230315001174,Y,00141149,영진약품,450,"30,455,000,000","68,000,000",-,2022-12-31,2022,Q4
20230315001174,Y,00141149,영진약품,160,"9,279,000,000","58,000,000",-,2022-12-31,2022,Q4
20240320001268,Y,00141149,영진약품,448,"30,048,000,000","67,000,000",-,2023-12-31,2023,Q4
20240320001268,Y,00141149,영진약품,176,"9,601,000,000","54,000,000",-,2023-12-31,2023,Q4
20250814000584,Y,00141149,영진약품,440,"30,304,000,000","68,000,000",-,2024-12-31,2024,Q4
20250814000584,Y,00141149,영진약품,188,"10,667,000,000","56,000,000",-,2024-12-31,2024,Q4
