접수번호,법인구분,회사코드,회사명,직원 수,총 급여액,1인평균급여,비고,결제일시,연도,분기
20160316000346,Y,00398792,SNT모티브,862,"61,355,000,000","71,000,000",-,2015-12-31,2015,Q4
20160316000346,Y,00398792,SNT모티브,48,"2,100,000,000","44,000,000",-,2015-12-31,2015,Q4
20170308000011,Y,00398792,SNT모티브,819,"50,539,000,000","62,000,000",-,2016-12-31,2016,Q4
20170308000011,Y,00398792,SNT모티브,34,"1,710,000,000","50,000,000",-,2016-12-31,2016,Q4
20180314000024,Y,00398792,SNT모티브,786,"46,837,000,000","60,000,000",-,2017-12-31,2017,Q4
20180314000024,Y,00398792,SNT모티브,30,"1,382,000,000","46,000,000",-,2017-12-31,2017,Q4
20190228005479,Y,00398792,SNT모티브,754,"48,202,000,000","64,000,000",-,2018-12-31,2018,Q4
20190228005479,Y,00398792,SNT모티브,26,"1,309,000,000","50,000,000",-,2018-12-31,2018,Q4
20200302000174,Y,00398792,SNT모티브,743,"48,102,000,000","65,000,000",-,2019-12-31,2019,Q4
20200302000174,Y,00398792,SNT모티브,23,"1,271,000,000","55,000,000",-,2019-12-31,2019,Q4
20210218000909,Y,00398792,SNT모티브,720,"50,272,000,000","70,000,000",-,2020-12-31,2020,Q4
20210218000909,Y,00398792,SNT모티브,21,"1,243,000,000","59,000,000",-,2020-12-31,2020,Q4
20220218001046,Y,00398792,SNT모티브,704,"50,696,000,000","72,000,000",-,2021-12-31,2021,Q4
20220218001046,Y,00398792,SNT모티브,22,"1,286,000,000","58,000,000",-,2021-12-31,2021,Q4
20230220001611,Y,00398792,SNT모티브,688,"51,787,000,000","75,000,000",-,2022-12-31,2022,Q4
20230220001611,Y,00398792,SNT모티브,28,"1,404,000,000","50,000,000",-,2022-12-31,2022,Q4
20240221001626,Y,00398792,SNT모티브,651,"53,064,000,000","83,000,000",-,2023-12-31,2023,Q4
20240221001626,Y,00398792,SNT모티브,32,"1,857,000,000","58,000,000",-,2023-12-31,2023,Q4
20250220001279,Y,00398792,SNT모티브,561,"48,430,000,000","86,000,000",-,2024-12-31,2024,Q4
20250220001279,Y,00398792,SNT모티브,25,"1,679,000,000","67,000,000",-,2024-12-31,2024,Q4
