code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
100,유한양행,헬스케어,2024,Q2,2024-08-14,"1,125,605,734,815","1,363,748,407,733","2,489,354,142,548","454,444,858,611","30,859,118,873","485,303,977,484","1,947,340,563,882","2,004,050,165,064",514626807832.0,15731135672.0,30016158938.0,24524983607.0,24524983607.0,"81,390,004,000",18717564247.0,,,,,,,,,,,
230,일동제약,헬스케어,2024,Q2,2024-08-14,"8,239,461,806","247,967,957,912","256,207,419,718","98,694,680,008","19,885,273,819","118,579,953,827","215,618,044","137,627,465,891",4369138097.0,110950566.0,-45587287073.0,-47000543155.0,-47000543155.0,"11,540,400,000",-47336131367.0,,,,,,,,,,,
640,동아쏘시오홀딩스,헬스케어,2024,Q2,2024-08-14,"65,758,525,696","919,684,826,717","985,443,352,413","238,535,275,667","83,578,418,778","322,113,694,445","434,373,596,364","663,329,657,968",3101944087.0,-4412564709.0,-7784776109.0,-7060638970.0,-7060638970.0,"31,744,565,000",-6824910115.0,,,,,,,,,,,
3000,부광약품,헬스케어,2024,Q2,2024-08-13,"179,114,384,597","219,930,833,503","399,045,218,100","28,336,423,429","88,945,402,877","117,281,826,306","209,703,272,014","281,763,391,794",36693461950.0,2321123765.0,-3997091616.0,-6709013434.0,-6709013434.0,"36,401,993,000",-6830265918.0,,,,,,,,,,,
3520,영진약품,헬스케어,2024,Q2,2024-08-14,"134,346,477,618","101,311,039,541","235,657,517,159","89,174,667,218","54,135,642,283","143,310,309,501","-15,105,749,324","92,347,207,658",62201580098.0,1209269872.0,-1292646315.0,-1456205463.0,-1456205463.0,"91,446,365,500",-1398568083.0,,,,,,,,,,,
6280,녹십자,헬스케어,2024,Q2,2024-08-14,"958,371,992,511","1,234,327,544,633","2,192,699,537,144","538,217,896,456","420,574,992,202","958,792,888,658","887,991,469,613","1,233,906,648,486",310639822757.0,18667203018.0,6708682009.0,6526099748.0,6526099748.0,"58,432,690,000",6702233161.0,,,,,,,,,,,
7570,일양약품,헬스케어,2024,Q2,2024-08-14,"124,495,042,524","251,197,003,281","375,692,045,805","158,079,246,338","21,394,420,044","179,473,666,382","25,209,263,056","196,218,379,423",57177805296.0,1027397178.0,578575232.0,470459568.0,470459568.0,"48,826,860,000",499281908.0,,,,,,,,,,,
8490,서흥,헬스케어,2024,Q2,2024-08-13,"208,684,576,906","377,884,380,213","586,568,957,119","254,406,771,478","612,076,493","255,018,847,971","308,685,835,509","331,550,109,148",91363297730.0,6458438095.0,5342973743.0,3655134442.0,3655134442.0,"6,084,556,500",3848715083.0,,,,,,,,,,,
9290,광동제약,헬스케어,2024,Q2,2024-08-14,"447,170,735,766","454,279,151,817","901,449,887,583","335,212,431,567","30,378,374,538","365,590,806,105","474,285,409,896","535,859,081,478",237270172436.0,3412127405.0,1721202097.0,990843008.0,990843008.0,"52,420,851,000",695715668.0,,,,,,,,,,,
69620,대웅제약,헬스케어,2024,Q2,2024-08-14,"446,565,398,370","1,261,058,699,034","1,707,624,097,404","556,254,401,479","332,885,152,390","889,139,553,869","658,338,514,245","818,484,543,535",325533213069.0,49602057660.0,35444474570.0,6578265956.0,6578265956.0,"28,966,437,500",-12553857241.0,,,,,,,,,,,
128940,한미약품,헬스케어,2024,Q2,2024-08-14,"331,939,561,185","1,007,486,584,401","1,339,426,145,586","584,103,600,457","63,290,064,139","647,393,664,596","348,350,065,724","692,032,480,990",281812584448.0,32144266312.0,37355807053.0,32512605346.0,32512605346.0,"32,027,477,500",30693972049.0,,,,,,,,,,,
170900,동아에스티,헬스케어,2024,Q2,2024-08-14,"578,476,162,328","810,020,451,414","1,388,496,613,742","360,973,514,300","356,628,200,202","717,601,714,502","204,086,300,206","670,894,899,240",157662935100.0,7096027371.0,9710194248.0,7852467673.0,7852467673.0,"44,176,460,000",8060794294.0,,,,,,,,,,,
185750,종근당,헬스케어,2024,Q2,2024-08-14,"970,202,816,381","469,147,731,301","1,439,350,547,682","490,465,852,087","85,064,291,591","575,530,143,678","635,226,578,072","863,820,404,004",384999005980.0,28370047646.0,35202659941.0,53229238908.0,53229238908.0,"32,936,050,000",52793308957.0,,,,,,,,,,,
