,name,sector,year,quarter,Relative Return,자본총계 변화율,비유동자산 변화율,GDP 변화율,소비자물가지수 변화율,특정 증권 등 소유 증감 수 변화율,특정 증권 등 소유 증감 비율 변화율,전체 주주 수 변화율,특정 증권 등 소유 비율 변화율,특정 증권 등 소유 수 변화율,Label,Code
18,S_hynix,전기·전자,2020,Q1,0.07597842208645822,0.00031960579808698597,-0.01620179338973049,0.012864053928269836,-2.326416414584117,-0.0028147894203967017,0.0,-0.015775266645005948,0.0,-0.028504690009345968,0.06271836086656019,000660
18,SEBANG_Global_Battery,전기·전자,2020,Q1,-0.11428536597684084,-0.005235245852732273,0.09619099759686456,0.012864053928269836,-2.326416414584117,-0.017975158374428757,-0.017975158374428757,-0.017975158374428757,-0.017975158374428757,-0.017975158374428757,-0.1070033952855651,004490
19,Hansol_Technics,전기·전자,2020,Q1,0.2027545310630562,-0.06869095774180445,0.0061285401171544684,0.012864053928269836,-2.326416414584117,0.0,0.0,-0.017977591238408364,0.0,0.0,-0.2389944467397038,004710
19,Samsung_Electronics,전기·전자,2020,Q1,0.06671596839872665,0.0024821127054487357,-0.002854415746063488,0.012864053928269836,-2.326416414584117,-0.026468099387687127,-0.021717862551229095,-0.010090401775236124,-0.021717862551228873,-0.018213279947244754,0.055370387893587225,005930
19,Samsung_SDI,전기·전자,2020,Q1,-0.006515022912380139,0.029232052668078712,0.0179960051895649,0.012864053928269836,-2.326416414584117,-0.016859343988071318,0.0,-0.016859343988071318,0.0,-0.016859343988071318,0.20977796002267834,006400
18,Dong-A_Tire,전기·전자,2020,Q1,-0.11204385980606159,0.03967043209316812,0.016957579801447187,0.012864053928269836,-2.326416414584117,-0.01797599077372447,-0.01797599077372425,-0.01797599077372425,-0.01797599077372447,-0.01797599077372425,0.04783192682352763,007340
19,Samsung_Electro-Mechanics,전기·전자,2020,Q1,0.12753475084327598,0.0035883404138135067,-0.004446415610027232,0.012864053928269836,-2.326416414584117,-0.01801187162615192,-0.0180118716261517,-0.0180118716261517,-0.0180118716261517,-0.0180118716261517,-0.029593147069947756,009150
18,LS_Electric,전기·전자,2020,Q1,0.054877444344190784,0.005975035053892741,-0.017720138530211704,0.012864053928269836,-2.326416414584117,-0.017977100446810335,-0.017977100446810113,-0.017977100446810335,-0.017977100446810113,-0.017977100446810113,-0.1731218405986413,010120
18,LG_Innotek,전기·전자,2020,Q1,0.14300297826802513,-0.028533783971928406,-0.00973448285916878,0.012864053928269836,-2.326416414584117,-0.017767418902277843,-0.01776741890227762,-0.01776741890227762,-0.01776741890227762,-0.017767418902277843,0.009295741818941133,011070
18,Hyundai_Elevator,기계·장비,2020,Q1,-0.3086876805714631,0.034014208477832875,0.08686979743607137,0.012864053928269836,-2.326416414584117,-0.017963474962557013,-0.017963474962557013,-0.017963474962557013,-0.017963474962557013,-0.017963474962557013,0.02980483637223072,017800
18,Hanon_Systems,기계·장비,2020,Q1,-0.14133393277436163,0.04601680813797726,-0.005253572779756688,0.012864053928269836,-2.326416414584117,0.0,0.0,-0.017961658350019505,0.0,0.0,-0.009474277399508568,018880
18,Iljin_Materials,전기·전자,2020,Q1,0.07790277904149284,-0.0073200260540242645,-0.02724420855511056,0.012864053928269836,-2.326416414584117,-0.01797673043466652,-0.01797673043466652,-0.01797673043466652,-0.01797673043466652,-0.01797673043466652,-0.08315089200700301,020150
18,Korea_Electric_Terminal,전기·전자,2020,Q1,-0.14200010361524262,-0.008985437391902273,0.005734829983197298,0.012864053928269836,-2.326416414584117,-0.017976553231990433,-0.017976553231990433,-0.017976553231990655,-0.017976553231990433,-0.017976553231990655,-0.23606473882191334,025540
19,Sindoh,전기·전자,2020,Q1,-0.144917293334209,0.01573934152697065,0.0002465321375698659,0.012864053928269836,-2.326416414584117,-0.017973391623670176,-0.017973391623670176,-0.017973391623670176,-0.017973391623670176,-0.017973391623670176,-0.20228726976407044,029530
18,Doosan_Heavy_Industries,기계·장비,2020,Q1,-0.23938091623293778,-0.07457941727057404,-0.04662040349684138,0.012864053928269836,-2.326416414584117,-0.018362741985183506,-0.018362741985183506,-0.018362741985183506,-0.018362741985183506,-0.018362741985183506,-0.20880962200408362,034020
18,LG_Display,전기·전자,2020,Q1,0.07410532738403144,0.031828899297990376,-0.021646579761881002,0.012864053928269836,-2.326416414584117,-0.050343021061528326,-0.05034127495718144,-0.02884218476334044,-0.05034127495718144,-0.05034127495718144,-0.13023332947808594,034220
18,Doosan_Infracore,기계·장비,2020,Q1,-0.1933153566556779,-0.04283117122029845,-0.006774108548730728,0.012864053928269836,-2.326416414584117,-0.01805097914137721,-0.018050979141377432,-0.01805097914137721,-0.018050979141377432,-0.018050979141377432,-0.238216809527476,042670
18,Hanmi_Semiconductor,기계·장비,2020,Q1,0.15102771022882236,-0.013811206078146787,-0.06913110985457749,0.012864053928269836,-2.326416414584117,-0.017977164371656418,-0.017977164371656418,-0.01797716437165664,-0.017977164371656418,-0.017977164371656418,0.04211237031990997,042700
18,LG_Electronics,전기·전자,2020,Q1,-0.001471659413134277,-0.05505721703793731,0.00441018336167931,0.012864053928269836,-2.326416414584117,-0.0181084332113175,0.0,-0.017967375421246823,0.0,-0.018118892694579225,-0.13368078026621602,066570
18,Doosan_Engine,기계·장비,2020,Q1,0.23675602694936881,-0.03136589274007795,0.00031032950117637625,0.012864053928269836,-2.326416414584117,-0.017975875802957786,-0.017975875802957786,-0.017975875802957786,-0.017975875802957786,-0.017975875802957786,-0.24803149884163286,082740
