,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,영업이익변화율,매출액변화율,비유동자산변화율,Relative Return,전체 주주 수변화율,전체 주식 수변화율,주식액면가액변화율,보유 주식 수변화율,Label,Code
19,Youngpoong,금속,2019,Q4,0.00034823713959464264,-0.0006865780568088287,-2.584817565060217,-0.07791550939315761,0.006375424716036471,-0.1397749995019071,-0.010944799259758664,-0.011393505092608613,0.0,-0.25312328462968536,-0.0011757796766964645,000670
19,SeAH_Besteel,금속,2019,Q4,-0.0005075159917735661,-0.0001673092613412308,0.5586650694311959,0.04951344776103406,0.002988754812650596,-0.08709259054796088,0.012070168336780207,0.011066653753113553,-0.1013116902273885,0.017696464433070713,-0.13011588025936752,001430
19,KIS_Wire,금속,2019,Q4,0.0027151938481418947,0.0007454155113812977,-1.123514854063186,-0.21932391456189237,-0.027303929098181134,-0.09522872062162115,0.027303010733700672,0.022165489869871546,-0.21262772373535688,-0.13622512144276877,-0.20536853934318694,002240
19,Hyundai_Steel,금속,2019,Q4,0.002587778733372348,0.0039925271403978835,5.209365412730605,0.0758989351652889,-0.0059663059050301115,-0.06310282072698901,-0.0019933162476546418,-0.0034524238638067306,-0.3758336860627287,-0.000406782809694306,-0.26172682737179065,004020
19,POSCO_Holdings,금속,2019,Q4,0.01557747412083288,0.016871556009375732,0.4458393155896917,0.05049242677936017,0.005749503626387931,-0.05936859829307618,0.020896268111595506,0.005004206387125176,0.0,-0.188244803275178,-0.030238215704525007,005490
19,Korea_Zinc,금속,2019,Q4,-0.01766958774776728,-0.01689913287346312,0.10644865127228798,-0.031081369166776618,0.007267743185507269,-0.04311510121329627,-0.004204392209718133,0.0012063001094656522,0.03454138177577626,-0.2593137573950868,-0.11933214630452005,010130
19,Hyundai_Elevator,기계·장비,2019,Q4,-0.0245875682711012,-0.08729088545637897,-0.02179314404574928,-0.01110523427285881,0.018229319921474252,-0.05777551311512065,-0.09955515255822833,-0.09667096294242872,-0.3199830461582933,-0.20207547807497872,-0.3086876805714631,017800
19,Hanon_Systems,기계·장비,2019,Q4,-0.013374900394129252,-0.001044462880402497,13.793386994606374,-0.17433602167026985,-0.004151558477425432,0.04287965737063301,-0.006222381119918463,-0.006222381119918907,0.0,-0.006222381119919129,-0.14133393277436163,018880
19,Doosan_Heavy_Industries,기계·장비,2019,Q4,0.24626491876398404,1.557273800363779,-0.5608873328684287,-0.35353515399770075,0.029762647860613445,0.1065256956669741,-3.792771230659575e-05,0.0036419002258024635,-0.13886130226322657,0.2668928925516135,-0.23938091623293778,034020
19,Doosan_Infracore,기계·장비,2019,Q4,0.017268312669967978,0.2779389612345645,0.5851843645739621,0.04712768703325665,-0.017772364549410335,0.02348205448577929,0.05497250548833588,0.05472432991672915,-0.1045537280411517,-0.018052134386915997,-0.1933153566556779,042670
19,Hanmi_Semiconductor,기계·장비,2019,Q4,-0.016310171956138042,-0.020319886292217593,0.1257941721497443,0.04138947928166725,0.009227566001862475,-0.1177198550407145,-0.024482923440410698,-0.06433978498668291,-0.6659321377729723,-0.36312966526831003,0.15102771022882236,042700
19,Doosan_Engine,기계·장비,2019,Q4,0.1500356955788522,-6.617558159463166,7.570271023854082,-0.47160671214059424,0.05315718916392176,-0.051105415286522,-0.04412422714872144,-0.04695483526016453,-0.21623386028781733,0.2648449275827357,0.23675602694936881,082740
19,Poongsan,금속,2019,Q4,0.010116714217934697,0.00849072713251564,70.13561259871088,-0.26955689268265726,0.006354757986743564,-0.1272519002061089,0.028946871783157913,0.0014989093493612549,0.0,-0.14774664413578398,-0.002316254007728877,103140
19,Korea_Steel,금속,2019,Q4,0.007356166938088715,0.04462145827549968,1.221140380087941,-0.059233903365912166,0.01658685260754178,-0.19759693837404785,0.012345901429142714,0.008232055045389597,-0.24203102320665737,-0.3784016013247069,-0.1120282040045212,104700
