,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,영업이익변화율,매출액변화율,비유동자산변화율,Relative Return,전체 주주 수변화율,전체 주식 수변화율,주식액면가액변화율,보유 주식 수변화율,Label,Code
20,Youngpoong,금속,2019,Q3,-0.001033846607429778,-0.001026945375974364,0.8076408214510364,0.06767249275096132,0.0020241654607037196,-0.09447499276259504,0.01879348053401253,0.018613980945165975,0.0,0.002748006263089131,-0.1397749995019071,000670
20,SeAH_Besteel,금속,2019,Q3,0.006789550468450978,0.009394106420538062,2.5341369433514775,0.14704193177747826,0.008291026036593041,-0.03589593010589873,0.0026795872526198528,-0.0024140165214010523,-0.01346376794955817,0.0024055072121395016,-0.08709259054796088,001430
20,KIS_Wire,금속,2019,Q3,-0.002067590525315577,-0.002726227117547886,0.588966702625529,0.137657211994467,0.0025180039290054745,0.07058943132202675,-0.02162004213058144,-0.017908032724092582,0.008873240632280566,2.737457325596715e-05,-0.09522872062162115,002240
20,Hyundai_Steel,금속,2019,Q3,-0.0009447696250997062,0.004507150868397036,0.8447280969451361,0.1113385366684494,-0.0016144660747736683,-0.06784255035539104,0.013329616486015161,0.010017390526912529,0.0008940266491512805,0.011625947628405187,-0.06310282072698901,004020
20,POSCO_Holdings,금속,2019,Q3,0.0012302400398354063,-0.007239720428508178,0.08535515150158812,-0.034784114886201145,-0.018178597318007306,-0.03602417008907364,-0.003528842166340862,-0.010093028395444348,0.0,-0.011050599755357604,-0.05936859829307618,005490
20,Korea_Zinc,금속,2019,Q3,-0.02362079357225899,-0.02421250824795229,0.2050634947250658,0.048441178936174834,-0.009092219855980854,0.02913062972123731,-0.026315712364775035,-0.026267590068714597,-0.01986011881918115,-0.01641388212680095,-0.04311510121329627,010130
20,Hyundai_Elevator,기계·장비,2019,Q3,-0.01300915442213646,-0.047769969704730686,0.1869014837319264,-0.00034945760617199895,-0.054721894388434,0.001091097500412504,-0.0322516389504246,-0.0038906220696783844,0.021946700993552448,-0.006550407112044354,-0.05777551311512065,017800
20,Hanon_Systems,기계·장비,2019,Q3,0.030158633425531822,0.03138482777961238,1.255614976657932,0.07797702468611911,-0.004283164727729938,0.025198385317123578,0.001822193917311088,0.001822193917311199,0.0,0.001822193917311421,0.04287965737063301,018880
20,Doosan_Heavy_Industries,기계·장비,2019,Q3,0.02610506511189048,0.1569984614371036,1.7500694594508177,0.1541772224466259,-0.005564443438498934,-0.06849773441483041,-0.02222577187656327,-0.02269801055294063,-0.020999008715294032,-0.015588070423247613,0.1065256956669741,034020
20,Doosan_Infracore,기계·장비,2019,Q3,-0.013136076161556876,-0.0989393859992993,0.5596625691064483,0.1672896848886164,-0.0010760255781523398,-0.1192518593142916,0.039660624403669464,0.044468885012086456,-0.019659470043969618,-0.016173587176904203,0.02348205448577929,042670
20,Hanmi_Semiconductor,기계·장비,2019,Q3,-0.07203726192417359,-0.0783449570448016,6.241589288610409,-0.5733768305558542,0.164189088428788,-0.06339810591094659,-0.10817179438481705,-0.11368812508975346,-0.13163139093061083,-0.06202285528874674,-0.1177198550407145,042700
20,Doosan_Engine,기계·장비,2019,Q3,0.014932762327716786,-2.0181293417650137,1.117688950112255,0.05762461422818266,0.008101164855986553,-0.2253481235103834,-0.044314635922041434,-0.04784224733208431,-0.02996274226473572,-0.03779900552891924,-0.051105415286522,082740
20,Poongsan,금속,2019,Q3,-0.004758352963772472,0.0038486278834268806,0.6289360979305723,0.06557897937361468,-0.001563636762796028,-0.11126135377419445,-0.0008665717398743666,0.0011696035686780126,0.0,0.0011979493092445503,-0.1272519002061089,103140
20,Korea_Steel,금속,2019,Q3,-0.014403644298756513,-0.08894705040002115,2.6415499569234937,0.04208016594596553,0.0027607312325176325,0.02993522742238674,-0.04267162403242852,-0.04789122823851799,-0.05193689332742091,-0.08763842571472047,-0.19759693837404785,104700
