,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,영업이익변화율,매출액변화율,비유동자산변화율,Relative Return,전체 주주 수변화율,전체 주식 수변화율,주식액면가액변화율,보유 주식 수변화율,Label,Code
21,Youngpoong,금속,2019,Q2,-0.012659455320537916,-0.012573887153329633,12.781925386847687,-0.0758948947248852,-0.000793579806197986,0.03268860703646111,-0.02583727169472927,-0.024643703382121407,0.0,-0.01383947080126502,-0.09447499276259504,000670
21,SeAH_Besteel,금속,2019,Q2,-0.0025738926773719584,-0.004653557864592539,0.2569682211830182,0.03287075733612188,0.007954186367957194,0.03512823174493387,0.0014018364612344847,-5.155096751119359e-05,0.01431194084315024,0.004803797672613075,-0.03589593010589873,001430
21,KIS_Wire,금속,2019,Q2,-0.005938566269438672,-0.006647282718507785,-0.45494945276647525,-0.15591447479774412,0.0035363318861447723,0.030875694129500884,-0.014895556718344638,-0.012856057691582823,-0.004481785496244006,-0.006833007637903732,0.07058943132202675,002240
21,Hyundai_Steel,금속,2019,Q2,-0.008199300649894603,-0.003876518079197533,-0.2919835268764077,-0.12056425874940313,-0.0018797053735577496,-0.057592410578951383,-0.018129121978565088,-0.015041183635283062,-0.0053045348680764715,-0.015117286518905315,-0.06784255035539104,004020
21,POSCO_Holdings,금속,2019,Q2,-0.00853373846354577,-0.008558548888918383,0.12993748081150647,0.043576826986690076,0.015159947935890594,-0.015092777773248002,-0.008902490862978674,0.0021723683356627,0.0,0.0042203440539519965,-0.03602417008907364,005490
21,Korea_Zinc,금속,2019,Q2,-0.029114350644456666,-0.03027906303418826,-0.49470499367618825,-0.1494551575639933,-0.00034454232176983624,0.037861694296496905,-0.05399102531626987,-0.0615253040362338,-0.05990393664969007,-0.039792681880621794,0.02913062972123731,010130
21,Hyundai_Elevator,기계·장비,2019,Q2,0.021118013411900227,0.08470876866215726,-0.5058730326285457,-0.07987113745763996,-0.01358131714046662,-0.24443788655252674,0.018177893051192995,0.008793758118419648,0.012723603508395187,0.02283358410225489,0.001091097500412504,017800
21,Hanon_Systems,기계·장비,2019,Q2,0.024591907514094347,0.02296945461235933,0.06159396007957085,-0.0642973788661041,-0.010832329772098248,0.0010683219768087976,0.051041024684329805,0.051041024684329694,0.0,0.051041024684329694,0.025198385317123578,018880
21,Doosan_Heavy_Industries,기계·장비,2019,Q2,-0.11461935915763233,0.030872152025130606,-0.3148505005724709,-0.08541539539200715,-0.0157695243741236,-0.25863561889041914,-0.10957845696713187,-0.11462240760529707,0.003367043202679887,-0.1632214263213343,-0.06849773441483041,034020
21,Doosan_Infracore,기계·장비,2019,Q2,-0.017687575476112993,-0.1814494527724977,0.10851103862916034,0.09043208142844439,-0.00011365868013735181,-0.12186382478893051,0.04772014080106379,0.04535486165620717,0.03936463578530158,0.042901773102204666,-0.1192518593142916,042670
21,Hanmi_Semiconductor,기계·장비,2019,Q2,-0.00012364356117688935,-0.00013166131636710432,11.573456606051813,-0.2781929424407945,-0.02859705092655962,-0.02161626890418773,-0.004058862620429204,-0.003362062062788329,-0.05436905054012042,-0.001398119649047791,-0.06339810591094659,042700
21,Doosan_Engine,기계·장비,2019,Q2,0.03394011263166774,1.2596351350646218,0.6497410313465093,-0.6916227079057369,-0.010870600401582609,-0.1561493103361524,-0.12493883895413838,-0.14651032714898737,-0.04956355490029862,-0.05298335943019339,-0.2253481235103834,082740
21,Poongsan,금속,2019,Q2,-0.007602204724661554,-0.005164161556824087,0.9632107495928431,-0.0,-0.011964778873187809,0.008750454658941482,0.02413127348719679,0.002288759386050443,0.0,-0.06870994723771329,-0.11126135377419445,103140
21,Korea_Steel,금속,2019,Q2,1.4380419759985053e-05,0.006341325964274169,1.4838099624677346,-0.0439934760991465,-0.006391258558142265,0.0351333544595628,0.037325112418796214,0.05489885790960314,0.06476030705962144,0.09186097680780936,0.02993522742238674,104700
