,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,영업이익변화율,매출액변화율,비유동자산변화율,Relative Return,전체 주주 수변화율,전체 주식 수변화율,주식액면가액변화율,보유 주식 수변화율,Label,Code
32,Youngpoong,금속,2016,Q3,-0.004063916059734218,-0.0040715517674208,0.6143196229731653,-0.0381807557997198,0.00605457438118473,-0.12113691807951146,-0.03531212296006836,-0.034724068327850466,0.0,-0.004521045981152438,0.04552165425256671,000670
32,SeAH_Besteel,금속,2016,Q3,-0.010124814299325768,-0.014719886954358552,0.7015923912185398,0.12046353944958499,-0.07336779766301293,-0.09045948717189395,-0.05873306933051725,-0.06579252483163489,0.036191916088775256,-0.028853747439814947,-0.05314324023305862,001430
32,KIS_Wire,금속,2016,Q3,-0.007061531126294929,-0.0071086510459128505,0.33233519984608895,0.10078387276806766,0.0030507036733354864,-0.15846370566274112,-0.02968635126604191,-0.024988156528042982,0.004243019137920245,-0.004878222636136353,0.0002429076201886579,002240
32,Hyundai_Steel,금속,2016,Q3,-0.02561070974734525,-0.030480674724842283,0.09070708049812293,0.02991797969050014,-0.00699885589135163,-0.17241126299463752,-0.018682240256998828,-0.018110379864547443,0.004457802751410389,-0.009935567610729779,0.05199754299667175,004020
32,POSCO_Holdings,금속,2016,Q3,-0.012843575967647958,-0.01091370936777003,-0.19598893459319067,-0.016126298269899086,0.0011946768711781353,-0.069783924202753,-0.014532934283247645,-0.0019773705982468748,0.0,-0.001882233087922236,0.06983644596043899,005490
32,Korea_Zinc,금속,2016,Q3,-0.020242696962798457,-0.021797857462363623,0.15478725164221607,-0.030002237147806587,0.0024799091303339127,0.07089366701144889,-0.03029824047266194,-0.03236250076655045,-0.02142971562212037,-0.021363077995396607,-0.11169808336054866,010130
32,Hyundai_Elevator,기계·장비,2016,Q3,0.05379753519874919,0.48510432808355175,-0.2726142781881915,0.009429024778852768,0.13758891282081143,0.1052049228604208,0.0239945282973143,0.027437513983549433,0.00014227901397345644,0.015652174450366707,0.04401663530782707,017800
32,Hanon_Systems,기계·장비,2016,Q3,-0.06955372228021495,-0.04326237177416026,10.827572476891774,0.11289412333110671,-0.009124281917807009,0.14596929577154696,-0.037929168981579275,-0.03792916898157905,0.0,-0.037929168981579275,0.12980117259183227,018880
32,Doosan_Heavy_Industries,기계·장비,2016,Q3,0.008418290920834903,-0.0032676736547874174,0.2550105892043567,0.14376614438809177,-0.0047021137080685005,-0.012553851292401871,0.004938594312545175,0.006153889469359908,0.010048979531186553,0.006351768618341969,0.16545906540137073,034020
32,Doosan_Infracore,기계·장비,2016,Q3,-0.0006142231362473716,0.02269143813014518,1.2525019885224404,0.15354132086323236,0.0030542765136507555,0.056971083351873716,0.05634427032100908,0.057837477580548025,0.01710652970328186,0.027200190893363785,0.0859400722934023,042670
32,Hanmi_Semiconductor,기계·장비,2016,Q3,-0.01901743241861431,-0.02147621998506466,0.2296503749009423,0.16737749650402844,0.05374611493216752,-0.04814990486231165,-0.11126180311009248,-0.14876469887072408,-0.04920987682448508,-0.11627954340893654,-0.06186549407483438,042700
32,Doosan_Engine,기계·장비,2016,Q3,0.3285334935979234,0.79488083128639,-0.5965917313138742,0.08939559533189323,0.22237769898490678,0.05256374622249532,-0.19977153433840633,-0.3541540779041261,0.060252359359640795,0.09955633626753768,0.09135372260592077,082740
32,Poongsan,금속,2016,Q3,-0.02027575992920716,-0.04204686064994467,0.18034956322289597,0.05082838738036799,-0.01859504955683189,-0.012614369326776113,0.008290616808915185,-0.007637700518948742,0.0,0.0005518532310030411,0.10217076778936617,103140
32,Korea_Steel,금속,2016,Q3,-0.010033273835474477,-0.04699797178778664,0.7150495111415456,0.08327221776424065,0.004048057594985721,-0.19495978169378675,0.01439924480078758,0.010751472038767917,0.013684946101151674,0.012395848774292673,0.06521586827142863,104700
