,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,유동자산 변화율,비유동부채 변화율,이익잉여금 변화율,영업이익 변화율,보유 주식 수 변화율,Label,Code
32,유한양행,2016,Q4,헬스케어,-0.0777993263259322,8.903734344669317,0.05292086420349462,0.08900632106060602,0.0426784109198739,0.2722743787253019,-0.020131494436087083,0.05727365236155104,000100
32,일동제약,2016,Q4,헬스케어,-0.44602156784564295,6.123940197599727,0.027584593198592966,-0.008357760861193997,0.0007244241067685397,9.821855752221394,-0.7176791055552325,-0.07016772285535461,000230
32,동아쏘시오홀딩스,2016,Q4,헬스케어,-0.2526357168042266,-0.21383452917995927,0.44779009135539005,11.644840176662816,0.00579446502533254,-0.36349708483980436,0.15842786247948615,0.054852963462831396,000640
32,부광약품,2016,Q4,헬스케어,-0.15125339957992842,-0.2112132200182104,-0.0032826245820556377,-0.43396792891630953,0.005975085894379006,1.2524748019372272,0.09285988626460395,-0.011175219433781601,003000
32,영진약품,2016,Q4,헬스케어,-0.2861865203969422,-1.4002195078504467,-0.0009312232616398575,-0.03027013584192484,0.09397093618617736,-1.2729669991997348,0.00039270171554650624,0.11486002590197653,003520
32,녹십자,2016,Q4,헬스케어,-0.13201985373027553,-0.17435825092375978,-0.10121716249187862,-0.03266165711182034,0.026754197662302692,-0.7409001653945543,0.009061652925779207,0.057138069288829675,006280
32,일양약품,2016,Q4,헬스케어,-0.22605738399661934,-0.06584283299512794,-0.1320264409967491,-0.13589917339259783,-0.18735571971763565,1.8377034381016588,-0.015651140039666833,0.030326225598005095,007570
32,서흥,2016,Q4,헬스케어,-0.17877250932823466,0.26973925254871434,-0.05129765336122605,0.02841416880773795,0.030696192064319616,-0.16476358858664097,0.02779609366164637,-0.04941481079204429,008490
32,광동제약,2016,Q4,헬스케어,-0.0900739170257911,-0.690831244927651,-0.009796229607698215,0.027413374712976335,0.009268426738030522,-0.411904871166604,9.547946644206107e-05,-0.04471522932080928,009290
32,대웅제약,2016,Q4,헬스케어,-0.052516061062766045,0.6901637643201044,0.09915343280354394,-0.02005239678828985,0.04928001348134048,0.6442739900289449,0.05380685208602154,0.08004819637260743,069620
32,한미약품,2016,Q4,헬스케어,-0.3288709999347528,7.055552299138949,0.07300904611900161,0.6615877111283097,-0.2720612627820843,-4.103374502728606,0.035286057967708784,0.22556129134254177,128940
32,동아에스티,2016,Q4,헬스케어,-0.15258150747025187,0.1643917229132308,0.05542060544930383,0.015413104460792137,0.058898200702318215,-4.832448684816828,-0.10710259209725459,-0.011747162235888509,170900
32,종근당,2016,Q4,헬스케어,-0.0911545614360885,-0.12479702114894986,0.057376220923670784,-0.32127891843770817,0.4426377601475724,-0.09293787970192524,0.1012238561587111,0.0750055499277125,185750
