,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,유동자산 변화율,비유동부채 변화율,이익잉여금 변화율,영업이익 변화율,보유 주식 수 변화율,Label,Code
35,유한양행,2016,Q1,헬스케어,0.1148266266075024,-0.5170079285858977,0.026660405426549794,0.1732739995355479,0.02829693175160508,-0.7392289954109841,0.0,-0.021322660882138945,000100
35,일동제약,2016,Q1,헬스케어,0.06574955965458663,-0.6520281080649044,0.0017250842286371526,0.061678025837797135,-0.00220764554413333,-0.6512391541011011,0.0,-0.017564600762572644,000230
35,동아쏘시오홀딩스,2016,Q1,헬스케어,-0.08383989999888539,-0.5121938541631963,0.2489075580325526,-0.29423243596011217,0.03614898643743025,-3.0929709658483344,0.0,-0.11475335845004679,000640
35,부광약품,2016,Q1,헬스케어,0.03989261079945959,-0.6305076148964754,0.08729282580486131,0.03808135707536486,-0.05583762002101078,-0.8696579289177413,0.0,-0.03692754308589987,003000
35,영진약품,2016,Q1,헬스케어,1.2942459531017734,-0.6782943873501164,0.00018527235759457916,-0.0038678976267574328,0.11195361637488732,-0.6973695467139274,0.0,0.36828605154656463,003520
35,녹십자,2016,Q1,헬스케어,-0.01722413402096781,-0.954238012451651,0.003396052191847909,-0.26993068260696884,-0.024887820619477696,-0.9168040094561072,0.0,-0.00951536102852494,006280
35,일양약품,2016,Q1,헬스케어,-0.05471804705359408,-6.000979878669128,0.03192164681300391,-0.022012233236747725,-5.277133551425156,-0.10287692525547143,0.0,0.028678102094541358,007570
35,서흥,2016,Q1,헬스케어,0.1218431730422396,-0.8113790088413116,-0.029885382072445732,-0.05676046619816699,0.003703816226184653,-0.7980902545534028,0.09492790314489752,-0.18526692966740427,008490
35,광동제약,2016,Q1,헬스케어,-0.07118412840981422,-0.7698297482661177,0.03903359506650261,-0.046222656571088594,0.01606803835102877,-0.7784243879994249,0.0,-0.1682829088470521,009290
35,대웅제약,2016,Q1,헬스케어,0.04055458798457505,-0.9041150504208844,-0.06942301167854492,0.0010929510520916175,-0.0076605146834055615,-0.9006793863683772,0.0,-0.04941339463599255,069620
35,한미약품,2016,Q1,헬스케어,-0.1787394786283491,-0.879740043470397,-0.19968703686968436,-0.23470064232698196,0.06629009048187617,-0.9498535770626781,0.5576358852952754,0.01591318406980318,128940
35,동아에스티,2016,Q1,헬스케어,-0.06588863648016068,-0.9051905842366733,-0.0035793642195931508,-0.11284833879886913,-0.03697526664209072,-0.7840997689017256,0.0,-0.223189394356491,170900
35,종근당,2016,Q1,헬스케어,-0.1676894396292877,-0.4896984412763222,0.06972642829697628,-0.019060397227372072,0.047891880064404146,-0.8066712287241875,0.0,-0.05839963844039004,185750
