year,quarter,disclosure_date,code,name,sector,prediction,reason
2016,Q1,2016-05-16,3490,대한항공,산업재,up,"대한항공이 Boeing 737 MAX의 중요한 부품을 개발하고 공급하는 역할을 맡고 있어, 이는 회사의 기술력과 글로벌 시장에서의 영향력을 강화하여 주가에 긍정적인 영향을 미칠 수 있습니다."
2016,Q2,2016-08-12,3490,대한항공,산업재,down,요약본에서는 대한항공의 경영진에 대한 세무조사 요구와 관련된 부정적인 이슈가 언급되어 있어 주가에 부정적인 영향을 미칠 수 있습니다.
2016,Q3,2016-11-14,3490,대한항공,산업재,down,대한항공이 엔진 결함을 제대로 고치지 않고 운항하여 과징금을 부과받았다는 내용은 회사의 신뢰도와 안전성에 부정적인 영향을 미칠 수 있습니다.
2016,Q4,2017-03-31,3490,대한항공,산업재,up,대한항공의 주주총회에서 조원태 회장이 사업 운영의 강력한 유지와 위기 관리의 중요성을 강조하며 안전하고 수익성 있는 운영을 위한 기반을 마련하겠다는 포부를 밝혔습니다. 이는 회사의 긍정적인 미래 전망을 시사할 수 있습니다.
2017,Q1,2017-05-11,3490,대한항공,산업재,down,요약본에 따르면 대한항공의 영업이익이 유가 상승으로 인해 최대 40% 감소할 것으로 추정되어 주가에 부정적인 영향을 미칠 수 있습니다.
2017,Q2,2017-08-10,3490,대한항공,산업재,down,"요약본에서는 대한항공의 항공기 엔진 문제와 관련된 사건이 언급되어 있으며, 이는 회사의 운영 및 안전성에 부정적인 영향을 미칠 수 있습니다. 따라서 주가에 부정적인 영향을 줄 가능성이 있습니다."
2017,Q3,2017-11-14,3490,대한항공,산업재,up,"대한항공이 바이오연료를 사용한 첫 여객기를 운항한 것은 지속 가능한 에너지 사용을 위한 중요한 진전으로, 이는 환경 지속 가능성에 대한 긍정적인 이미지와 함께 주가에 긍정적인 영향을 미칠 수 있습니다."
2017,Q4,2018-03-30,3490,대한항공,산업재,up,대한항공과 델타항공의 조인트벤처 출범으로 인해 항공 스케줄 조정 및 선택권이 다양해져 고객 편의성이 향상될 것으로 보입니다. 이는 대한항공의 경쟁력을 높이고 수익성에 긍정적인 영향을 미칠 수 있습니다.
2018,Q1,2018-05-15,3490,대한항공,산업재,down,요약본에서는 대한항공의 경영진에 대한 불만과 법적 조사에 대한 내용이 포함되어 있어 주가에 부정적인 영향을 미칠 수 있습니다.
2018,Q2,2018-08-14,3490,대한항공,산업재,down,"요약본에서는 대한항공의 항공편 취소로 인한 운영 문제와 고객 불만이 언급되어 있으며, 이는 항공사의 재정적 손실과 평판 손상으로 이어질 수 있어 주가에 부정적인 영향을 미칠 수 있습니다."
2018,Q3,2018-11-13,3490,대한항공,산업재,up,대한항공의 클라우드 전환 및 IT 혁신은 고객 서비스 품질 향상과 운영 효율성을 높여 경쟁력을 강화할 것으로 예상되어 주가에 긍정적인 영향을 줄 수 있습니다.
2018,Q4,2019-04-01,3490,대한항공,산업재,down,요약본에서는 대한항공의 주주총회와 관련된 거버넌스 문제와 조양호 회장의 법적 문제로 인한 주주들의 반대가 언급되어 있습니다. 이는 기업의 리더십과 전략적 방향에 부정적인 영향을 미칠 수 있는 요소로 판단됩니다.
2019,Q1,2019-05-15,3490,대한항공,산업재,down,"요약본에서는 대한항공의 공동 사업이 긍정적인 발전을 보였음에도 불구하고, 경영권 분쟁으로 인해 대한항공의 우선주가 급락했다고 언급되어 주가에 부정적인 영향을 미칠 수 있습니다."
2019,Q2,2019-08-14,3490,대한항공,산업재,down,"요약본에는 대한항공의 주가에 긍정적인 영향을 줄 만한 정보가 부족하며, 오히려 일본과의 외교적 긴장과 항공 산업의 도전 과제가 언급되어 있어 부정적인 영향을 미칠 수 있습니다. 기본적으로 정보가 불충분하여 하락으로 판단했습니다."
