,name,year,quarter,sector,Relative Return,특정 증권 등 소유 증감 수 변화율,자본총계 변화율,비유동자산 변화율,비유동부채 변화율,총포괄손익 변화율,이익잉여금 변화율,자산총계 변화율,매출액 변화율,전체 주주 수 변화율,Label,Code
22,S_hynix,2019,Q1,정보기술,-0.05451149322042487,-0.08648199087623687,0.0019071900323981428,-0.02546417436596471,-0.10709441585301338,0.13969358888411065,0.002167378926139385,0.00026738008253379686,0.35725895646644346,-0.008182005311484053,0.16058285282086657,000660
22,LG_Corp,2019,Q1,정보기술,0.09536172287126642,0.0,-0.01632489593889974,0.00019484830051963442,-0.001021045550643862,0.09763386471747604,-0.025847910335425217,-0.056556415865874676,-4.507242044358727,0.09763386471747582,0.0668616870711852,003550
23,Hansol_Technics,2019,Q1,정보기술,-0.12465536710801617,0.0,-0.020152569026490097,-0.00025668055969596537,0.05696558597243595,0.09881950713902143,1.2572091377662287,-0.033265111504171774,-0.05689076661678927,0.09881950713902132,0.05856363070417701,004710
23,Samsung_Electronics,2019,Q1,정보기술,-0.03562405147855566,0.017587468616658275,-0.004401411946629352,0.0046526489470549715,0.10730602223754138,-0.00563429287281525,-0.004101935203209006,-0.00742210724226311,0.04576691434691327,0.039160379018968516,0.0833911270153499,005930
23,Samsung_SDI,2019,Q1,정보기술,-0.024847344596271886,0.0972577715061177,0.0001851679233083603,0.00230524209128935,0.0036024495259769918,0.09725777150611747,-0.0001364431205439498,0.020738986136830895,0.1837452870127676,0.09725777150611759,-0.08364138773290092,006400
22,Daeduck_Electronics,2019,Q1,정보기술,0.27450784102094167,0.0988153980929527,0.006337641170000685,0.01152349080411097,-0.28582778992668034,0.09881539809295259,0.9438240422260163,-0.035988948246126196,-0.4698258658638197,0.0988153980929527,0.007849557035104433,008060
23,Samsung_Electro-Mechanics,2019,Q1,정보기술,-0.12684249656345442,0.09855541105976373,0.01542706022153506,-0.024658703262156578,-0.03721306808331293,0.09855541105976373,0.9661989512942473,-0.009498902108180385,0.0403579852050967,0.09855541105976373,-0.049857603949117126,009150
22,LG_Innotek,2019,Q1,정보기술,-0.21174375990210276,0.09879929986731717,0.0286702096374708,0.028503652076313113,0.18388887143124377,0.09879929986731706,0.08427762190227794,0.05316644097621237,0.4451433038782272,0.09879929986731717,0.29761946027106634,011070
23,Samsung_SDS,2019,Q1,정보기술,0.010532364393164032,0.09838631293007027,0.00590696041821237,-0.10402229325083101,-1.9825539819523037,0.0983863129300705,0.007438196615739523,-0.044912654874621705,0.101792630208839,0.09838631293007039,0.09648385946551702,018260
22,Iljin_Materials,2019,Q1,정보기술,-0.10242284024750628,0.09881810625686294,-0.025087682461174765,-0.01846955422943264,-0.007025182924092155,0.09881810625686305,-0.1137731821079151,-0.02141084508032831,0.12884478384222164,0.09881810625686294,-0.1515525192033544,020150
23,Sindoh,2019,Q1,정보기술,0.050140938484496744,0.09881344216526289,0.01194454570178749,0.01120984876180997,-0.1225660178705037,0.098813442165263,0.01448413101209911,0.0026467341517909526,0.2072347059472751,0.09881344216526289,-0.03574251165812907,029530
22,LG_Display,2019,Q1,정보기술,0.07874289194588112,0.10298275939845947,0.008785414447033513,-0.0651167168920439,-0.15407355475256468,0.08378699043910576,0.012655154507729693,-0.05618121516485086,0.17447289805554445,0.08983028740411636,0.027552880837779882,034220
22,SK_Holdings,2019,Q1,정보기술,0.04190503182477223,0.09285021172329899,-0.06237617837482845,-0.023801410333540662,-0.008011116021723552,0.09285021172329888,-0.09389757703041357,-0.043298936953130474,0.10262547077479067,0.09285021172329888,-0.013459136516166932,034730
22,Hanmi_Semiconductor,2019,Q1,정보기술,-0.11708715917838353,0.0988211835397077,0.05557316527978873,-0.14625466256133346,-1.649281280232758,0.09882118353970759,0.05896435816804113,0.05361782521807745,0.5024125821496823,0.0988211835397077,-0.02161626890418773,042700
22,LG_Electronics,2019,Q1,정보기술,0.008686808297972193,0.09462820652561943,0.0057808067603131175,-0.0025622755543484033,-0.054682997722854454,0.07683153251762043,0.008132825218698625,-0.03718463246061976,-0.1344666154291636,0.12448210538590987,0.13655629810459535,066570
