접수번호,법인구분,회사코드,회사명,직원 수,총 급여액,1인평균급여,비고,결제일시,연도,분기
20160330001687,Y,00145109,유한양행,"1,235","95,547,872,000","77,367,000",-,2015-12-31,2015,Q4
20160330001687,Y,00145109,유한양행,359,"16,455,427,000","45,837,000",-,2015-12-31,2015,Q4
20170331002054,Y,00145109,유한양행,"1,266","100,820,286,000","79,637,000",-,2016-12-31,2016,Q4
20170331002054,Y,00145109,유한양행,394,"19,414,418,000","49,275,000",-,2016-12-31,2016,Q4
20180402002650,Y,00145109,유한양행,"1,344","111,450,000,000","83,000,000",-,2017-12-31,2017,Q4
20180402002650,Y,00145109,유한양행,416,"20,930,000,000","50,000,000",-,2017-12-31,2017,Q4
20190401002104,Y,00145109,유한양행,"1,412","116,808,000,000","83,000,000",-,2018-12-31,2018,Q4
20190401002104,Y,00145109,유한양행,447,"23,366,000,000","52,000,000",-,2018-12-31,2018,Q4
20200330002408,Y,00145109,유한양행,"1,390","130,554,000,000","94,000,000",-,2019-12-31,2019,Q4
20200330002408,Y,00145109,유한양행,426,"28,849,000,000","68,000,000",-,2019-12-31,2019,Q4
20210311000883,Y,00145109,유한양행,"1,405","137,820,000,000","98,000,000",-,2020-12-31,2020,Q4
20210311000883,Y,00145109,유한양행,450,"29,447,000,000","65,000,000",-,2020-12-31,2020,Q4
20220310001178,Y,00145109,유한양행,"1,413","137,465,000,000","97,000,000",-,2021-12-31,2021,Q4
20220310001178,Y,00145109,유한양행,465,"29,963,000,000","64,000,000",-,2021-12-31,2021,Q4
20230315001431,Y,00145109,유한양행,"1,444","143,785,000,000","100,000,000",-,2022-12-31,2022,Q4
20230315001431,Y,00145109,유한양행,494,"32,121,000,000","65,000,000",-,2022-12-31,2022,Q4
20240307000960,Y,00145109,유한양행,"1,484","153,544,000,000","104,000,000",-,2023-12-31,2023,Q4
20240307000960,Y,00145109,유한양행,518,"36,965,000,000","73,000,000",-,2023-12-31,2023,Q4
20250312001137,Y,00145109,유한양행,"1,551","163,056,000,000","106,000,000",-,2024-12-31,2024,Q4
20250312001137,Y,00145109,유한양행,566,"40,904,000,000","74,000,000",-,2024-12-31,2024,Q4
