code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),자본금,총포괄손익
6280,녹십자,헬스케어,2015,Q4,2016-03-30,"674,368,314,332","648,749,555,747","1,323,117,870,079","267,346,820,116","93,787,790,419","361,134,610,535","588,799,244,500","961,983,259,544",912910939629,84905264879,145630669209,110601286317,,
6280,녹십자,헬스케어,2016,Q1,2016-05-13,"676,658,504,324","674,540,437,636","1,351,198,941,960","336,207,944,730","68,471,588,131","404,679,532,861","574,145,314,522","946,519,409,099",208530936637,7063777614,6664348871,5648036939,,
6280,녹십자,헬스케어,2016,Q2,2016-08-16,"726,763,929,219","709,164,327,114","1,435,928,256,333","282,054,576,042","180,567,586,812","462,622,162,854","592,005,064,954","973,306,093,479",260320363608,20566492569,21168070510,17811975495,,
6280,녹십자,헬스케어,2016,Q3,2016-11-14,"778,415,808,014","708,351,709,971","1,486,767,517,985","314,338,741,501","183,087,576,069","497,426,317,570","614,383,683,356","989,341,200,415",287425999258,33167764947,26575547876,22375104853,,
6280,녹십자,헬스케어,2016,Q4,2017-03-31,"699,626,768,688","723,130,495,315","1,422,757,264,003","263,602,436,270","177,107,632,438","440,710,068,708","630,821,025,861","982,047,195,295",276836471006,8593762412,21941881831,17067634111,,
6280,녹십자,헬스케어,2017,Q1,2017-05-15,"685,950,049,788","732,969,560,098","1,418,919,609,886","258,032,619,368","183,238,602,998","441,271,222,366","620,838,587,460","977,648,387,520",231584539658,8014738418,5095113876,4315741220,,
6280,녹십자,헬스케어,2017,Q2,2017-08-14,"788,379,694,933","739,496,228,511","1,527,875,923,444","189,416,309,215","334,016,382,088","523,432,691,303","644,650,481,148","1,004,443,232,141",281841800773,29777410289,28969165326,23756730631,,
6280,녹십자,헬스케어,2017,Q3,2017-11-14,"834,333,879,427","745,670,143,917","1,580,004,023,344","210,247,239,307","337,465,573,751","547,712,813,058","672,300,999,808","1,032,291,210,286",306459434449,39244163579,36840636335,27650518660,"58,432,690,000",
6280,녹십자,헬스케어,2017,Q4,2018-04-02,"824,040,270,307","751,718,775,588","1,575,759,045,895","220,710,066,395","322,429,802,574","543,139,868,969","672,354,723,466","1,032,619,176,926",278592973591,1781910271,-2871268819,-956931469,"58,432,690,000",
6280,녹십자,헬스케어,2018,Q1,2018-05-15,"796,239,123,261","760,067,476,545","1,556,306,599,806","197,329,178,857","327,126,828,446","524,456,007,303","684,246,240,904","1,031,850,592,503",249268197422,12269745298,20065517267,15923488077,"58,432,690,000",
