,name,year,quarter,sector,Relative Return,소비자물가지수 변화율,유동부채 변화율,이익잉여금 변화율,법인세차감전 순이익 변화율,영업이익 변화율,보유 주식 수 변화율,Label,Code
17,유한양행,2020,Q3,헬스케어,-0.056977511654584076,29.267844017171594,-0.19022865290111646,0.01197353040624094,-0.39023782288026054,-0.38878380150929204,0.0,-0.23386316947637756,000100
17,일동제약,2020,Q3,헬스케어,-0.07199364085817223,29.267844017171594,-0.0034342223774270764,0.013065887467869297,0.775870939059625,0.5022216105307049,0.0,0.3699180242814153,000230
17,동아쏘시오홀딩스,2020,Q3,헬스케어,0.14036300650534914,29.267844017171594,-0.0005516987741369661,0.018600461224819398,-1.8464740176339265,-2.4103601477318235,0.0,-0.3998505686067466,000640
17,부광약품,2020,Q3,헬스케어,-0.3780558573387964,29.267844017171594,-0.5102012243120686,-0.011228377208725049,-1.9074063077009447,-0.7357813568284985,0.0,-0.18219449129072096,003000
17,영진약품,2020,Q3,헬스케어,0.1597521371336741,29.267844017171594,-0.05968522253457653,-0.017345914922574535,-1.4388936052187993,-1.3991234404114095,0.0,-0.3949343437705028,003520
17,녹십자,2020,Q3,헬스케어,0.28649081150276556,29.267844017171594,-0.006345955264858705,0.08313927461980875,3.1607163567654144,3.939637902842498,0.0,-0.3312796150323131,006280
17,일양약품,2020,Q3,헬스케어,-0.20526474287899468,29.267844017171594,0.06411075769994068,0.3202193163571443,1.6889328108776325,0.752836716109619,0.0,-0.7222240162038875,007570
17,서흥,2020,Q3,헬스케어,-0.1346280795164987,29.267844017171594,0.09346303664410494,0.034151577698676716,-0.3308098563782479,-0.14320579353880925,0.0,-0.23824293152825574,008490
17,광동제약,2020,Q3,헬스케어,0.0018716884839686324,29.267844017171594,-0.01734161270986201,0.023299056438692345,-0.05857426916822572,-0.02846759558939338,0.0,-0.3261186561604223,009290
17,대웅제약,2020,Q3,헬스케어,-0.209257455963052,29.267844017171594,0.7580039051119201,0.007895172306926268,-1.3015996773421652,-2.479462006847103,0.0,0.15086989844319507,069620
17,한미약품,2020,Q3,헬스케어,-0.12822564058653205,29.267844017171594,-0.0825666727777763,-0.1849622453256875,-3.07872101145333,-2.6615531162141037,0.0,-0.03156698280722092,128940
17,동아에스티,2020,Q3,헬스케어,-0.1371977300477319,29.267844017171594,-0.003665708456337402,0.021144022025522125,-1.297680432862949,-1.715835757931496,0.0,-0.29242598531751146,170900
17,종근당,2020,Q3,헬스케어,-0.10026319236960443,29.267844017171594,0.14170387417597619,0.1590660720364223,0.34926208507599177,0.3376849553297374,0.0,0.050608856185354684,185750
