,name,year,quarter,sector,Relative Return,소비자물가지수 변화율,유동부채 변화율,이익잉여금 변화율,법인세차감전 순이익 변화율,영업이익 변화율,보유 주식 수 변화율,Label,Code
24,유한양행,2018,Q4,헬스케어,0.03716151888866581,0.1528942253920036,-0.004307934446291739,0.012335530886748547,2.300512352735237,0.592613529384439,-0.03964938616943048,-0.0043811838837226336,000100
24,일동제약,2018,Q4,헬스케어,-0.05472955194698993,0.1528942253920036,-0.04073789137642381,-0.001742154985232447,-0.7698532182633453,-0.15068599193925103,0.0,0.10398841392456162,000230
24,동아쏘시오홀딩스,2018,Q4,헬스케어,0.08551818455140023,0.1528942253920036,-0.1734301518375473,-0.2332457542116142,-20.543943413094897,-1.2550640413998404,-0.006657902179080577,0.016111266024000447,000640
24,부광약품,2018,Q4,헬스케어,0.02248514498143717,0.1528942253920036,-0.02969726124202343,0.4800378668231995,3.129110197326991,-0.9699251396450065,0.14113773815562825,-0.13773146786338733,003000
24,영진약품,2018,Q4,헬스케어,0.09373236051598459,0.1528942253920036,0.03896328876505084,-0.2676790360651474,-0.380827132840312,-1.698630942507692,0.02558434310650015,-0.053645883868767064,003520
24,녹십자,2018,Q4,헬스케어,0.04082529363018968,0.1528942253920036,-0.010488672701122526,0.000866385356321997,-0.6939640101705024,-1.1377455174923021,-0.018405840672893636,-0.08976268973753454,006280
24,일양약품,2018,Q4,헬스케어,-0.06094890592998774,0.1528942253920036,-0.09285447828959648,11.170356588260079,1.23337106798982,0.25954595571711536,-0.06374370683186259,-0.07533507582895178,007570
24,서흥,2018,Q4,헬스케어,-0.016285039356648892,0.1528942253920036,0.046597750933360826,0.02936098861262737,0.04302986525031227,0.7049147169809649,-0.02819678244529844,0.0586074972270033,008490
24,광동제약,2018,Q4,헬스케어,0.13934509992846605,0.1528942253920036,-0.07210736490653236,0.007554684184541971,-0.5825630251930789,-0.4621700213629484,-0.14827462614467923,0.012140336302373156,009290
24,대웅제약,2018,Q4,헬스케어,0.005216954353519602,0.1528942253920036,0.4658873953541076,-0.041155497744944536,-2.1159173721478552,-0.41679744632099536,-0.011445910290237449,-0.015594779739757238,069620
24,한미약품,2018,Q4,헬스케어,0.0486003119179495,0.1528942253920036,-0.22789032473966042,-0.0975112142774488,-3.3388823189550325,-0.4291868489185474,-0.004031074325123618,-0.0900411324375388,128940
24,동아에스티,2018,Q4,헬스케어,0.0076486459547252285,0.1528942253920036,0.36794572377856416,-0.1636951112908508,-3.581188073132869,-0.9266189885106182,-0.0033458974664994923,0.046891671499857956,170900
24,종근당,2018,Q4,헬스케어,0.10650644290266467,0.1528942253920036,-0.027041223522240032,0.0986049989579516,-0.03478196982481763,-0.0894253157010525,0.06548186594667804,-0.05783276733538216,185750
