,name,year,quarter,sector,Relative Return,매출액 변화율,특정 증권 등 소유 증감 수 변화율,영업이익 변화율,비유동자산 변화율,비유동부채 변화율,영업비용 변화율,부채총계 변화율,유동자산 변화율,총포괄손익 변화율,Label,Code
14,Doosan_Corp,2021,Q1,기타금융,-0.16438860047007242,-0.07206215449028774,-0.07206215449028797,2.104767661041598,0.12165294205743815,0.1722301268323353,5.011419364761043e-05,0.07089205063491222,-0.29038587055612974,0.8163806966853389,-0.11414267375756469,000150
14,Hankook_Tire_Worldwide,2021,Q1,기타금융,-0.390329700358393,-2.5130985902642813,-0.07227722390184388,-9.152134557431804,-0.00285538027465293,-0.1540990201210295,-0.00016169692625040297,-0.7532616781307,-0.11116693911144382,-0.07227722390184366,0.2281350485201576,000240
14,Dong-A_Socio_Holdings,2021,Q1,기타금융,-0.3038862126877278,-8.117350019625318,-0.0723141263101803,6.537639239890331,0.027557185740729517,0.1222322407554286,-3.9130993465483815e-05,-0.03849631129594755,-0.6228467630406715,-0.0723141263101803,-0.19810136566806386,000640
14,CJ_Corp,2021,Q1,기타금융,-0.12989862404368988,-0.07224485885911602,-0.0722448588591158,-1.7313009398847683,0.003895211083354999,-123.34687381617577,-0.07224485885911602,-0.12735480735355797,-1.1727056624056167,-0.07224485885911602,-0.05045245468937586,001040
14,Dongkuk_Steel,2021,Q1,기타금융,0.021540430962470825,-0.07049577404460172,-0.07269162585601663,-1.4842628027547136,-0.0033717773290133923,-0.042629607907343825,-0.07275552119100426,-0.03089473416421029,-0.11276145294336293,-0.07285890293986208,0.6154245573902136,001230
14,Orion_Corp,2021,Q1,기타금융,-0.170773852597417,-2.8611977549904237,0.0,65.80098851307947,-0.005407977172865008,-0.025645294177804923,-0.07229500737076355,-0.805820999436101,-2.0970580725362766,-0.07229500737076355,0.013974209359318424,001800
14,SeAH_Steel,2021,Q1,기타금융,-0.1939477822948153,-3.2365952637157545,-0.07231161799964458,9.427219502068366,0.03317552272911328,0.07134528872440604,-0.07231161799964436,0.1862350521245918,-1.0543160227682606,-0.07231161799964458,0.16847130800535326,003030
14,LG_Corp,2021,Q1,기타금융,-0.09051517691278846,-7.366746555663008,0.0,-52.066253390158856,0.000825341305360161,0.013652575093253017,-0.0713689707002696,-7.034466836963491,-0.2314198629295039,-0.0713689707002696,-0.03828867571663053,003550
14,Hansol_Holdings,2021,Q1,기타금융,-0.1604674152076463,-0.07231900069611186,-0.07231900069611208,-4.479305597605201,-0.01904946410010555,-6.001271609383496,-0.07231900069611208,-1.0813488744646849,-0.07991573713162636,-0.07231900069611208,-0.01974914276026011,004150
14,Hyosung,2021,Q1,기타금융,-0.22196053620274617,-0.6907453065929343,-0.07179875852087769,-0.7145011876245537,-0.01172138868965411,-0.011351932432649203,0.00013145896914019324,-0.38008422028024547,-0.29413603762576823,-0.07195123689034877,0.09805677717466112,004800
