,name,year,quarter,sector,Relative Return,매출액 변화율,특정 증권 등 소유 증감 수 변화율,영업이익 변화율,비유동자산 변화율,비유동부채 변화율,영업비용 변화율,부채총계 변화율,유동자산 변화율,총포괄손익 변화율,Label,Code
32,Doosan_Corp,2016,Q3,기타금융,0.059021170163139826,0.24924777333036496,0.050547592930070384,0.9021789715628148,0.004659983266886991,-0.05024879376702929,-7.392478133558077e-05,0.008976478228753249,-0.001335560949373038,0.050547592930070384,0.027905374941138525,000150
32,Hankook_Tire_Worldwide,2016,Q3,기타금융,-0.024596940132876333,-3.4820807315984883,0.050588792396849436,0.04171231610882531,0.001108535826775947,-0.015665763051117,1.6279658252994448e-05,-0.026224568899972267,-0.0281559355477512,0.050588792396849325,-0.026597636931977236,000240
32,Dong-A_Socio_Holdings,2016,Q3,기타금융,-0.15236923210322162,0.04361407419130969,0.05061992602396126,0.08711871448354458,-0.002670239737982083,-0.33947578993123817,-2.239503929923827e-05,0.0018285507810960056,0.1421145416830053,0.05061992602396115,-0.019812177021517323,000640
32,CJ_Corp,2016,Q3,기타금융,0.03915629593514758,-0.04539967464922845,0.0505666562549143,-0.008895097874344726,0.0006186861606024552,-0.007249193258550113,0.0505666562549143,-0.009749785234711927,-0.08310912825388472,0.0505666562549143,-0.13262803475489274,001040
32,Dongkuk_Steel,2016,Q3,기타금융,0.17844715719719292,0.05250628823733039,0.0508979796042589,0.495395199181217,0.012003249855782383,0.03227178403526121,0.050946504007337134,0.05044047747377578,0.04103221873574814,0.0510251096096217,-0.0782173539677277,001230
32,Orion_Corp,2016,Q3,기타금융,0.02540226547542347,0.03838856466582008,0.0,0.2727874488290898,0.031217306569349512,0.1605360508029724,0.05061182058062308,0.14762843971542128,0.028601864426049617,0.05061182058062319,-0.16663380105797293,001800
32,SeAH_Steel,2016,Q3,기타금융,-0.010001199554671679,0.0793209961513609,0.05061187977952275,0.7205483728829312,-0.002062564775350717,-0.015453697512770592,0.05061187977952275,-0.06683648359766536,-0.06712383314023396,0.05061187977952275,-0.1114378935415812,003030
32,LG_Corp,2016,Q3,기타금융,-0.06416338391802595,-0.028279060984101934,0.0,-0.20150399017802334,-0.026969752263637625,-0.027276347225909214,0.05006280267418961,-0.009833063323237301,0.4351562221668033,0.0500628026741895,-0.03224679733130851,003550
32,Hansol_Holdings,2016,Q3,기타금융,-0.09340685104584373,-0.14778556040384894,0.050619469421912644,0.38010329499499473,-0.042781494767143435,0.003425317004541628,0.050619469421912755,-0.34228798793088977,0.7103418262709087,0.050619469421912644,-0.11150282211022067,004150
32,Hyosung,2016,Q3,기타금융,-0.12950601152118318,0.07717489582105397,0.05134865625898466,0.3738384634033127,-0.008768576200122391,0.11450598862870998,5.2896568340937155e-05,0.061594721598738245,0.10946239150693282,0.05100948325165022,-0.006961269148144468,004800
32,Hyundai_Green_Food,2016,Q3,기타금융,-0.042713433908599316,-0.06097844578411937,0.05060489817026481,-0.030166099784161515,0.028787918353178954,0.08802069287186154,1.2400118198639413e-07,-0.24939971943959316,-0.245756891564046,0.05060489817026492,-0.183180348083885,005440
32,Crown_Confectionery,2016,Q3,기타금융,-0.23359657980082543,0.05041407813200105,0.0,0.15061214695296998,-0.07138020417287705,-0.004276006770203011,-3.269284900343237e-05,-0.13020609868437494,-0.023402896332491707,0.05062033848676217,-0.3243408874505329,005740
32,SK_Chemicals,2016,Q3,기타금융,-0.08545447597038469,-0.05329827561596634,0.0,-1.3719300496616946,-0.0051293512759282844,-0.01021037375592293,0.0002878908032269631,-0.02193536750195557,-0.05737795039391802,0.050597006771146535,-0.12002443523181283,006120
32,LS_Corp,2016,Q3,기타금융,0.2553473563186912,-2.191141985715213,0.050517724520755425,-1.5377237265220383,-0.0015907608906207127,0.3071623268141337,0.050517724520755536,0.03010815108340381,0.2261316844279676,0.050517724520755425,-0.008140455672376617,006260
32,Seoyon,2016,Q3,기타금융,-0.13695299366540045,-0.9793100163937607,0.0,3.48697356542761,-0.0020823233819402542,0.05565259850195148,0.05062150901961926,0.05829014816931821,0.1446580038832136,0.05062150901961937,0.031798100395211706,007860
32,Daeduck_Electronics,2016,Q3,기타금융,-0.1305678412730967,-0.10093221363597316,0.05062084178846793,-1.5464424432499073,0.05062084178846804,0.05062084178846804,0.05062084178846804,0.0014095728606774438,0.05062084178846804,0.05062084178846793,0.003716048276619477,008060
32,Hyundai_Heavy_Industries,2016,Q3,기타금융,-0.008108196487269941,0.14410155159450921,0.051654634571358216,0.17651813569297492,0.018684124051238538,0.2192781428594579,7.105047807976075e-05,0.08032855680056172,0.06299212150247746,0.051158969710445645,0.2507461652257678,009540
32,OCI,2016,Q3,기타금융,-0.14219695132705665,0.21499393712160908,0.050546697651468464,0.8587091110482227,0.0078637089817708,0.008698576153691406,-4.974733197936715e-05,0.022435480311527534,0.01331408980429527,0.050546697651468575,-0.015698221195533407,010060
32,Hyundai_Development_Company,2016,Q3,기타금융,-0.14626537653984187,0.0354565313666525,0.0,0.10619739652015026,0.04811617727395634,-0.01996669751247171,-1.3675121377467319e-05,0.12192975035379616,0.03605212033658001,0.05058648298950841,0.2459650264214686,012630
