,name,year,quarter,sector,Relative Return,매출액 변화율,특정 증권 등 소유 증감 수 변화율,영업이익 변화율,비유동자산 변화율,비유동부채 변화율,영업비용 변화율,부채총계 변화율,유동자산 변화율,총포괄손익 변화율,Label,Code
29,Doosan_Corp,2017,Q2,기타금융,-0.18416110369502764,-0.039511687599190104,-0.040674148070488636,0.5130205440367384,-0.033209887626210355,-0.08522753485624879,-3.356881694010458e-05,-0.030408923660862452,0.002468751909598388,-0.040674148070488414,0.1504914192636927,000150
29,Hankook_Tire_Worldwide,2017,Q2,기타금융,-0.1467017029112279,0.38324798520515313,-0.04067231000219662,0.6157866282795889,-0.005435864081166919,-0.004379626597639463,-4.55796159999903e-05,0.2481044057267039,0.056514366583738984,-0.04067231000219662,0.007633295814924279,000240
29,Dong-A_Socio_Holdings,2017,Q2,기타금융,-0.24635481878269816,0.6661235340549894,-0.04069106035882886,1.10712295298769,-0.0022242550083153567,0.026457968880553184,-9.010910104324009e-05,0.11289421517739362,0.21087520153020178,-0.04069106035882908,-0.09247494484333219,000640
29,CJ_Corp,2017,Q2,기타금융,-0.15872093368045864,0.5853995723223742,-0.04065465185135242,0.836325297712728,-6.742038822782348e-07,0.9234042174282954,-0.04065465185135242,0.18981400456780662,0.3545420901324746,-0.0406546518513522,-0.018375548318126406,001040
29,Dongkuk_Steel,2017,Q2,기타금융,0.07657270269805329,-0.012552682588715891,-0.04107577951157304,-0.3200195896291127,0.006460697341196697,-0.009916974649029076,-0.04114075376420501,0.0016299342044192588,-0.023284392859834524,-0.04124594513439228,0.04606960073787843,001230
29,Orion_Corp,2017,Q2,기타금융,-0.05259027654598639,-0.36595567151290775,0.0,-0.2867179953906869,-1.165631959954108,-47.92166337625026,-0.04080174231739653,0.9764598962855463,-0.8623562521378949,-0.04080174231739675,0.08182808744303689,001800
29,SeAH_Steel,2017,Q2,기타금융,-0.05479205532349021,-0.18960421364773117,-0.04069415743948235,0.22824974648841956,-0.02663814433933287,0.24354479707817878,-0.04069415743948235,-0.07006560943536777,-0.04699819001218741,-0.040694157439482126,-0.0853661063826078,003030
29,LG_Corp,2017,Q2,기타금융,0.09606754527810608,0.758107361077818,0.0,0.9007536404784194,-0.015653001633376018,-0.02549506125937895,-0.04027104393392822,0.3586218833410766,0.3511798416360016,-0.04027104393392822,-0.009432039254819807,003550
29,Hansol_Holdings,2017,Q2,기타금융,-0.1428654724157447,0.44326206935433476,-0.04069473433359838,0.5966066305041164,4.9873769490837994e-05,-0.042930182618503565,-0.04069473433359838,0.11388539296639655,0.6435917406788725,-0.04069473433359838,-0.059541131064308805,004150
29,Hyosung,2017,Q2,기타금융,-0.14730367361340507,-0.08118022474676612,-0.04166742206512253,0.07341290398194211,-0.022492245174386527,-0.06135069174379537,-5.293991805929551e-05,-0.017421501685890295,0.05177787767154274,-0.04126052211918996,0.11968721284525415,004800
