,name,year,quarter,sector,Relative Return,매출액 변화율,특정 증권 등 소유 증감 수 변화율,영업이익 변화율,비유동자산 변화율,비유동부채 변화율,영업비용 변화율,부채총계 변화율,유동자산 변화율,총포괄손익 변화율,Label,Code
8,Doosan_Corp,2022,Q3,기타금융,-0.17416914717588708,-0.027712498543786657,-0.02771249854378688,0.5563839335626599,0.08036067819292292,0.13225393477488445,0.00031162859103860596,0.11000685147322042,-0.3435324094183281,-0.02771249854378688,0.23248859387923604,000150
8,Hankook_Tire_Worldwide,2022,Q3,기타금융,0.03611137979533925,-0.006380613974356075,-0.027778457484430197,-0.09872562763370718,-0.0023083014754223807,0.05443017238962877,2.1260181841121344e-06,0.06762297622021818,0.016695688436072498,-0.027778457484430197,0.050013957243809574,000240
8,Dong-A_Socio_Holdings,2022,Q3,기타금융,0.05905809393449801,-6.906317098919088,-0.02779034461995966,5.01071996195278,-0.007693879726293762,-0.03194200848413198,-0.00021431432405246486,0.010375754634786016,0.009046148030490753,-0.027790344619959884,0.07398984951238477,000640
8,CJ_Corp,2022,Q3,기타금융,0.08097439349396938,-0.027777525284195415,-0.027777525284195193,0.7609286832989623,-0.007009046459044432,-0.04540291952661257,-0.027777525284195193,-0.13942931576511053,-0.6682829414240496,-0.027777525284195193,-0.02827562295174267,001040
8,Dongkuk_Steel,2022,Q3,기타금융,-0.0722320016496743,0.1354014875790347,-0.028245384208629654,0.5681302162949295,-0.03255980377361878,-0.2283218191078964,-0.028321297164918713,0.12130599584766266,0.11036348453211065,-0.028444020134713144,-0.0806192913715383,001230
8,Orion_Corp,2022,Q3,기타금융,0.21604506487206127,-0.1369698926587004,0.0,-2.5188679067456534,-0.0031242688693531306,0.0034073849574335346,-0.027785477130165992,-0.13400322248030672,-0.11113849065133752,-0.027785477130165992,0.07529066252051485,001800
8,SeAH_Steel,2022,Q3,기타금융,0.31497020939355097,0.36958154947851596,-0.02779157612468941,4.253840342471863,-0.04465726880575649,-0.46200367741596904,-0.02779157612468941,-0.29724537665643136,0.182344139671329,-0.02779157612468941,0.16362399585384818,003030
8,LG_Corp,2022,Q3,기타금융,0.17427504708874061,-0.394887910130153,0.0,-1.0529316717122001,0.009447877491376655,-0.025255252510986814,-0.02758925474049634,0.04141462480857583,-0.04620575718862807,-0.02758925474049634,0.02533285661334185,003550
8,Hansol_Holdings,2022,Q3,기타금융,0.018719491533185056,-0.027791096803706727,-0.027791096803706727,-0.35985207042819267,0.0009599949015939302,0.009628472193156101,-0.027791096803706727,0.024148333477415296,-0.05739395363465838,-0.027791096803706727,0.1032343854642378,004150
8,Hyosung,2022,Q3,기타금융,0.09965954228036605,0.39985876896421424,-0.02795435322638551,2.2695067843133554,-0.010668273806867967,-0.0065325285198210015,-0.0001516836050710718,0.026248342844897743,0.06835851353479372,-0.027874593601259434,-0.053535440344627774,004800
8,Hyundai_Green_Food,2022,Q3,기타금융,0.028445061747667727,-0.18219238640404556,-0.027782637403264143,-0.00489385344766613,0.025420719725139262,0.07879463263107322,-3.476789541143617e-06,0.09667351935653123,0.049559753873085644,-0.027782637403264365,-0.0936343810587995,005440
