,name,year,quarter,sector,Relative Return,비유동자산 변화율,총포괄손익 변화율,특정 증권 등 소유 수 변화율,자본총계 변화율,특정 증권 등 소유 증감 수 변화율,영업이익 변화율,전체 주주 수 변화율,영업비용 변화율,매출액 변화율,Label,Code
3,CJ_Logistics,2023,Q4,산업재,0.09880020821330142,-0.005313680848907376,-1.5409732369230702,-1122.9809756097561,0.03911776262100786,-5909.416879795396,-0.11588427568347903,0.17370382601311507,-3.454300499367616e-05,-0.06616800715562254,0.47834696106324737,000120
3,Doosan_Corp,2023,Q4,산업재,0.2807863441068099,-0.010875646627577673,-7.853308978472844,0.4188617316452393,0.011312003820950434,1.1082453789171336,3.7693834522350493,-0.7449763033175356,4.4148605325649314e-09,-1.962351018147904,-0.2952707955787645,000150
3,LG_International,2023,Q4,산업재,-0.17041264271183396,0.0464742264459822,0.04870975028852942,-0.058903698430010865,0.06606135005017977,-0.058903698430010865,1.5024549732669694,-0.4754735880741243,3.508296317487895e-09,0.007270987712649779,-0.06896005560839094,001120
3,Korean_Air,2023,Q4,산업재,-0.06878406869192599,-0.023367019170002168,0.3049796257277061,-0.0,0.042260192771823135,-0.0,0.6471138660390401,0.1265779576903615,1.9204843176850012e-09,-0.0301147885255737,0.0019598867665833325,003490
4,S&T_Heavy_Industries,2023,Q4,산업재,0.11909660520852336,-0.02150738172388955,-1.9152825906404138,0.0,-0.024255449780284266,0.0,0.4895026326950116,-0.06927509044620117,-2.9376078588477307e-10,-0.1147772812965775,0.16466826297567982,003570
3,LS_Corp,2023,Q4,산업재,0.12645350472790393,-0.07334271536829795,-13.469759183220509,0.049335255965344715,-0.04022167132597576,-0.7094706121570222,-2.2823677410580716,-1.0796105187369287,-2.2206290789995085,-2.6091646233256727,-0.18230483613055887,006260
3,LS_Electric,2023,Q4,산업재,0.21318932285597744,-0.04183867912046235,-4.873145353432592,0.2119967099904949,-0.03163387348731628,-5.834289451681636,-0.11860700208632169,-0.4736488656603113,-3.2755449346461925e-08,-0.017485900996638826,-0.3140158462971174,010120
3,Korea_Electric_Terminal,2023,Q4,산업재,-0.12273908766955663,0.02211139375049942,-0.7649058837841123,0.05547500611595857,0.01529964123342109,-40.6589099816289,0.14238861116206325,0.2759144237405107,-2.2666529679942569e-07,0.009767879800544277,0.35517572978983913,025540
3,Daewoo_International,2023,Q4,산업재,0.8181537464684357,0.007691882457082522,-1.5492370930355066,-0.0,-0.013221713300493931,-0.0,0.353777482631893,-2.3478293107922736,9.025115688146273e-10,-0.004672705361339569,-0.22831208800677102,047050
3,Korea_Aerospace_Industries,2023,Q4,산업재,-0.04802797860459645,-0.006238013836370904,-1.6921331895521718,0.001458993411254994,-0.06790252687442444,2.482129232936205,-1.3636415381499187,0.007266103526962664,1.2155589594547523e-08,-0.4961267952021058,-0.0840269945691352,047810
3,KEPCO_KPS,2023,Q4,산업재,0.021858416828835752,0.0211583167123367,-0.7270757913423387,0.08032174400769254,-0.005219074521145339,0.17221104937946885,-0.6211204798344074,0.12003780718336488,3.975643615549156e-10,-0.30136933394457954,-0.06997336372161123,051600
3,Hyundai_Glovis,2023,Q4,산업재,-0.02460725935723492,-0.016523843787425774,-3.1416127736881956,-0.0,-0.03584639660019562,-0.0,-0.034578942547976776,0.17741028609227716,-5.341342099674187e-10,-0.03325965201124648,-0.05631122689625531,086280
