,name,year,quarter,sector,Relative Return,비유동자산 변화율,총포괄손익 변화율,특정 증권 등 소유 수 변화율,자본총계 변화율,특정 증권 등 소유 증감 수 변화율,영업이익 변화율,전체 주주 수 변화율,영업비용 변화율,매출액 변화율,Label,Code
8,CJ_Logistics,2022,Q3,산업재,0.04659939349396938,-0.00723049276425769,-0.02774344230887449,-0.02774344230887449,0.001995230735212905,-0.027743442308874267,0.20137013722812247,-0.0,8.725085815337883e-11,0.005216584991264983,-0.13872643149657915,000120
8,Doosan_Corp,2022,Q3,산업재,-0.17416914717588708,0.08036067819292292,-0.02771249854378688,-0.027712498543786657,-0.05856229340504937,-0.02771249854378688,0.5563839335626599,-0.0,-5.443291787932662e-09,-0.027712498543786657,0.23248859387923604,000150
8,LG_International,2022,Q3,산업재,0.09672583858067459,-0.10622636804219554,-0.027819653989548554,-0.027819653989548332,-0.1402223741241715,-0.027819653989548554,-0.08230819093419917,-0.0,-4.816662352698288e-10,0.015741349033228658,0.2873913302144029,001120
8,Korean_Air,2022,Q3,산업재,-0.016439399609478905,-0.002838863023367555,-0.028572095586909985,-0.029718709030782886,-0.05372907609539923,-0.2828656422999358,-0.14047141927507312,-0.0,-1.5713804251554543e-09,-0.10082089502115932,-0.04300665247621076,003490
9,S&T_Heavy_Industries,2022,Q3,산업재,0.019170519401959685,-0.07429892664158588,-0.02779058787690758,0.0,0.001470213040872026,0.0,0.03771903255938436,-0.0,-3.347413289258214e-11,-0.03165549992703465,0.3928493479665242,003570
8,LS_Corp,2022,Q3,산업재,0.36051984803942394,-0.25807589091556693,-0.027965880315327096,-0.027965880315327096,-0.01830375129425943,-0.027965880315327096,-1.5232388229774112,-0.0,-0.027965880315327096,-0.027965880315327096,-0.03502360847381797,006260
8,LS_Electric,2022,Q3,산업재,0.444564997520815,-0.00266658621847915,-0.02778436377049487,-0.027784363770494647,-0.0029157578701324294,-0.027784363770494647,-0.052158722569875415,-0.0,5.459230698359958e-10,0.10569656892986334,-0.10620359035304837,010120
8,Korea_Electric_Terminal,2022,Q3,산업재,0.0034586702235291367,0.003702210369055714,-0.02779144020183244,-0.027791440201832218,-0.024105922323694795,-0.02779144020183244,-0.4101620692880943,-0.0,-9.292660681229216e-10,-0.032499938997174516,0.25093742868966906,025540
8,Daewoo_International,2022,Q3,산업재,0.04924585521090674,-0.041074537123573895,-0.026647288702815075,-0.026647288702814853,-0.016723983804959097,-0.026647288702815075,0.3047838773577435,-0.0,4.545229054008525e-10,0.24199429902827418,0.16594358348271415,047050
8,Korea_Aerospace_Industries,2022,Q3,산업재,0.4218567464351458,-0.012720427758748043,-0.02766417792721043,-0.027664177927210654,-0.039565752656415265,-0.027664177927210654,0.13580654260754021,-0.0,-2.383154940563363e-10,0.08720664822986879,-0.027251916554910938,047810
8,KEPCO_KPS,2022,Q3,산업재,0.06163477085245994,-0.0027048435867249587,-0.027791144475899143,-0.027791144475899143,-0.0424408793465767,-0.027791144475899143,-0.08661481734255583,-0.0,-2.0123551826929452e-10,0.1140835001411673,-0.010077302847450523,051600
8,Hyundai_Glovis,2022,Q3,산업재,0.09823304367710034,-0.011807206184249353,-0.02796101042751009,-0.02796101042751009,-0.038422106996926386,-0.027961010427510313,-0.06017734067980829,-0.0,2.6847718866532126e-10,0.0006720373036068761,-0.003542108642767633,086280
