,name,year,quarter,sector,Relative Return,비유동자산 변화율,총포괄손익 변화율,특정 증권 등 소유 수 변화율,자본총계 변화율,특정 증권 등 소유 증감 수 변화율,영업이익 변화율,전체 주주 수 변화율,영업비용 변화율,매출액 변화율,Label,Code
13,CJ_Logistics,2021,Q2,산업재,0.026966068246699698,0.00016848843596817265,-0.06472868855011171,-0.06472868855011149,-0.01221632949810214,-0.06472868855011171,-1.655804796695021,-0.0,-1.0261969845370437e-09,-0.07376170036250529,-0.08253632441499362,000120
13,Doosan_Corp,2021,Q2,산업재,-0.11414267375756469,-0.1022416584173571,-0.06496294171224526,-0.06496294171224526,-0.024791478345567608,-0.06496294171224504,0.05585747679005093,-0.0,-2.1151977785133843e-10,-0.06496294171224526,0.8616006618863763,000150
13,LG_International,2021,Q2,산업재,0.20030177068687977,-0.040164179230326,-0.06501455079397811,-0.06501455079397811,-0.05061199315398701,-0.06501455079397811,0.4904845105759157,-0.0,-7.342217144406676e-10,-0.15106890344927937,-0.06817220877608432,001120
13,Korean_Air,2021,Q2,산업재,0.2123840263793591,0.024162197057491897,-0.06810520141637322,-0.07398720147047522,0.01119688652411377,0.35358886244675647,-0.58194810663837,-0.0,8.717166489838394e-09,-0.11485603907820141,0.1056888971804939,003490
14,S&T_Heavy_Industries,2021,Q2,산업재,0.20777340676632572,-0.00948278035096628,-0.06502206748865236,0.0,-0.008134091886522032,0.0,-0.7499593828193678,-0.0,1.139766451093071e-09,-0.3202362062039503,0.41036661933318475,003570
13,LS_Corp,2021,Q2,산업재,-0.10886733457161099,-0.03670944949737831,-0.0649965003880435,-0.06499650038804372,-0.02761372322006439,-0.0649965003880435,-0.965811134245296,-0.0,-0.0649965003880435,-0.06499650038804372,-0.03807269054915383,006260
13,LS_Electric,2021,Q2,산업재,-0.10348593712926409,-0.015877304989857288,-0.065034419010084,-0.065034419010084,-0.021900913474609318,-0.065034419010084,-2.741244673843425,-0.0,-6.536134995504253e-09,-0.08282799248109152,-0.13750572109234716,010120
13,Korea_Electric_Terminal,2021,Q2,산업재,0.09921066111434852,-0.013191061460142484,-0.06502266801375489,-0.06502266801375489,-0.017487298618101388,-0.06502266801375467,0.5146004338194399,-0.0,2.9241615146977434e-10,-0.009783445433781068,0.3445577849845782,025540
13,Daewoo_International,2021,Q2,산업재,0.3145657411152338,0.018943025345063647,-0.06543934317638023,-0.06543934317638023,-0.02555994092841707,-0.06543934317638023,-0.31037977793687777,-0.0,-4.499918982813495e-10,-0.22920951885424823,0.09821794583699356,047050
13,Korea_Aerospace_Industries,2021,Q2,산업재,0.34247473182535815,-0.035983315112646075,-0.06512534912257517,-0.06512534912257517,-0.04443841882252797,-0.06512534912257517,-4.633648482635988,-0.0,-4.02724355712724e-09,-0.15953594688876005,-0.16080042212446385,047810
13,KEPCO_KPS,2021,Q2,산업재,-0.004965184580075513,0.03902623310559317,-0.06501645562537561,-0.06501645562537561,-0.027020457208441595,-0.06501645562537561,0.34989995214697156,-0.0,-1.0180058834102091e-10,-0.1461682840615659,0.30147112002223725,051600
13,Hyundai_Glovis,2021,Q2,산업재,-0.0465350089716525,-0.02401990026042733,-0.06455826553902311,-0.06455826553902311,-0.04198789763821176,-0.06455826553902311,-0.3388304617986513,-0.06455826553902311,-1.1364937231109627e-09,-0.08746237625222375,0.05930137543529849,086280
