,name,year,quarter,sector,Relative Return,비유동자산 변화율,총포괄손익 변화율,특정 증권 등 소유 수 변화율,자본총계 변화율,특정 증권 등 소유 증감 수 변화율,영업이익 변화율,전체 주주 수 변화율,영업비용 변화율,매출액 변화율,Label,Code
16,CJ_Logistics,2020,Q3,산업재,-0.033428838749814255,-0.012402360723750894,-0.1208325680055744,-0.12083256800557418,-0.006096308022309316,-0.1208325680055744,0.10446274476560358,-0.12083256800557418,-5.574158581961694e-10,-0.015411429113952657,0.030376393366391183,000120
16,Doosan_Corp,2020,Q3,산업재,-0.04948578664960998,0.13354666956976202,-0.12091632637425964,-0.12091632637425964,-0.06511216650817397,-0.12091632637425964,0.4866299303994749,-0.12091632637425964,-2.1114812429896317e-09,-0.12091632637425942,0.13661746449832246,000150
16,LG_International,2020,Q3,산업재,0.5573098758526644,-0.002108457330733504,-0.12114711654075072,-0.12114711654075072,0.0007779731099530895,-0.1211471165407505,-0.34724321068883945,-0.1211471165407505,-7.153511648208422e-09,-0.3070542905212357,-0.10265671276798077,001120
16,Korean_Air,2020,Q3,산업재,-0.06812910444484338,0.02018509542097202,-0.1299614108509557,-0.14468622309009294,-0.3052124953664406,0.21461637908857867,0.948871181541263,-0.16051487628928363,5.202560323321035e-09,0.08284892343061911,-0.028045700055831374,003490
17,S&T_Heavy_Industries,2020,Q3,산업재,-0.27731220149648517,0.0014608274774896568,-0.12127719088395361,0.0,0.017487381434002858,0.0,1.1918178343893087,-0.12127719088395361,1.3001501639527727e-09,0.22102107821437678,-0.07525476688777402,003570
16,LS_Corp,2020,Q3,산업재,0.010448705744868142,-0.01718248628506358,-0.12109934342137496,-0.12109934342137496,-0.018077144180178806,-0.12109934342137496,0.5486725663716814,-0.12109934342137496,-0.12109934342137496,-0.12109934342137496,0.3900095193050309,006260
16,LS_Electric,2020,Q3,산업재,0.19867824214632224,-0.00016153785932693232,-0.12121607257165445,-0.12121607257165468,-0.012615115275282918,-0.12121607257165445,0.49796086249703586,-0.12121607257165445,-9.474929030000229e-10,0.13001988953377452,0.07915784197188516,010120
16,Korea_Electric_Terminal,2020,Q3,산업재,0.12786098991610728,-0.0020307902112339793,-0.12127932647656015,-0.12127932647656015,-0.02066231885431269,-0.12127932647656015,-3.408440375926202,-0.12127932647656015,-5.211351457481172e-09,-0.3903987642439648,0.3160495809383129,025540
16,Daewoo_International,2020,Q3,산업재,0.04974525191966386,0.005521771466656777,-0.12004165216193718,-0.12004165216193718,-0.020757607005646772,-0.12004165216193718,0.29073328499659257,-0.12004165216193718,-4.651071569030045e-10,0.037673793221622676,-0.135898471009739,047050
16,Korea_Aerospace_Industries,2020,Q3,산업재,-0.05396353928912734,-0.03811367169497326,-0.12066538339955724,-0.12066538339955724,-0.012824607757020434,-0.12066538339955724,0.5598884373310645,-0.12066538339955724,-7.105281581301425e-11,0.2845295239880937,-0.14105802961397404,047810
16,KEPCO_KPS,2020,Q3,산업재,-0.1888580533539187,-0.038843259973241784,-0.12126326886725192,-0.12126326886725192,0.017846263209325253,-0.12126326886725192,-0.3350289016452761,-0.12126326886725192,3.153197850403047e-10,0.012349274370405228,-0.16825500336627136,051600
16,Hyundai_Glovis,2020,Q3,산업재,-0.05275964083375423,-0.0005153298032249953,-0.12099741455875135,-0.12099741455875135,-0.03083865284893128,-0.12099741455875135,0.026324204553703767,-0.12099741455875135,-1.009176308710792e-09,-0.010437523742913513,0.3187464371897273,086280
