,name,sector,year,quarter,이익잉여금변화율,영업이익변화율,부채총계변화율,Code
33,Yuhan_Corporation,Healthcare,2016,Q2,-0.00778925058490243,0.04604792536088487,-0.1821138899953112,000100
33,Ildong_Pharmaceutical,Healthcare,2016,Q2,-0.02397429260698436,1.0325129179033725,-1.4612468085859787,000230
33,Bukwang_Pharmaceutical,Healthcare,2016,Q2,-0.02391376667468781,-0.917003647797161,0.4800648238254245,003000
33,Youngjin_Pharmaceutical,Healthcare,2016,Q2,-0.19397707890492022,-0.4436198187429212,0.008164639718798994,003520
33,SK_Chemicals,Healthcare,2016,Q2,-0.003568120172122269,-0.3264385470433404,0.08956709111457506,006120
33,GC_Biopharma,Healthcare,2016,Q2,-0.031106672788698164,-1.9115430429517484,-0.14318151843103522,006280
33,Ilyang_Pharmaceutical,Healthcare,2016,Q2,-0.018594804707566137,0.738959482703897,-0.012604979824519136,007570
33,Kwang_Dong_Pharmaceutical,Healthcare,2016,Q2,-0.035919435120392196,-0.30536581774563776,-0.007480495745590954,009290
33,Daewoong_Pharmaceutical,Healthcare,2016,Q2,-0.005681273563482581,-0.13351529317813826,-0.34302760446922465,069620
33,Huvepharma,Healthcare,2016,Q2,-0.02205260351177052,0.664189658020091,-0.02544123348224936,079980
33,Hanmi_Pharmaceutical,Healthcare,2016,Q2,-0.11267127970815238,0.992399187371041,0.06857799974103806,128940
33,KOLMAR_Korea,Healthcare,2016,Q2,-0.17737935478603784,-0.22402831403597423,-0.012112017613319148,161890
33,COSMAX,Healthcare,2016,Q2,-0.3068404505509128,-0.17789343708055738,-0.10696082363296511,192820
