,name,sector,year,quarter,이익잉여금변화율,영업이익변화율,부채총계변화율,Code
29,Yuhan_Corporation,Healthcare,2017,Q2,-0.01663232815133986,0.29936298745979073,-0.006496861304878365,000100
29,Ildong_Pharmaceutical,Healthcare,2017,Q2,-0.007607184940968237,0.5912848460729379,-0.6951685479171881,000230
29,Bukwang_Pharmaceutical,Healthcare,2017,Q2,-0.012882311376704925,-0.25535090642074354,-0.025972223015298113,003000
29,Youngjin_Pharmaceutical,Healthcare,2017,Q2,-0.05836719078961017,0.5571301517274789,-0.026053698331190533,003520
29,SK_Chemicals,Healthcare,2017,Q2,0.09284836828409038,-0.21740203040571782,-0.04790076158999956,006120
29,GC_Biopharma,Healthcare,2017,Q2,-0.038354403493861655,-2.7153315225015993,-0.18619267419359042,006280
29,Ilyang_Pharmaceutical,Healthcare,2017,Q2,-0.09991193898281847,0.3466187051462317,-0.0031741616446177012,007570
29,Kwang_Dong_Pharmaceutical,Healthcare,2017,Q2,-0.01298483815850826,0.36459163020013374,-0.0468677795939374,009290
29,Daewoong_Pharmaceutical,Healthcare,2017,Q2,-0.03168950358867351,-0.4322010590055758,-0.0039099891777427676,069620
29,Huvepharma,Healthcare,2017,Q2,-0.03248414834841862,0.9718610694553422,0.05192490763975366,079980
29,Hanmi_Pharmaceutical,Healthcare,2017,Q2,-0.04584668566653072,0.05983125106763665,-0.06815855314848895,128940
29,KOLMAR_Korea,Healthcare,2017,Q2,-0.015666647605117268,0.15081211372563563,-0.49416203536474623,161890
29,COSMAX,Healthcare,2017,Q2,-0.14491274531396714,0.12589148884898105,0.024616342046973716,192820
