,name,sector,year,quarter,이익잉여금변화율,영업이익변화율,부채총계변화율,Code
31,Yuhan_Corporation,Healthcare,2016,Q4,-0.0426784109198739,-0.2722743787253019,0.011202778588245588,000100
31,Ildong_Pharmaceutical,Healthcare,2016,Q4,-0.0007244241067685397,-9.821855752221394,-0.012798188872815475,000230
31,Bukwang_Pharmaceutical,Healthcare,2016,Q4,-0.005975085894379006,-1.2524748019372272,0.09174460034254661,003000
31,Youngjin_Pharmaceutical,Healthcare,2016,Q4,-0.09397093618617736,1.2729669991997348,0.005774180785730554,003520
31,SK_Chemicals,Healthcare,2016,Q4,0.02274520581301398,0.8942479087408198,-0.004128936056956967,006120
31,GC_Biopharma,Healthcare,2016,Q4,-0.026754197662302692,0.7409001653945543,0.11401939716231169,006280
31,Ilyang_Pharmaceutical,Healthcare,2016,Q4,0.18735571971763565,-1.8377034381016588,0.07688258153624716,007570
31,Kwang_Dong_Pharmaceutical,Healthcare,2016,Q4,-0.009268426738030522,0.411904871166604,0.03180160313672031,009290
31,Daewoong_Pharmaceutical,Healthcare,2016,Q4,-0.04928001348134048,-0.6442739900289449,-0.12777999657485606,069620
31,Huvepharma,Healthcare,2016,Q4,-0.013377276097108481,-0.6234424938396408,-0.27055306041366434,079980
31,Hanmi_Pharmaceutical,Healthcare,2016,Q4,0.2720612627820843,4.103374502728606,-0.16954368994142288,128940
31,KOLMAR_Korea,Healthcare,2016,Q4,-0.10336359231164782,-0.24394853208731737,-0.08184217397563365,161890
31,COSMAX,Healthcare,2016,Q4,-0.2268855201336517,0.1100738038623218,0.07429747316240276,192820
