,name,sector,year,quarter,이익잉여금변화율,영업이익변화율,부채총계변화율,Code
10,Yuhan_Corporation,Healthcare,2022,Q1,-0.03576857243677756,0.5943501883001182,-0.20630836272583664,000100
10,Ildong_Pharmaceutical,Healthcare,2022,Q1,0.005505962846233059,-67.28365410231228,0.013962186067307591,000230
10,Bukwang_Pharmaceutical,Healthcare,2022,Q1,0.026398903594429646,0.9928392175488304,-0.0572606423634785,003000
10,Youngjin_Pharmaceutical,Healthcare,2022,Q1,0.5116442950193714,0.7211314296432794,-0.11813928911894966,003520
10,SK_Chemicals,Healthcare,2022,Q1,-0.014773257488093217,10.344201308633778,-0.019323160517017435,006120
10,GC_Biopharma,Healthcare,2022,Q1,0.02054951217334855,1.6602605941902615,0.004675330961782409,006280
10,Ilyang_Pharmaceutical,Healthcare,2022,Q1,-0.040232866726348515,0.445189726838193,0.11425573345426931,007570
10,Kwang_Dong_Pharmaceutical,Healthcare,2022,Q1,-0.0017162375652717277,0.32763625536781327,0.11007655368871083,009290
10,Daewoong_Pharmaceutical,Healthcare,2022,Q1,-0.0217043921492015,-0.08357001267476938,-0.00835104278954013,069620
10,Huvepharma,Healthcare,2022,Q1,0.06667858802221771,0.9532049803461672,-0.14717279455501986,079980
10,Hanmi_Pharmaceutical,Healthcare,2022,Q1,0.07416324727130374,0.22082099791794274,-0.01908185318982425,128940
10,KOLMAR_Korea,Healthcare,2022,Q1,-0.0072806566895142755,0.2660706966680486,-0.23039372755212395,161890
10,COSMAX,Healthcare,2022,Q1,-0.029779616436851786,0.5315323423989959,-0.03782586239922314,192820
