,name,sector,year,quarter,이익잉여금변화율,영업이익변화율,부채총계변화율,Code
22,Yuhan_Corporation,Healthcare,2019,Q1,-0.009790877963220312,-0.8376297898598386,-0.2924768383201046,000100
22,Ildong_Pharmaceutical,Healthcare,2019,Q1,-0.10817160534144632,-5.735873827668296,-0.22754898931857848,000230
22,Bukwang_Pharmaceutical,Healthcare,2019,Q1,0.03747494793978423,-1.7041520617731534,0.05746009839561372,003000
22,Youngjin_Pharmaceutical,Healthcare,2019,Q1,-0.18245073499254816,-0.12959422761937156,-0.04727579531715165,003520
22,SK_Chemicals,Healthcare,2019,Q1,-0.00496035289452923,14.09080065994778,-0.0513968549181576,006120
22,GC_Biopharma,Healthcare,2019,Q1,0.011706630464668022,1.0747454764131863,-0.08769752480181703,006280
22,Ilyang_Pharmaceutical,Healthcare,2019,Q1,1.272233523712709,1.728942980165685,-0.023365898299071874,007570
22,Kwang_Dong_Pharmaceutical,Healthcare,2019,Q1,-0.014690855878285447,-0.7946217257846748,-0.13571730076321176,009290
22,Daewoong_Pharmaceutical,Healthcare,2019,Q1,0.0037913216808720396,-1.1750532527781696,-0.009175555710848604,069620
22,Huvepharma,Healthcare,2019,Q1,0.011223073852091314,1.8656511816040173,-0.015058653741087058,079980
22,Hanmi_Pharmaceutical,Healthcare,2019,Q1,0.03193143253493114,-0.07526276184231517,-0.1650387313164745,128940
22,KOLMAR_Korea,Healthcare,2019,Q1,-0.029280541432614715,0.08221220691611486,-0.2614590721896821,161890
22,COSMAX,Healthcare,2019,Q1,-0.027242643153229107,-0.4345693400083319,-0.05889037456327051,192820
