,name,year,quarter,sector,Relative Return,이익잉여금 변화율,법인세차감전 순이익 변화율,매출액 변화율,비유동부채 변화율,영업이익 변화율,자본총계 변화율,Label,Code
31,현대중공업,2017,Q3,중공업,-0.10302167880784409,0.00043114948031508504,-1.0609178016664096,-0.25931975111864625,-0.028591590015310975,-0.3651469449712472,0.0002911777786975822,-0.008741311954023542,009540
31,삼성중공업,2017,Q3,중공업,-0.014090318786264912,0.006806166098906941,-0.4386976648818729,-0.24669991549338421,0.21438050182886026,-0.30438570656564756,0.003635712105668709,-0.217019292059834,010140
31,현대미포조선,2017,Q3,중공업,-0.19176584267170355,0.10927614771719263,2.807445751044101,-0.2542362903316745,0.07909152876613113,0.05744506986976661,-0.03213223707160873,0.1271316342568646,010620
31,한화테크윈,2017,Q3,중공업,-0.1862163257216811,0.058557421301516754,3.9787085023370707,-0.5217510504887313,-0.2878832677463299,-3.494265199320573,0.005122123922900901,-0.12132453025065429,012450
31,현대엘리베이,2017,Q3,중공업,-0.07071178274986249,0.2882855407388152,0.7770259459201452,0.02213568567013402,8.198984997979517,-0.07673466711957444,0.08085623135695785,0.5863737623129256,017800
31,두산중공업,2017,Q3,중공업,-0.19559169403490606,0.004453617432078172,-12.141523069730725,-0.10109378310596306,0.030392903805229965,-0.09414738556624103,0.0005213551279301676,0.05077471225860499,034020
31,대우조선해양,2017,Q3,중공업,-0.3265302803616732,-3.205552272324911,-0.8186280076044353,-0.2687026816966539,0.2373359532502759,-0.7468073545643257,0.038789491379007446,0.674211001957225,042660
31,두산인프라코어,2017,Q3,중공업,0.01708173023591293,0.4077320842421941,0.6495050929582773,-0.11238659924247774,0.9061228102761993,-0.37335115666328833,0.02148384563151473,0.14247477958492866,042670
31,현대로템,2017,Q3,중공업,-0.060136837738722346,0.019425852872410942,0.5916885215193959,0.09115050430364158,0.10899776555204888,1.194446682315987,0.007646080063025362,-0.09984513870841202,064350
31,두산엔진,2017,Q3,중공업,0.18291441695284663,-0.050615286023824146,-2.6120519750341864,-0.20126922939006642,-0.3492851740105716,-0.603780537063564,0.00817189812486907,0.18952112910583005,082740
31,한진중공업,2017,Q3,중공업,-0.29505399633136165,0.04493297642476701,-0.7855342411941861,0.2798486436317369,0.006764515669977378,4.306521435553694,-0.029982969274631177,-0.10918248927396543,097230
