,name,year,quarter,sector,Relative Return,이익잉여금 변화율,금리 변화율,실업률 변화율,자본총계 변화율,수출액 변화율,Label,Code
19,현대중공업,2020,Q1,중공업,-0.09312276899184964,0.0068900034709196145,-0.060040160642572116,0.00943396226415083,0.006648835905908035,0.01797680704196325,-0.10709398719600921,009540
19,삼성중공업,2020,Q1,중공업,0.029150752017224196,-0.15588606802104288,-0.060040160642572116,0.00943396226415083,0.005502187085132837,0.01797680704196325,0.0987135016172298,010140
19,현대미포조선,2020,Q1,중공업,0.015781696221026792,0.014407930350071707,-0.060040160642572116,0.00943396226415083,0.011284869284811316,0.01797680704196325,-0.14364720519614668,010620
19,한화테크윈,2020,Q1,중공업,0.11959121594945432,-0.002094258757811218,-0.060040160642572116,0.00943396226415083,-0.0016884610373320008,0.01797680704196325,-0.10701780883894815,012450
19,현대엘리베이,2020,Q1,중공업,0.12534774252455733,0.02021210423517772,-0.060040160642572116,0.00943396226415083,-0.034014208477832875,0.01797680704196325,-0.14953590791974805,017800
19,두산중공업,2020,Q1,중공업,-0.015470668086628267,0.12991623418034326,-0.060040160642572116,0.00943396226415083,0.07457941727057404,0.01797680704196325,1.050722938543159,034020
19,대우조선해양,2020,Q1,중공업,0.17257984387283298,0.5606279019117326,-0.060040160642572116,0.00943396226415083,0.06601456463772037,0.01797680704196325,0.25360713821090547,042660
19,두산인프라코어,2020,Q1,중공업,0.4928332976780979,0.49047387399374043,-0.060040160642572116,0.00943396226415083,0.04283117122029845,0.01797680704196325,0.4149491841642626,042670
19,현대로템,2020,Q1,중공업,0.5236218873136451,-0.06368293846468154,-0.060040160642572116,0.00943396226415083,0.361550058237031,0.01797680704196325,-0.31952685895543376,064350
19,두산엔진,2020,Q1,중공업,0.2631350433569826,-0.1577403000857882,-0.060040160642572116,0.00943396226415083,0.03136589274007795,0.01797680704196325,0.309357831015229,082740
19,한진중공업,2020,Q1,중공업,0.3110660471802244,0.004224787539474084,-0.060040160642572116,0.00943396226415083,-0.020273221391827634,0.01797680704196325,-0.11506967194471782,097230
