,name,year,quarter,sector,Relative Return,이익잉여금 변화율,법인세차감전 순이익 변화율,매출액 변화율,비유동부채 변화율,영업이익 변화율,자본총계 변화율,Label,Code
12,현대중공업,2022,Q2,중공업,0.07759604924450823,0.003485127552436129,0.02579800077981309,-0.15613554629789494,-0.016600901179955718,-2.2586787936591475,0.0038219418497640323,-0.14347793980641796,009540
12,삼성중공업,2022,Q2,중공업,0.11188207328538041,0.17445928182318782,1.939646806714006,-0.04385401440232772,1.3310790397285395,2.024726470679908,-0.0077304895248082595,-0.05422997846543336,010140
12,현대미포조선,2022,Q2,중공업,0.3573825938863026,0.02820541539176924,-2.3945688812433,0.06821760535811028,0.90305646556574,-0.9773962538819481,0.020796047711511,-0.10481405305550945,010620
12,한화테크윈,2022,Q2,중공업,0.36175849891305456,0.06621665999272364,0.000295748324445233,0.24660488052673912,-0.07619192856165713,-2.55099861172719,0.047315024214988455,0.06277634581174762,012450
12,현대엘리베이,2022,Q2,중공업,-0.09024746790815313,0.34231434128123617,20.453978491737224,0.005482679702280446,-0.31653839880776224,-0.4305293141403742,0.08885154486447511,-0.048603483585653154,017800
12,두산중공업,2022,Q2,중공업,0.1237577391373576,-1.53713729927401,17.645011032480657,0.17210615823856146,0.14923442268895615,-0.6259258918762464,-0.01319349370690226,-0.19470291182482363,034020
12,대우조선해양,2022,Q2,중공업,-0.051314511009626924,0.11772429960604502,-0.6285623724034917,-0.04970085235992738,0.3404833262962237,-0.7729254369878945,-0.11093635988990547,-0.08156008599397895,042660
12,두산인프라코어,2022,Q2,중공업,-0.017884296459892278,0.07899948041558336,0.1598046365314041,0.10433877818856185,0.4216210328731249,-0.010960921208999608,0.03953834907863141,0.2495622858930595,042670
12,현대로템,2022,Q2,중공업,0.4349775264621344,-0.45464893974417486,-0.04229626060236624,0.15728096462718155,-0.10711653190318637,-0.15570622989292915,0.021637323332041047,0.017288038401420725,064350
12,두산엔진,2022,Q2,중공업,0.18118119652711073,0.2751461330921112,5.826493300092894,0.049118927372894916,0.16219019686924852,11.980406548905714,-0.19193126280627826,-0.2058896572653579,082740
12,한진중공업,2022,Q2,중공업,-0.06468503145376733,0.010572664651152586,0.15418974450598544,0.2802282954039017,0.08923414896997661,-0.10983346550356865,-0.03450619666874288,-0.3969376921998557,097230
