,name,year,quarter,sector,Relative Return,이익잉여금 변화율,법인세차감전 순이익 변화율,매출액 변화율,비유동부채 변화율,영업이익 변화율,자본총계 변화율,Label,Code
16,현대중공업,2021,Q2,중공업,-0.19266093166180845,0.001055047851291624,-2.201992639258896,0.01323109384194554,-0.013569061458539866,-3.5362753811963956,0.005256697820388956,-0.08660154314433355,009540
16,삼성중공업,2021,Q2,중공업,0.06091752634700638,0.6357375708582282,-0.18976607577949223,0.10315856248383137,0.08392790626546476,-0.15203403824878947,-0.11974023677659562,0.07232050439066093,010140
16,현대미포조선,2021,Q2,중공업,-0.11281805848560195,-0.08418596311000048,-6.745618373916622,0.05585023341725859,0.1302882226599431,-17.709788085449432,-0.06426827148097058,0.03603568655474404,010620
16,한화테크윈,2021,Q2,중공업,0.1902199597431428,-0.008862079334410411,-1.113622822123445,0.44820377559545266,0.2266514226081724,-1.0565479784483247,-0.00651932860126514,-0.14553174416726403,012450
16,현대엘리베이,2021,Q2,중공업,0.03388645071062363,0.020271091717910528,-0.7288750435709658,0.08185305565776524,-0.08283394731763427,0.26814009564178654,0.004340561909264018,-0.018128181304509196,017800
16,두산중공업,2021,Q2,중공업,0.6847780386000646,0.34376332729869596,-0.22174761195334358,-0.004992658749906287,-0.059005067466565864,0.22087258431099532,0.1994301103051217,0.30219555683977994,034020
16,대우조선해양,2021,Q2,중공업,-0.15944310887287957,-2.7873796573004848,3.4402056759908692,-0.04038156526066072,-0.027684175338356654,3.8512557648109143,-0.2852354763482673,-0.08850554338707461,042660
16,두산인프라코어,2021,Q2,중공업,0.4757346859278659,0.48196088230574907,0.9081142023752575,0.041486096328079425,-0.3666024122773416,0.4586477419270838,-0.5946689347372931,-0.305674015420317,042670
16,현대로템,2021,Q2,중공업,0.22285094385006707,-0.0775049706911135,-0.3652434666349701,0.08000195112642161,0.26764454729047427,3.5554634617480616,0.009469947853607996,-0.07015496451288097,064350
16,두산엔진,2021,Q2,중공업,-0.1726802273685137,0.06651730240552522,-0.5942203246908326,0.4857060568430802,1.3220739123713172,-0.3567022498078932,0.12643743500281945,0.10354409710533546,082740
16,한진중공업,2021,Q2,중공업,-0.012660931661808445,0.017545436611472454,-0.5203944309868116,0.606825861434211,0.0052195961199379415,-1.0382140303487726,-0.08184037047906034,0.1921028500053314,097230
