,name,year,quarter,sector,Relative Return,이익잉여금 변화율,부채총계 변화율,법인세차감전 순이익 변화율,수출액 변화율,실업률 변화율,국제유가 변화율,Label,Code
13,현대중공업,2021,Q3,중공업,-0.08660154314433355,0.006068808486112021,0.06894929021336105,5.064220187462211,0.06937716438105035,-0.1504424778761062,0.06736077481840197,0.014377788943521305,009540
13,삼성중공업,2021,Q3,중공업,0.056452057940304744,0.032822346693940574,0.00943926488542468,-0.8801759893622156,0.06937716438105035,-0.1504424778761062,0.06736077481840197,0.09813076558043005,010140
13,현대미포조선,2021,Q3,중공업,0.03603568655474404,0.026832475613334683,0.11882583331677621,-1.2950733199176192,0.06937716438105035,-0.1504424778761062,0.06736077481840197,0.19278336169893925,010620
13,한화테크윈,2021,Q3,중공업,-0.13958243873285217,0.031639964087302186,-0.007424870741902345,-4.126352188395003,0.06937716438105035,-0.1504424778761062,0.06736077481840197,0.3251562160011686,012450
13,현대엘리베이,2021,Q3,중공업,-0.018128181304509196,0.08236669432133881,0.005493142918962635,2.211588549313595,0.06937716438105035,-0.1504424778761062,0.06736077481840197,-0.12345843558989766,017800
13,두산중공업,2021,Q3,중공업,0.2675322971535299,-0.18720447695973141,0.050137961804093134,-1.6323618373947122,0.06937716438105035,-0.1504424778761062,0.06736077481840197,-0.0499100355135033,034020
13,대우조선해양,2021,Q3,중공업,-0.08847418608507654,0.0737747144747467,0.0656833076665948,-0.9524863777260294,0.06937716438105035,-0.1504424778761062,0.06736077481840197,0.07025224122731291,042660
13,두산인프라코어,2021,Q3,중공업,-0.3116409103990613,0.061792559057201046,-0.43629082997175195,-0.6399856112794645,0.06937716438105035,-0.1504424778761062,0.06736077481840197,-0.06718842603163429,042670
13,현대로템,2021,Q3,중공업,-0.07015496451288097,-0.028735023670310778,0.05159466257774992,-0.5003063292332344,0.06937716438105035,-0.1504424778761062,0.06736077481840197,-0.00797121099134522,064350
13,두산엔진,2021,Q3,중공업,0.07574179950245123,0.3872564697127874,0.12484967951510795,5.151475084466599,0.06937716438105035,-0.1504424778761062,0.06736077481840197,0.19756654369731502,082740
13,한진중공업,2021,Q3,중공업,0.1921028500053314,-0.0032590860018777423,-0.04767814285501326,-1.2244273251364726,0.06937716438105035,-0.1504424778761062,0.06736077481840197,-0.06747440851467687,097230
