,name,year,quarter,sector,Relative Return,이익잉여금 변화율,법인세차감전 순이익 변화율,매출액 변화율,비유동부채 변화율,영업이익 변화율,자본총계 변화율,Label,Code
29,현대중공업,2018,Q1,중공업,-0.033360125529602096,0.02292411656563531,-0.9265240703985436,-0.22756311512943217,-0.03472819939430971,-0.5089061319064693,0.11721426126303869,-0.06911528656406385,009540
29,삼성중공업,2018,Q1,중공업,0.025683162137072887,-0.0355975428553853,-0.7983084141606605,-0.1321517554445224,0.0875003114142685,-0.8835802784307051,-0.019080165525031112,-0.10914166669867553,010140
29,현대미포조선,2018,Q1,중공업,0.008250651662146188,0.12377806801350433,-0.10481869633709129,0.10088180443461181,-0.09372583508833732,-1.5155859593344885,0.03743656707580634,0.009539140012823563,010620
29,한화테크윈,2018,Q1,중공업,-0.032280850935476016,-0.007945894602256254,-0.8629649630166258,-0.15609386588458318,0.06652998668429788,-0.4248262927864417,-0.004567038520823297,-0.13077512831210455,012450
29,현대엘리베이,2018,Q1,중공업,0.44992560097887235,-0.08424800838238389,-0.6921547354888509,-0.06031146869156523,0.01826861942343272,-0.22294547205243698,0.07524256789037809,-0.07311258266872628,017800
29,두산중공업,2018,Q1,중공업,0.270584365400716,0.08226681826365523,-1.1101421669949045,-0.19138212527051635,-0.10154003614522134,14.71602566033602,0.032357656300485704,-0.21265475363294267,034020
29,대우조선해양,2018,Q1,중공업,-0.012359070200188556,-0.8291012612793602,-1.5663669247436196,-0.09339905724683384,0.12411541604451237,-1.9687286705487725,0.11976830257642268,0.02846534739043928,042660
29,두산인프라코어,2018,Q1,중공업,0.17922738059722987,1.6519207781409349,0.11076296417774589,0.2579147468962639,0.29828819812819907,0.6882350062597915,0.043025797169464974,-0.05946382075277562,042670
29,현대로템,2018,Q1,중공업,1.527965152567828,-0.020357401879481762,-0.9685226087547695,-0.2826775679004395,-0.08064355034783599,-1.1095858970011583,-0.007522490879200983,-0.21379893321860194,064350
29,두산엔진,2018,Q1,중공업,0.2289145196564355,53.70093902754336,-1.1756757990102047,-0.15525423488771728,-0.04014956663214464,-0.7987276569095104,-0.05905555590193756,-0.2146729236316297,082740
29,한진중공업,2018,Q1,중공업,0.13715988105591903,0.015365345642873285,-1.022392401565068,-0.2045968342182305,-0.03450646073506147,-10.532848755940732,-0.05177579382687558,-0.13822197433200922,097230
