,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,부채총계 변화율,수출액 변화율,국제유가 변화율,영업이익 변화율,Label,Code
29,유한양행,2017,Q3,헬스케어,-0.15957438856395717,-0.3288560394585409,-0.041479911561031146,0.03424542911228312,0.04912421985101645,-0.005327230141030537,0.15012014823915726,000100
29,일동제약,2017,Q3,헬스케어,-0.08256152990791404,0.740672975586812,-0.004044948908180412,0.03424542911228312,0.04912421985101645,0.9064525721083891,0.006155543183324279,000230
29,동아쏘시오홀딩스,2017,Q3,헬스케어,-0.048003219157301255,-4.27147023676524,-0.03174042733822291,0.03424542911228312,0.04912421985101645,-7.105262827212398,0.0943149267201811,000640
29,부광약품,2017,Q3,헬스케어,0.03419259920863009,-0.010209543385769626,0.0398240822050584,0.03424542911228312,0.04912421985101645,-0.12996220110861234,0.21154135619159697,003000
29,영진약품,2017,Q3,헬스케어,-0.15590136794306436,-0.28342251397749607,-0.05851523899699407,0.03424542911228312,0.04912421985101645,-0.258171478858054,-0.07525126211915237,003520
29,녹십자,2017,Q3,헬스케어,0.13925718830616043,0.16390252048903653,0.04638633038864781,0.03424542911228312,0.04912421985101645,0.31791728018393495,-0.005783587816245543,006280
29,일양약품,2017,Q3,헬스케어,-0.023961915065807582,-6.302817411643424,0.04155753766624559,0.03424542911228312,0.04912421985101645,-0.012430575792816367,0.12430095612278758,007570
29,서흥,2017,Q3,헬스케어,-0.11315723383542628,-0.41091107289099893,0.0021909721778243796,0.03424542911228312,0.04912421985101645,-0.23243385751893308,-0.00025751110231818364,008490
29,광동제약,2017,Q3,헬스케어,-0.05426387270765522,1.5923348265739659,0.02003214220579741,0.03424542911228312,0.04912421985101645,1.0974839322967314,0.0690218013204262,009290
29,대웅제약,2017,Q3,헬스케어,0.28865489637848146,-0.22973756573540582,0.026915823441872044,0.03424542911228312,0.04912421985101645,0.03901170050394098,0.5542092943841713,069620
29,한미약품,2017,Q3,헬스케어,0.44090160307636417,1.4458357534735384,0.07742387458787858,0.03424542911228312,0.04912421985101645,0.2617215827705648,0.037264029376655905,128940
29,동아에스티,2017,Q3,헬스케어,0.13251735957453206,1.3954585338686196,-0.20383312367832218,0.03424542911228312,0.04912421985101645,3.2174345097739216,0.19417529505899425,170900
29,종근당,2017,Q3,헬스케어,0.07937974578550577,0.4768178813354056,0.026182843995545158,0.03424542911228312,0.04912421985101645,0.45263315098001433,0.11509932211569548,185750
