,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,부채총계 변화율,수출액 변화율,국제유가 변화율,영업이익 변화율,Label,Code
35,유한양행,2016,Q1,헬스케어,0.1148266266075024,-0.48858488562480074,-0.020998480885135673,-0.02437748355156011,-0.22660852268380383,-0.7392289954109841,-0.021322660882138945,000100
35,일동제약,2016,Q1,헬스케어,0.06574955965458663,-0.6929994511072328,0.024710775946787722,-0.02437748355156011,-0.22660852268380383,-0.6512391541011011,-0.017564600762572644,000230
35,동아쏘시오홀딩스,2016,Q1,헬스케어,-0.08383989999888539,-0.26874271565032914,0.01607753834197001,-0.02437748355156011,-0.22660852268380383,-3.0929709658483344,-0.11475335845004679,000640
35,부광약품,2016,Q1,헬스케어,0.03989261079945959,-0.6529722702235112,0.8506677183121285,-0.02437748355156011,-0.22660852268380383,-0.8696579289177413,-0.03692754308589987,003000
35,영진약품,2016,Q1,헬스케어,1.2942459531017734,-0.7135697952650892,-0.023073650115256306,-0.02437748355156011,-0.22660852268380383,-0.6973695467139274,0.36828605154656463,003520
35,녹십자,2016,Q1,헬스케어,-0.01722413402096781,-0.9489333521600113,0.12057809209006787,-0.02437748355156011,-0.22660852268380383,-0.9168040094561072,-0.00951536102852494,006280
35,일양약품,2016,Q1,헬스케어,-0.05471804705359408,-5.277133551425156,0.003217932828992298,-0.02437748355156011,-0.22660852268380383,-0.10287692525547143,0.028678102094541358,007570
35,서흥,2016,Q1,헬스케어,0.1218431730422396,-0.8267338776694269,-0.002995936457395376,-0.02437748355156011,-0.22660852268380383,-0.7980902545534028,-0.18526692966740427,008490
35,광동제약,2016,Q1,헬스케어,-0.07118412840981422,-0.7679073613990645,0.08487514326336187,-0.02437748355156011,-0.22660852268380383,-0.7784243879994249,-0.1682829088470521,009290
35,대웅제약,2016,Q1,헬스케어,0.04055458798457505,-0.9140492985639949,0.019774911518764204,-0.02437748355156011,-0.22660852268380383,-0.9006793863683772,-0.04941339463599255,069620
35,한미약품,2016,Q1,헬스케어,-0.1787394786283491,-0.7789057618274577,-0.1682347374496045,-0.02437748355156011,-0.22660852268380383,-0.9498535770626781,0.01591318406980318,128940
35,동아에스티,2016,Q1,헬스케어,-0.06588863648016068,-0.9068165258070552,-0.050425307867273395,-0.02437748355156011,-0.22660852268380383,-0.7840997689017256,-0.223189394356491,170900
35,종근당,2016,Q1,헬스케어,-0.1676894396292877,-1.8212609643830615,0.0800214398692396,-0.02437748355156011,-0.22660852268380383,-0.8066712287241875,-0.05839963844039004,185750
