,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,부채총계 변화율,수출액 변화율,국제유가 변화율,영업이익 변화율,Label,Code
20,유한양행,2019,Q4,헬스케어,0.256782615726154,-0.3542458558721031,-0.00721099601692865,-0.024390380515078802,0.023897949297593923,0.6691935485491838,0.05294228616675725,000100
20,일동제약,2019,Q4,헬스케어,-0.15917565580621104,-91.17065609513534,0.001885058165532083,-0.024390380515078802,0.023897949297593923,0.716430419251481,0.1708108043303641,000230
20,동아쏘시오홀딩스,2019,Q4,헬스케어,0.06765016639434585,-2.284651542534811,-0.009352539243348668,-0.024390380515078802,0.023897949297593923,-1.4246238465496468,-0.01520887294945869,000640
20,부광약품,2019,Q4,헬스케어,0.4942607469637431,-3.7834326712143387,0.02383688567017228,-0.024390380515078802,0.023897949297593923,-5.797897177796358,0.33822603827409736,003000
20,영진약품,2019,Q4,헬스케어,-0.038869018300790426,-2.0584682913545964,0.09561161074278912,-0.024390380515078802,0.023897949297593923,-1.1214820880270293,0.07283381172024125,003520
20,녹십자,2019,Q4,헬스케어,0.158163355799929,-1.6612136655038594,0.07526754484660136,-0.024390380515078802,0.023897949297593923,-1.3750689133907565,0.12251460977212217,006280
20,일양약품,2019,Q4,헬스케어,0.533506131293737,-0.12748957365291147,-0.07079563391889587,-0.024390380515078802,0.023897949297593923,-1.4856252223904052,0.012445188284518849,007570
20,서흥,2019,Q4,헬스케어,0.18604052287442419,0.41688908693791293,-0.07677683051640649,-0.024390380515078802,0.023897949297593923,0.3808577685097003,0.31011104855083893,008490
20,광동제약,2019,Q4,헬스케어,-0.14322553308895988,0.10132934665051296,0.09957701368282601,-0.024390380515078802,0.023897949297593923,-0.14547493190616512,0.22469194663422415,009290
20,대웅제약,2019,Q4,헬스케어,-0.22784965535248733,8.713994407199541,0.005255117582696034,-0.024390380515078802,0.023897949297593923,-0.516539651115623,0.19327775825907356,069620
20,한미약품,2019,Q4,헬스케어,-0.024137604777819954,25.428854183762017,-0.020230080645978754,-0.024390380515078802,0.023897949297593923,-0.011838000942677618,-0.08863229393828863,128940
20,동아에스티,2019,Q4,헬스케어,-0.06196697671199214,-0.32689182980473286,-0.12743386825773384,-0.024390380515078802,0.023897949297593923,-0.7647375930962698,0.03913915501463555,170900
20,종근당,2019,Q4,헬스케어,0.01864554738401633,0.07703679650139161,0.045658616611317315,-0.024390380515078802,0.023897949297593923,0.039193397335047564,0.2622179475173498,185750
