,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,이익잉여금 변화율,소비자물가지수 변화율,비유동부채 변화율,유동부채 변화율,부채총계 변화율,Label,Code
18,유한양행,2020,Q2,헬스케어,-0.0026108399483019684,-0.7954393906895932,0.015089861487222356,-0.9744470971009336,0.006188908209304067,0.1661661369315448,0.1443104700585418,-0.056977511654584076,000100
18,일동제약,2020,Q2,헬스케어,-0.2223163771295673,-0.453391095435396,0.008014266905756129,-0.9744470971009336,-0.017898518328118507,-0.03733223526131735,-0.03240388330414179,-0.07199364085817223,000230
18,동아쏘시오홀딩스,2020,Q2,헬스케어,-0.017716125577534908,-1.4156482121928051,-0.022184654216384825,-0.9744470971009336,0.4043616937774013,-0.3300633171223174,0.004671438463041522,0.14036300650534914,000640
18,부광약품,2020,Q2,헬스케어,0.10918016424452176,5.337680236132375,0.013452658063904943,-0.9744470971009336,-0.016066236209452245,0.02689480257835619,0.02060962112635112,-0.3780558573387964,003000
18,영진약품,2020,Q2,헬스케어,-0.05310060968676805,-0.5450688792520836,0.04954610522319047,-0.9744470971009336,-0.002678616605089834,-0.02836934909970612,-0.01480074673683307,0.1597521371336741,003520
18,녹십자,2020,Q2,헬스케어,0.6001770903150403,11.012939847688857,0.016473488684242366,-0.9744470971009336,-0.24575909414624897,0.4921110606824961,0.12074460257127795,0.28649081150276556,006280
18,일양약품,2020,Q2,헬스케어,1.1250055987211747,-0.22153757002682295,0.05051842188417477,-0.9744470971009336,0.02920933783939872,0.00597681295908159,0.009158965114063333,-0.20526474287899468,007570
18,서흥,2020,Q2,헬스케어,-0.06201710193667512,0.2313883656181175,0.05140321947109516,-0.9744470971009336,-0.0029619477380458115,0.22796747713387755,0.09645879662249679,-0.1346280795164987,008490
18,광동제약,2020,Q2,헬스케어,0.06510587803462331,0.19399723119913603,0.025900411936058187,-0.9744470971009336,-0.30211211285623385,0.06346976906692414,0.009647355668850999,0.0018716884839686324,009290
18,대웅제약,2020,Q2,헬스케어,-0.19150606594542435,-18.882605786589384,-0.026966808313739987,-0.9744470971009336,-0.0003922114426420098,-0.06323642356599468,-0.02689938559355254,-0.209257455963052,069620
18,한미약품,2020,Q2,헬스케어,-0.009742006283337712,3.171702204997281,0.07831187089414504,-0.9744470971009336,-0.14662651876904376,0.18008453036293082,-0.005132440123334137,-0.12822564058653205,128940
18,동아에스티,2020,Q2,헬스케어,-0.1656770632199041,-1.2110870777192255,-0.042824971446187465,-0.9744470971009336,0.2360379924770637,-0.3092176897545532,-0.0784411632885591,-0.1371977300477319,170900
18,종근당,2020,Q2,헬스케어,0.3684488911853843,0.3980833942094397,0.12678137738482143,-0.9744470971009336,0.6718947528853709,0.012013169983690952,0.08577192344469009,-0.10026319236960443,185750
