,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,이익잉여금 변화율,소비자물가지수 변화율,비유동부채 변화율,유동부채 변화율,부채총계 변화율,Label,Code
4,유한양행,2023,Q4,헬스케어,0.09501216460727777,0.13339119871199245,0.008934289881062263,0.10965773361610065,-0.08804873031760818,-0.02377254315513866,-0.033439487523993616,-0.05938153517806958,000100
4,일동제약,2023,Q4,헬스케어,-0.18290683109768113,-1.4689917344373054,-0.1690850681510353,0.10965773361610065,-0.34756059061026334,0.2538873952878127,0.08635461229746633,-0.06595967810721542,000230
4,동아쏘시오홀딩스,2023,Q4,헬스케어,0.06673828483305849,-6.349401134283304,-0.07003817712350702,0.10965773361610065,0.016400818595343924,0.06545175022432859,0.046745169824833566,-0.09398115169705518,000640
4,부광약품,2023,Q4,헬스케어,-0.031270062069607765,0.00935873807828802,-0.03455993105107302,0.10965773361610065,-0.025118695444186767,1.9388922077017048,0.3942177540849152,0.02739847236300402,003000
4,영진약품,2023,Q4,헬스케어,-0.16696533678456976,0.5523632090927058,0.21333895705723815,0.10965773361610065,0.010640258511747325,0.05133022548855415,0.03253875639217774,0.022138869449247443,003520
4,녹십자,2023,Q4,헬스케어,0.05349638702774506,-1.7137813210457833,0.008884118467125779,0.10965773361610065,-0.038480444844997574,-0.04001247854516743,-0.03971091594859,-0.09395144067091342,006280
4,일양약품,2023,Q4,헬스케어,-0.129648217565095,-3.3765058191444446,-0.249753044417925,0.10965773361610065,0.1370516049740902,-0.14973600087655303,-0.1205842988291409,-0.05179431666068886,007570
4,서흥,2023,Q4,헬스케어,-0.34901971392386616,-1.9175549918691153,-0.003978132528984046,0.10965773361610065,-0.7019894319655091,-0.07107997846535019,-0.07602938990592556,-0.0072312532263483715,008490
4,광동제약,2023,Q4,헬스케어,-0.09776234306129312,-0.49144329214982274,0.0006366939317234976,0.10965773361610065,0.032910251421986336,0.003234926302652985,0.005030781107802307,-0.06094678622268626,009290
4,대웅제약,2023,Q4,헬스케어,0.048743475475966636,0.011599457994778017,0.0702847801752089,0.10965773361610065,0.09982988020522088,0.01238780561272157,0.026994246401807587,-0.1442210789928504,069620
4,한미약품,2023,Q4,헬스케어,0.029600978467908226,1.349515225149244,0.06042852802118559,0.10965773361610065,-0.26998533955555004,0.03034064418651794,-0.015057475928412556,-0.06703902988820826,128940
4,동아에스티,2023,Q4,헬스케어,0.24990245783200782,-1.7633340331208613,-0.09313933309368416,0.10965773361610065,-0.2335498270367573,0.21266706286580628,0.016576141302536707,-0.16437181620274033,170900
4,종근당,2023,Q4,헬스케어,-0.11728085040185014,1.1033134046764705,0.177212232631756,0.10965773361610065,0.48899806634363086,0.0502367071290577,0.09271566616039495,-0.07600579313281458,185750
