,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,이익잉여금 변화율,소비자물가지수 변화율,비유동부채 변화율,유동부채 변화율,부채총계 변화율,Label,Code
7,유한양행,2023,Q1,헬스케어,0.08422430114085966,-6.5177214124346055,0.0035888299430921755,-0.11353477832962133,0.06814660590133736,0.05980887022207493,0.06037432295580314,0.29034291902187653,000100
7,일동제약,2023,Q1,헬스케어,-0.07049849609311148,-1.046253383432067,-0.030343114892525835,-0.11353477832962133,-0.0018431476619849008,0.02206599323789038,0.012672906936398887,-0.04564954330338757,000230
7,동아쏘시오홀딩스,2023,Q1,헬스케어,-0.08179994737427296,-2.8533858947412565,0.0748231376705788,-0.11353477832962133,0.3512241749555973,0.17640949922578408,0.22682816533536476,0.04921519946166719,000640
7,부광약품,2023,Q1,헬스케어,-0.016555608896838294,-4.842084872075212,-0.00879582004061219,-0.11353477832962133,0.0073001257377083295,-0.26855124717934087,-0.10007719417099126,-0.16834066751682053,003000
7,영진약품,2023,Q1,헬스케어,-0.0429975109636127,-0.9718306425729647,0.005611791421717305,-0.11353477832962133,0.2237754338072544,-0.19853879996716484,0.03863567060755657,-0.12751493529536184,003520
7,녹십자,2023,Q1,헬스케어,0.02518955971872306,-0.37913322103925895,-0.03768783753666438,-0.11353477832962133,0.03372137125015584,0.1854308231778845,0.11195796101088695,-0.0883642258291437,006280
7,일양약품,2023,Q1,헬스케어,-0.03270437844605266,8.189328037181047,0.010018519139145976,-0.11353477832962133,-0.006774157422110294,-0.017697538327147155,-0.016586999142045977,-0.04376133949357327,007570
7,서흥,2023,Q1,헬스케어,-0.07148922121958703,-2.9180971983712243,-0.006201680300868984,-0.11353477832962133,0.005605085177681213,0.10621972107763944,0.061441503362574146,-0.08711301426865378,008490
7,광동제약,2023,Q1,헬스케어,0.04456560647099108,0.2565552350675542,0.022290326806001737,-0.11353477832962133,0.026992240701502856,0.12932954308949274,0.11793990881068006,0.05405369388834563,009290
7,대웅제약,2023,Q1,헬스케어,0.01965366423819441,-1.750010166994259,0.025474003921889032,-0.11353477832962133,-0.011256712768291655,0.0752296326352404,0.042208163121446596,-0.06986015896270115,069620
7,한미약품,2023,Q1,헬스케어,0.1040982669244066,2.2791613867018037,0.09531272730338247,-0.11353477832962133,-0.03325269602634651,0.009556312051972604,-0.0018491743535981042,0.05126414257970115,128940
7,동아에스티,2023,Q1,헬스케어,-0.05285487742783433,-1.5752040437093355,0.015252583180302315,-0.11353477832962133,-0.010397706595309253,0.13868340715059313,0.04703348027841314,0.22828194819849823,170900
7,종근당,2023,Q1,헬스케어,0.050323351298373425,1.231104497447058,0.061588425778558165,-0.11353477832962133,0.04103334493692756,0.05162959322024996,0.049000686932415105,-0.04224943360334718,185750
