,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,금리 변화율,실업률 변화율,기말 소유주식 수 변화율,소비자물가지수 변화율,유통주식수 변화율,Label,Code
18,CJ대한통운,2020,Q2,산업재,-0.20805324300341949,0.0,-0.0835291604358025,0.15887850467289732,0.0,-0.9744470971009336,0.0,0.006497951974267023,000120
18,두산,2020,Q2,산업재,-0.0912061080882638,0.0,-0.0835291604358025,0.15887850467289732,0.0,-0.9744470971009336,0.0,0.05912799469855127,000150
18,LG상사,2020,Q2,산업재,-0.040930749715722164,0.0,-0.0835291604358025,0.15887850467289732,0.0,-0.9744470971009336,0.0,0.09286712153574087,001120
18,대한항공,2020,Q2,산업재,-0.006374697562021692,0.0,-0.0835291604358025,0.15887850467289732,0.0,-0.9744470971009336,0.0,0.17104100964740387,003490
18,S&T중공업,2020,Q2,산업재,-0.32487189387740756,0.0,-0.0835291604358025,0.15887850467289732,0.0,-0.9744470971009336,0.0,0.03300732817132775,003570
18,LS,2020,Q2,산업재,-0.019981619898667646,0.0,-0.0835291604358025,0.15887850467289732,0.0,-0.9744470971009336,0.0,0.29306525221584595,006260
18,LS산전,2020,Q2,산업재,0.19135469755845652,0.0,-0.0835291604358025,0.15887850467289732,0.0,-0.9744470971009336,0.0,-0.055181088573991115,010120
18,현대상선,2020,Q2,산업재,0.5189624782432478,0.0,-0.0835291604358025,0.15887850467289732,0.0,-0.9744470971009336,0.0,1.129374017818932,011200
18,한국단자,2020,Q2,산업재,0.44472922095051354,0.0,-0.0835291604358025,0.15887850467289732,0.0,-0.9744470971009336,0.0,-0.08292173028522107,025540
18,대우인터내셔널,2020,Q2,산업재,-0.20957517109628587,0.0,-0.0835291604358025,0.15887850467289732,0.0,-0.9744470971009336,0.0,-0.06968509230355535,047050
18,한국항공우주,2020,Q2,산업재,-0.20230653622420403,0.0,-0.0835291604358025,0.15887850467289732,0.0,-0.9744470971009336,0.0,-0.08757324543673621,047810
18,한전KPS,2020,Q2,산업재,-0.2758570856223525,0.0,-0.0835291604358025,0.15887850467289732,0.0,-0.9744470971009336,0.0,-0.08752129738478817,051600
18,현대글로비스,2020,Q2,산업재,-0.042376978566364826,0.0,-0.0835291604358025,0.15887850467289732,0.0,-0.9744470971009336,0.0,0.5231407766437507,086280
