,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,금리 변화율,실업률 변화율,기말 소유주식 수 변화율,소비자물가지수 변화율,유통주식수 변화율,Label,Code
27,CJ대한통운,2018,Q1,산업재,0.2566929321227336,0.0,0.08530869157626775,0.01834862385321112,0.0,-0.2528409114579355,0.0,-0.08753989778786372,000120
27,두산,2018,Q1,산업재,0.11144460111392289,0.0,0.08530869157626775,0.01834862385321112,0.0,-0.2528409114579355,0.0,-0.031583011954693416,000150
27,LG상사,2018,Q1,산업재,0.11946540445227934,0.0,0.08530869157626775,0.01834862385321112,0.0,-0.2528409114579355,0.0,-0.1822205925842355,001120
27,대한항공,2018,Q1,산업재,0.035916696981945904,0.0,0.08530869157626775,0.01834862385321112,0.0,-0.2528409114579355,0.0,-0.10501069971367774,003490
27,S&T중공업,2018,Q1,산업재,-0.15424360008349078,0.0,0.08530869157626775,0.01834862385321112,0.0,-0.2528409114579355,0.0,0.011079778303015292,003570
27,LS,2018,Q1,산업재,0.1264004085713014,0.0,0.08530869157626775,0.01834862385321112,0.0,-0.2528409114579355,0.0,-0.1178274543580107,006260
27,LS산전,2018,Q1,산업재,0.29306773954529763,0.0,0.08530869157626775,0.01834862385321112,0.0,-0.2528409114579355,0.0,-0.05297483287324756,010120
27,현대상선,2018,Q1,산업재,0.40572645455697803,0.0,0.08530869157626775,0.01834862385321112,0.0,-0.2528409114579355,0.0,-0.16784359577912367,011200
27,한국단자,2018,Q1,산업재,-0.06267468360465307,0.0,0.08530869157626775,0.01834862385321112,0.0,-0.2528409114579355,0.0,-0.002398730100561658,025540
27,대우인터내셔널,2018,Q1,산업재,0.08587388027143088,0.0,0.08530869157626775,0.01834862385321112,0.0,-0.2528409114579355,0.0,-0.23668002238205516,047050
27,한국항공우주,2018,Q1,산업재,-0.14556752890467015,0.024297858795284455,0.08530869157626775,0.01834862385321112,0.0,-0.2528409114579355,0.0,-0.04013272579782187,047810
27,한전KPS,2018,Q1,산업재,-0.039812006981483544,0.0,0.08530869157626775,0.01834862385321112,0.0,-0.2528409114579355,0.0,-0.10144173065521384,051600
27,현대글로비스,2018,Q1,산업재,0.03981676321894266,0.0,0.08530869157626775,0.01834862385321112,0.0,-0.2528409114579355,0.0,-0.1399970633697557,086280
