,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,금리 변화율,실업률 변화율,기말 소유주식 수 변화율,소비자물가지수 변화율,유통주식수 변화율,Label,Code
14,CJ대한통운,2021,Q2,산업재,-0.023021486438886938,0.0,0.11734330484330613,-0.11023622047244086,0.0,0.7421096287815034,0.0,-0.09966356553637193,000120
14,두산,2021,Q2,산업재,0.3998221686124155,0.0,0.11734330484330613,-0.11023622047244086,0.0,0.7421096287815034,0.0,0.41635357612799506,000150
14,LG상사,2021,Q2,산업재,-0.16533429368954639,0.0,0.11734330484330613,-0.11023622047244086,0.0,0.7421096287815034,0.0,0.0010167209445187883,001120
14,대한항공,2021,Q2,산업재,-0.018333141026916258,0.0,0.11734330484330613,-0.11023622047244086,0.0,0.7421096287815034,0.0,0.10236674735393225,003490
14,S&T중공업,2021,Q2,산업재,0.24394302420486916,0.0,0.11734330484330613,-0.11023622047244086,0.0,0.7421096287815034,0.0,-0.01959866757723626,003570
14,LS,2021,Q2,산업재,-0.02215560018290256,0.0,0.11734330484330613,-0.11023622047244086,0.0,0.7421096287815034,0.0,-0.09416699707156917,006260
14,LS산전,2021,Q2,산업재,0.1767543787661602,0.0,0.11734330484330613,-0.11023622047244086,0.0,0.7421096287815034,0.0,0.005512225440023284,010120
14,현대상선,2021,Q2,산업재,-0.12606770772181125,0.0,0.11734330484330613,-0.11023622047244086,0.0,0.7421096287815034,0.0,-0.25051204052485565,011200
14,한국단자,2021,Q2,산업재,0.09048444396116133,0.0,0.11734330484330613,-0.11023622047244086,0.0,0.7421096287815034,0.0,-0.16224005922731322,025540
14,대우인터내셔널,2021,Q2,산업재,0.08005449651156404,0.0,0.11734330484330613,-0.11023622047244086,0.0,0.7421096287815034,0.0,-0.08816575610388241,047050
14,한국항공우주,2021,Q2,산업재,0.049093454303103835,0.0,0.11734330484330613,-0.11023622047244086,0.0,0.7421096287815034,0.0,-0.030033517160934046,047810
14,한전KPS,2021,Q2,산업재,0.033138388066082713,0.0,0.11734330484330613,-0.11023622047244086,0.0,0.7421096287815034,0.0,0.17184651693076033,051600
14,현대글로비스,2021,Q2,산업재,0.01401639757709715,0.0,0.11734330484330613,-0.11023622047244086,0.0,0.7421096287815034,0.0,-0.10442638119133932,086280
