,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,금리 변화율,실업률 변화율,기말 소유주식 수 변화율,소비자물가지수 변화율,유통주식수 변화율,Label,Code
29,CJ대한통운,2017,Q3,산업재,-0.18818800596954915,0.0,0.03346456692913535,0.018181818181818077,0.0,0.15372330132051748,0.0,-0.041479917630222414,000120
29,두산,2017,Q3,산업재,-0.0906428996630934,0.0,0.03346456692913535,0.018181818181818077,0.0,0.15372330132051748,0.0,-0.12720228105803708,000150
29,LG상사,2017,Q3,산업재,-0.10129325401356078,0.0,0.03346456692913535,0.018181818181818077,0.0,0.15372330132051748,0.0,-0.011568343910626756,001120
29,대한항공,2017,Q3,산업재,-0.24487756318235174,0.0,0.03346456692913535,0.018181818181818077,0.0,0.15372330132051748,0.0,0.12563477305901172,003490
29,S&T중공업,2017,Q3,산업재,-0.1652097407655618,0.0,0.03346456692913535,0.018181818181818077,0.0,0.15372330132051748,0.0,-0.013550251049301458,003570
29,LS,2017,Q3,산업재,-0.23972379605919317,0.0,0.03346456692913535,0.018181818181818077,0.0,0.15372330132051748,0.0,0.07619834967488062,006260
29,LS산전,2017,Q3,산업재,-0.06067428757190768,0.0,0.03346456692913535,0.018181818181818077,0.0,0.15372330132051748,0.0,0.08046051358554096,010120
29,현대상선,2017,Q3,산업재,-0.2434103961001017,0.0,0.03346456692913535,0.018181818181818077,0.0,0.15372330132051748,0.0,-0.2182255333682668,011200
29,한국단자,2017,Q3,산업재,-0.08213517779674952,0.0,0.03346456692913535,0.018181818181818077,0.0,0.15372330132051748,0.0,-0.19060520775301398,025540
29,대우인터내셔널,2017,Q3,산업재,-0.2495476075871764,0.0,0.03346456692913535,0.018181818181818077,0.0,0.15372330132051748,0.0,0.23012701963408144,047050
29,한국항공우주,2017,Q3,산업재,0.22578965339006057,0.03424542911200912,0.03346456692913535,0.018181818181818077,0.0,0.15372330132051748,0.0,0.05683325993621334,047810
29,한전KPS,2017,Q3,산업재,-0.27659612149542767,0.0,0.03346456692913535,0.018181818181818077,0.0,0.15372330132051748,0.0,0.21906294070207016,051600
29,현대글로비스,2017,Q3,산업재,-0.19470552100981864,0.0,0.03346456692913535,0.018181818181818077,0.0,0.15372330132051748,0.0,0.10117766068052905,086280
