,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,금리 변화율,실업률 변화율,기말 소유주식 수 변화율,소비자물가지수 변화율,유통주식수 변화율,Label,Code
6,CJ대한통운,2023,Q2,산업재,-0.03483625001144944,0.0,0.0022310602386272915,-0.04938271604938271,0.0,-0.3075171004307199,0.0,-0.0018312838947458498,000120
6,두산,2023,Q2,산업재,0.09872153547567038,0.0,0.0022310602386272915,-0.04938271604938271,0.0,-0.3075171004307199,0.0,-0.2355025124873475,000150
6,LG상사,2023,Q2,산업재,0.12476092431538251,0.0,0.0022310602386272915,-0.04938271604938271,0.0,-0.3075171004307199,0.0,-0.14747209053297525,001120
6,대한항공,2023,Q2,산업재,0.05292998064844704,0.0,0.0022310602386272915,-0.04938271604938271,0.0,-0.3075171004307199,0.0,-0.11089987595250758,003490
6,S&T중공업,2023,Q2,산업재,-0.028479162846139758,0.0,0.0022310602386272915,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.4007626565506782,003570
6,LS,2023,Q2,산업재,0.2085931753900197,0.0,0.0022310602386272915,-0.04938271604938271,0.0,-0.3075171004307199,0.0,-0.3065947912067449,006260
6,LS산전,2023,Q2,산업재,0.5275378484954165,0.0,0.0022310602386272915,-0.04938271604938271,0.0,-0.3075171004307199,0.0,-0.3045992747501028,010120
6,현대상선,2023,Q2,산업재,-0.17092408708233928,0.0,0.0022310602386272915,-0.04938271604938271,0.0,-0.3075171004307199,0.0,-0.007463480129581125,011200
6,한국단자,2023,Q2,산업재,-0.19408448991482824,0.0,0.0022310602386272915,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.26112799861195235,025540
6,대우인터내셔널,2023,Q2,산업재,2.2610300352168218,0.0,0.0022310602386272915,-0.04938271604938271,0.0,-0.3075171004307199,0.0,-0.3189297291239039,047050
6,한국항공우주,2023,Q2,산업재,-0.06547424053407166,0.0,0.0022310602386272915,-0.04938271604938271,0.0,-0.3075171004307199,0.0,-0.029950585891655654,047810
6,한전KPS,2023,Q2,산업재,-0.12695182883572922,0.0,0.0022310602386272915,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.04657287809756606,051600
6,현대글로비스,2023,Q2,산업재,-0.006006078661032178,0.0,0.0022310602386272915,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.048617823940788854,086280
