접수번호,법인구분,회사코드,회사명,변동일,최대주주명,보유 주식 수,보유 지분율,변동원인,비고,결제일시,연도,분기
20160516001867,Y,00164779,SK하이닉스,-,(주)한국외환은행,"37,742,000",8.2%,-,-,2015-12-31,2015,Q4
20160516001867,Y,00164779,SK하이닉스,2011년 04월 11일,국민연금공단,"53,774,325",9.11%,-,장내 매수/매도,2015-12-31,2015,Q4
20160516001867,Y,00164779,SK하이닉스,2011년 07월 08일,국민연금공단,"47,838,426",8.08%,-,장내 매수/매도,2015-12-31,2015,Q4
20160516001867,Y,00164779,SK하이닉스,2011년 10월 07일,국민연금공단,"54,202,391",9.15%,-,장내 매수/매도,2015-12-31,2015,Q4
20160516001867,Y,00164779,SK하이닉스,2012년 02월 15일,에스케이텔레콤(주),"146,100,000",21.05%,-,유상증자 참여 및 구주 지분 인수,2015-12-31,2015,Q4
20160516001867,Y,00164779,SK하이닉스,2012년 02월 23일,에스케이텔레콤(주),"146,105,000",21.05%,-,특별관계자 추가,2015-12-31,2015,Q4
20160516001867,Y,00164779,SK하이닉스,2012년 04월 02일,에스케이텔레콤(주),"146,119,894",21.05%,-,계열편입에 따른 특별관계자추가,2015-12-31,2015,Q4
20160516001867,Y,00164779,SK하이닉스,2012년 06월 22일,에스케이텔레콤(주),"146,127,934",21.05%,-,특별관계자 추가,2015-12-31,2015,Q4
20160516001867,Y,00164779,SK하이닉스,2013년 05월 09일,에스케이텔레콤(주),"146,115,374",20.57%,-,특별관계자 제외 및 추가,2015-12-31,2015,Q4
20160516001867,Y,00164779,SK하이닉스,2014년 01월 06일,에스케이텔레콤(주),"146,119,374",20.57%,-,장내 매수,2015-12-31,2015,Q4
20160516001867,Y,00164779,SK하이닉스,2014년 03월 27일,에스케이텔레콤(주),"146,124,334",20.57%,-,특별관계자 제외 및 추가,2015-12-31,2015,Q4
20160516001867,Y,00164779,SK하이닉스,2009년 01월 17일,(주)한국외환은행,"37,742,000",7.3%,-,일반 공모증자에 의한 당사 발행주식 증가로 보유주식수에는 변동이 없으나 보유 지분율은 변동함.,2015-12-31,2015,Q4
20160516001867,Y,00164779,SK하이닉스,2015년 02월 24일,에스케이텔레콤(주),"146,126,442",20.07%,-,장내 매수,2015-12-31,2015,Q4
20160516001867,Y,00164779,SK하이닉스,2016년 03월 28일,에스케이텔레콤(주),"146,127,532",20.07%,-,특별관계자 추가,2015-12-31,2015,Q4
20160516001867,Y,00164779,SK하이닉스,2009년 05월 19일,(주)한국외환은행,"37,742,000",6.4%,-,일반 공모증자에 의한 당사 발행주식 증가로 보유주식수에는 변동이 없으나 보유 지분율은 변동함.,2015-12-31,2015,Q4
20160516001867,Y,00164779,SK하이닉스,2010년 03월 16일,한국정책금융공사,"32,412,935",5.5%,-,변경 전 최대주주의 지분매각 ,2015-12-31,2015,Q4
20160516001867,Y,00164779,SK하이닉스,2010년 03월 19일,미래에셋자산운용투자자문(주),"35,362,056",6.0%,-,장내 매수/매도,2015-12-31,2015,Q4
20160516001867,Y,00164779,SK하이닉스,2010년 05월 04일,미래에셋자산운용투자자문(주),"44,041,030",7.46%,-,장내 매수/매도,2015-12-31,2015,Q4
20160516001867,Y,00164779,SK하이닉스,2010년 08월 03일,한국정책금융공사,"32,412,935",5.50%,-,변경 전 최대주주의 지분매각 ,2015-12-31,2015,Q4
20160516001867,Y,00164779,SK하이닉스,2010년 10월 11일,국민연금공단,"35,894,454",6.08%,-,장내 매수/매도,2015-12-31,2015,Q4
20160516001867,Y,00164779,SK하이닉스,2011년 01월 10일,국민연금공단,"47,786,668",8.10%,-,장내 매수/매도,2015-12-31,2015,Q4
20170331004537,Y,00164779,SK하이닉스,-,(주)한국외환은행,"37,742,000",8.2%,-,-,2016-12-31,2016,Q4
20170331004537,Y,00164779,SK하이닉스,2011년 04월 11일,국민연금공단,"53,774,325",9.11%,-,장내 매수/매도,2016-12-31,2016,Q4
20170331004537,Y,00164779,SK하이닉스,2011년 07월 08일,국민연금공단,"47,838,426",8.08%,-,장내 매수/매도,2016-12-31,2016,Q4
20170331004537,Y,00164779,SK하이닉스,2011년 10월 07일,국민연금공단,"54,202,391",9.15%,-,장내 매수/매도,2016-12-31,2016,Q4
20170331004537,Y,00164779,SK하이닉스,2012년 02월 15일,에스케이텔레콤(주),"146,100,000",21.05%,-,유상증자 참여 및 구주 지분 인수,2016-12-31,2016,Q4
20170331004537,Y,00164779,SK하이닉스,2012년 02월 23일,에스케이텔레콤(주),"146,105,000",21.05%,-,특별관계자 추가,2016-12-31,2016,Q4
20170331004537,Y,00164779,SK하이닉스,2012년 04월 02일,에스케이텔레콤(주),"146,119,894",21.05%,-,계열편입에 따른 특별관계자추가,2016-12-31,2016,Q4
20170331004537,Y,00164779,SK하이닉스,2012년 06월 22일,에스케이텔레콤(주),"146,127,934",21.05%,-,특별관계자 추가,2016-12-31,2016,Q4
20170331004537,Y,00164779,SK하이닉스,2013년 05월 09일,에스케이텔레콤(주),"146,115,374",20.57%,-,특별관계자 제외 및 추가,2016-12-31,2016,Q4
20170331004537,Y,00164779,SK하이닉스,2014년 01월 06일,에스케이텔레콤(주),"146,119,374",20.57%,-,장내 매수,2016-12-31,2016,Q4
20170331004537,Y,00164779,SK하이닉스,2014년 03월 27일,에스케이텔레콤(주),"146,124,334",20.57%,-,특별관계자 제외 및 추가,2016-12-31,2016,Q4
20170331004537,Y,00164779,SK하이닉스,2009년 01월 17일,(주)한국외환은행,"37,742,000",7.3%,-,일반 공모증자에 의한 당사 발행주식 증가로 보유주식수에는 변동이 없으나 보유 지분율은 변동함.,2016-12-31,2016,Q4
20170331004537,Y,00164779,SK하이닉스,2015년 02월 24일,에스케이텔레콤(주),"146,126,442",20.07%,-,장내 매수,2016-12-31,2016,Q4
20170331004537,Y,00164779,SK하이닉스,2016년 03월 28일,에스케이텔레콤(주),"146,127,532",20.07%,-,특별관계자 추가,2016-12-31,2016,Q4
20170331004537,Y,00164779,SK하이닉스,2009년 05월 19일,(주)한국외환은행,"37,742,000",6.4%,-,일반 공모증자에 의한 당사 발행주식 증가로 보유주식수에는 변동이 없으나 보유 지분율은 변동함.,2016-12-31,2016,Q4
20170331004537,Y,00164779,SK하이닉스,2010년 03월 16일,한국정책금융공사,"32,412,935",5.5%,-,변경 전 최대주주의 지분매각 ,2016-12-31,2016,Q4
20170331004537,Y,00164779,SK하이닉스,2010년 03월 19일,미래에셋자산운용투자자문(주),"35,362,056",6.0%,-,장내 매수/매도,2016-12-31,2016,Q4
20170331004537,Y,00164779,SK하이닉스,2010년 05월 04일,미래에셋자산운용투자자문(주),"44,041,030",7.46%,-,장내 매수/매도,2016-12-31,2016,Q4
20170331004537,Y,00164779,SK하이닉스,2010년 08월 03일,한국정책금융공사,"32,412,935",5.50%,-,변경 전 최대주주의 지분매각 ,2016-12-31,2016,Q4
20170331004537,Y,00164779,SK하이닉스,2010년 10월 11일,국민연금공단,"35,894,454",6.08%,-,장내 매수/매도,2016-12-31,2016,Q4
20170331004537,Y,00164779,SK하이닉스,2011년 01월 10일,국민연금공단,"47,786,668",8.10%,-,장내 매수/매도,2016-12-31,2016,Q4
20180615000111,Y,00164779,SK하이닉스,-,(주)한국외환은행,"37,742,000",8.2%,-,-,2017-12-31,2017,Q4
20180615000111,Y,00164779,SK하이닉스,2011년 04월 11일,국민연금공단,"53,774,325",9.11%,-,장내 매수/매도,2017-12-31,2017,Q4
20180615000111,Y,00164779,SK하이닉스,2011년 07월 08일,국민연금공단,"47,838,426",8.08%,-,장내 매수/매도,2017-12-31,2017,Q4
20180615000111,Y,00164779,SK하이닉스,2011년 10월 07일,국민연금공단,"54,202,391",9.15%,-,장내 매수/매도,2017-12-31,2017,Q4
20180615000111,Y,00164779,SK하이닉스,2012년 02월 15일,에스케이텔레콤(주),"146,100,000",21.05%,-,유상증자 참여 및 구주 지분 인수,2017-12-31,2017,Q4
