year,quarter,disclosure_date,code,name,sector,prediction,reason
2016,Q1,2016-05-16,51600,한전KPS,산업재,down,"요약본은 한전KPS와 관련된 노조 교섭 상황을 설명하고 있지만, 주가에 직접적인 영향을 미칠 만한 긍정적 또는 부정적 정보가 부족하여 기본적으로 하락으로 판단했습니다."
2016,Q2,2016-08-16,51600,한전KPS,산업재,,
2016,Q3,2016-11-14,51600,한전KPS,산업재,,
2016,Q4,2017-03-31,51600,한전KPS,산업재,down,요약본에는 한전KPS의 주가에 직접적인 영향을 미칠 수 있는 정보가 부족합니다. 따라서 기본적으로 하락으로 판단했습니다.
2017,Q1,2017-05-15,51600,한전KPS,산업재,,
2017,Q2,2017-08-14,51600,한전KPS,산업재,,
2017,Q3,2017-11-14,51600,한전KPS,산업재,down,"요약본에는 한전KPS에 대한 구체적인 정보가 없으며, 주가에 영향을 미칠 만한 긍정적인 요소가 언급되지 않았습니다. 따라서 정보가 불충분하지만 기본적으로 하락으로 판단했습니다."
2017,Q4,2018-04-02,51600,한전KPS,산업재,up,"요약본에서는 한전KPS가 기술 혁신과 해외 시장 확장을 통해 미래 성장 가능성을 높이고 있으며, 에너지 시장 변화와 4차 산업혁명에 대비한 다양한 노력을 기울이고 있다는 점이 주가에 긍정적인 영향을 줄 수 있습니다."
2018,Q1,2018-05-15,51600,한전KPS,산업재,,
2018,Q2,2018-08-14,51600,한전KPS,산업재,up,"요약본에서는 한전KPS의 주가가 최근 5일 연속 상승했으며, 해외 수주에 대한 낙관적인 전망이 주가에 긍정적인 영향을 미칠 수 있다고 언급하고 있습니다. 또한, 현재 가격이 저점으로 평가되며 매수에 긍정적인 시각을 제시하고 있습니다."
2018,Q3,2018-11-14,51600,한전KPS,산업재,,
2018,Q4,2019-04-01,51600,한전KPS,산업재,down,"요약본에는 한전KPS의 주가에 영향을 미칠 만한 구체적인 정보가 포함되어 있지 않으므로, 정보가 불충분하지만 기본적으로 하락으로 판단했습니다."
2019,Q1,2019-05-15,51600,한전KPS,산업재,up,"한전KPS가 알제리에서 대규모 시운전기술용역계약을 체결하고, 중동·아프리카 지역에서의 입지를 강화할 수 있는 기회를 얻었다는 내용이 주가에 긍정적인 영향을 줄 수 있습니다."
2019,Q2,2019-08-14,51600,한전KPS,산업재,up,요약본에 따르면 한전KPS가 한국중부발전과 발전설비 경상정비공사 계약을 체결하였다는 내용이 있습니다. 이는 회사의 매출 증가와 안정적인 수익 창출에 긍정적인 영향을 미칠 수 있어 주가에 긍정적인 영향을 줄 수 있습니다.
2019,Q3,2019-11-14,51600,한전KPS,산업재,up,"한전KPS가 중소기업에 대한 금융지원을 확대하고, 협력업체와 창업기업에 대한 대출 혜택을 제공함으로써 기업의 사회적 책임을 다하고 있으며, 이는 긍정적인 기업 이미지와 장기적인 성장 가능성을 높일 수 있습니다."
2019,Q4,2020-03-30,51600,한전KPS,산업재,down,"요약본은 경영진의 급여 반납과 사회공헌활동에 대한 내용으로, 주가에 직접적인 긍정적 영향을 미칠 만한 정보가 부족합니다."
2020,Q1,2020-05-15,51600,한전KPS,산업재,up,"한전KPS는 외부 프로젝트에서 70% 이상의 매출 증가를 기록하며 성장세를 보이고 있으며, 추가적인 유지보수 프로젝트가 미래 성장을 지원할 것으로 예상됩니다. 또한, 배당 수익률이 6% 이상으로 주가를 지지할 것으로 보입니다."
2020,Q2,2020-08-14,51600,한전KPS,산업재,up,"한전KPS가 중소기업을 지원하는 S.Sure 프로그램을 통해 경제적 도전에 대응하고, 상호 성장을 촉진하려는 노력이 주가에 긍정적인 영향을 줄 수 있습니다."
2020,Q3,2020-11-16,51600,한전KPS,산업재,up,"한전KPS가 한국품질만족지수에서 9년 연속 1위로 선정되었다는 내용은 회사의 서비스 품질과 고객 만족도가 높다는 것을 의미하며, 이는 주가에 긍정적인 영향을 미칠 수 있습니다."
2020,Q4,2021-03-19,51600,한전KPS,산업재,down,"요약본에는 한전KPS의 주가에 긍정적인 영향을 줄 만한 정보가 포함되어 있지 않으며, 공기업의 윤리경영 문제와 관련된 부정적인 내용이 주를 이루고 있습니다. 따라서 정보가 불충분하지만 기본적인 판단으로 하락을 선택했습니다."
2021,Q1,2021-05-17,51600,한전KPS,산업재,up,"요약본에서는 한전KPS가 강력한 실적을 보고했으며, 특히 발전 및 유지보수 분야에서 두드러진 성과를 보였다고 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2021,Q2,2021-08-17,51600,한전KPS,산업재,up,"요약본에 따르면 한전KPS가 광양그린에너지와 대규모 계약을 체결했으며, 이는 회사의 매출에 긍정적인 영향을 미칠 수 있는 요소로 판단됩니다."
2021,Q3,2021-11-15,51600,한전KPS,산업재,up,"요약본에서는 한전KPS가 품질경쟁력 우수기업으로 선정되고, 해외시장 개척 및 신재생사업 확장 등 긍정적인 성과와 계획이 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2021,Q4,2022-03-21,51600,한전KPS,산업재,up,"요약본에 따르면 한전KPS가 현금 결산배당을 결정했으며, 이는 투자자들에게 긍정적인 신호로 작용하여 주가에 긍정적인 영향을 미칠 수 있습니다."
2022,Q1,2022-05-16,51600,한전KPS,산업재,down,"요약본은 브랜드 평판 순위와 관련된 정보만 제공하며, 주가에 직접적인 영향을 미칠 수 있는 구체적인 경제적 또는 재무적 정보는 포함되어 있지 않습니다. 따라서 정보가 불충분하지만 기본적으로 하락으로 판단했습니다."
2022,Q2,2022-08-16,51600,한전KPS,산업재,up,"영상에서는 한전KPS의 주가가 45,000 KRW의 저항 수준을 돌파할 경우 강한 상승세가 예상된다고 하며, 이집트의 원자력 계약이 주가 상승의 촉매제가 될 수 있다고 언급하고 있습니다. 또한, 외국인 및 기관 투자자들의 매수세가 강하다는 점에서 긍정적인 시장 심리가 형성되고 있음을 알 수 있습니다."
2022,Q3,2022-11-14,51600,한전KPS,산업재,up,"요약본에서는 한전KPS가 핵발전 관련 주식으로서 긍정적인 재평가를 받고 있으며, 최근 주가 상승 추세와 함께 추가 성장 가능성이 언급되어 주가에 긍정적인 영향을 줄 수 있습니다."
2022,Q4,2023-03-20,51600,한전KPS,산업재,,
2023,Q1,2023-05-15,51600,한전KPS,산업재,,
2023,Q2,2023-08-14,51600,한전KPS,산업재,up,"한전KPS의 적극적인 전력 공급 안정화 조치와 인프라 안전 관리 강화는 회사의 신뢰성을 높이고, 경제적 안정성에 기여할 수 있어 주가에 긍정적인 영향을 줄 수 있습니다."
2023,Q3,2023-11-14,51600,한전KPS,산업재,,
2023,Q4,2024-03-20,51600,한전KPS,산업재,down,"요약본에서는 한전KPS의 부적절한 휴가 관행이 언급되었으나, 이는 주가에 긍정적인 영향을 줄 만한 정보가 아니며, 오히려 부정적인 영향을 미칠 수 있는 내용입니다. 따라서 정보가 불충분하지만 기본적으로 하락으로 판단했습니다."
2024,Q1,2024-05-14,51600,한전KPS,산업재,up,"요약본에서는 한전KPS가 카자흐스탄과의 협약을 통해 노후발전소 성능개선사업을 추진하고 있으며, 이는 수출산업화 증진에 긍정적인 영향을 미칠 수 있음을 시사하고 있습니다."
2024,Q2,2024-08-14,51600,한전KPS,산업재,up,"영상에서는 한전KPS의 강력한 재무 성과와 정부의 에너지 정책이 주가에 긍정적인 영향을 줄 수 있음을 언급하고 있습니다. 특히, 핵심적인 가격 수준과 정부의 원자력 에너지 정책이 한전KPS의 성장 가능성을 높일 수 있다고 강조하고 있습니다."
2024,Q3,2024-11-14,51600,한전KPS,산업재,up,"요약본에서는 한전KPS의 매출과 영업이익이 전년 대비 증가했으며, 비용 절감 조치와 시장에서의 긍정적인 인정을 받았다는 점이 주가에 긍정적인 영향을 줄 수 있습니다."
