,name,sector,year,quarter,Relative Return,영업이익 변화율,이익잉여금 변화율,환율 변화율,금리 변화율,전체 주식 수 변화율,전체 주주 수 변화율,1인평균급여 변화율,발행금액 변화율,자기주식수 변화율,Label,Code
12,Yuhan_Corporation,제약,2021,Q3,-0.05553667786588209,0.7189791384028176,-0.014576634084355833,-0.034507991437758845,0.05306772908366497,-0.06934932519349335,-0.06934932519349357,-0.06934932519349335,-0.06934932519349335,-0.06934932519349357,0.059043087518126654,000100
12,Ildong_Pharmaceutical,제약,2021,Q3,-0.02800909421118472,0.4388371827743065,-0.0023226504842730478,-0.034507991437758845,0.05306772908366497,-0.06937699813900555,-0.06937699813900555,-0.06937699813900577,-0.06937699813900577,-0.06937699813900577,-0.0025375586101505643,000230
12,Bukwang_Pharmaceutical,제약,2021,Q3,-0.19434849065599663,-3.227044873013522,-0.009852258197077024,-0.034507991437758845,0.05306772908366497,-0.06937602789523245,-0.06937602789523223,-0.06937602789523223,-0.06937602789523223,-0.06937602789523245,-0.17518592830285523,003000
12,Youngjin_Pharmaceutical,제약,2021,Q3,-0.0995538096583392,0.1548901123103681,0.5998799345800407,-0.034507991437758845,0.05306772908366497,-0.06937689821821613,-0.06937689821821591,-0.06937689821821613,-0.06937689821821591,-0.06937689821821613,-0.05427312463143087,003520
12,GC_Biopharma,제약,2021,Q3,-0.14619244156189962,-10.247621665470843,-0.07785239096571206,-0.034507991437758845,0.05306772908366497,-0.06936806395327721,-0.06936806395327721,-0.06936806395327721,-0.06936806395327744,-0.06936806395327721,0.09349659973403818,006280
12,Ilyang_Pharmaceutical,제약,2021,Q3,0.0943480143825941,-16.581147835639435,-0.9704007102748058,-0.034507991437758845,0.05306772908366497,-0.0693770805213767,-0.0693770805213767,-0.06937708052137692,-0.0693770805213767,-0.06937708052137692,-0.08252323709206964,007570
12,Kwang_Dong_Pharmaceutical,제약,2021,Q3,-0.0023411308959287516,-0.6932410233468644,-0.029800069206446844,-0.034507991437758845,0.05306772908366497,-0.0693758741712176,-0.06937587417121782,-0.0693758741712176,0.0,-0.0693758741712176,-0.031943594152120655,009290
12,Daewoong_Pharmaceutical,제약,2021,Q3,0.23118275143861505,0.10336242720371047,-0.03173332097241466,-0.034507991437758845,0.05306772908366497,-0.06937004937060598,-0.06937004937060598,-0.06937004937060576,0.0,-0.06937004937060598,-0.07548546976308436,069620
12,Hanmi_Pharmaceutical,제약,2021,Q3,0.004475329694057374,-0.8030842861569698,-0.061052678227450974,-0.034507991437758845,0.05306772908366497,-0.06936549421758875,-0.06936549421758875,-0.06936549421758875,-0.06936549421758875,-0.06936549421758875,-0.09442359118253317,128940
12,Dong-A_ST,제약,2021,Q3,-0.027345155192080615,-0.4805221049816606,-0.06855488177122737,-0.034507991437758845,0.05306772908366497,-0.06938220956106345,-0.06938220956106345,-0.06938220956106345,-0.06938220956106345,-0.06938220956106345,-0.04373225950378491,170900
12,Jongkundang,제약,2021,Q3,-0.05963819419993184,-0.09974134290633918,-0.006731218055938459,-0.034507991437758845,0.05306772908366497,-0.06938111685139181,-0.06938111685139181,-0.06938111685139159,-0.06938111685139159,-0.06938111685139159,-0.04091298867123734,185750
