,name,sector,year,quarter,Relative Return,영업이익 변화율,이익잉여금 변화율,환율 변화율,금리 변화율,전체 주식 수 변화율,전체 주주 수 변화율,1인평균급여 변화율,발행금액 변화율,자기주식수 변화율,Label,Code
13,Yuhan_Corporation,제약,2021,Q2,-0.2333335103611806,-1.2825478216712396,-0.015577889328384886,-0.007129469356493168,-0.11734330484330613,-0.06499370029938412,-0.06499370029938412,-0.06499370029938412,-0.06499370029938412,-0.06499370029938412,-0.05553667786588209,000100
13,Ildong_Pharmaceutical,제약,2021,Q2,-0.03689741006068809,0.6182135161677034,0.027696129584819484,-0.007129469356493168,-0.11734330484330613,-0.0650257588479739,-0.0650257588479739,-0.0650257588479739,-0.0650257588479739,-0.06502575884797368,-0.02800909421118472,000230
13,Bukwang_Pharmaceutical,제약,2021,Q2,-0.23750106974753965,3.0069283276793635,-0.004189151762398646,-0.007129469356493168,-0.11734330484330613,-0.06502521182137277,-0.06502521182137277,-0.06502521182137277,-0.06502521182137277,-0.06502521182137277,-0.19434849065599663,003000
13,Youngjin_Pharmaceutical,제약,2021,Q2,-0.30283832593147775,-1.511200293679845,0.403091562738753,-0.007129469356493168,-0.11734330484330613,-0.06502594921313598,-0.06502594921313576,-0.06502594921313598,-0.06502594921313598,-0.06502594921313576,-0.0995538096583392,003520
13,GC_Biopharma,제약,2021,Q2,-0.209276708369034,-8.012323062310987,-0.0044531350860876895,-0.007129469356493168,-0.11734330484330613,-0.06501250387237811,-0.06501250387237811,-0.06501250387237811,-0.06501250387237789,-0.06501250387237811,-0.14619244156189962,006280
13,Ilyang_Pharmaceutical,제약,2021,Q2,-0.5670795408120788,0.6636404169420895,-0.2899314794318726,-0.007129469356493168,-0.11734330484330613,-0.0650251553409007,-0.0650251553409007,-0.0650251553409007,-0.06502515534090092,-0.0650251553409007,0.0943480143825941,007570
13,Kwang_Dong_Pharmaceutical,제약,2021,Q2,-0.22947368421052639,-0.13961719393812833,-0.01438404620787992,-0.007129469356493168,-0.11734330484330613,-0.06502465977052996,-0.06502465977052996,-0.06502465977052996,0.0,-0.06502465977052996,-0.0023411308959287516,009290
13,Daewoong_Pharmaceutical,제약,2021,Q2,-0.3113339570505429,-0.3214171072040908,-0.03275500926448904,-0.007129469356493168,-0.11734330484330613,-0.06501855051226424,-0.06501855051226402,-0.06501855051226402,0.0,-0.06501855051226402,0.23118275143861505,069620
13,Hanmi_Pharmaceutical,제약,2021,Q2,-0.16128392878684106,0.09106682079744,-0.02242600034384501,-0.007129469356493168,-0.11734330484330613,-0.06501354458247866,-0.06501354458247866,-0.06501354458247866,-0.06501354458247866,-0.06501354458247866,0.004475329694057374,128940
13,Dong-A_ST,제약,2021,Q2,-0.12510214311148607,-8.169268681008342,-0.03641634785992243,-0.007129469356493168,-0.11734330484330613,-0.0650216082508086,-0.0650216082508086,-0.06502160825080883,-0.0650216082508086,-0.0650216082508086,-0.027345155192080615,170900
13,Jongkundang,제약,2021,Q2,-0.4668651521271793,-0.5025655775498139,-0.09041059366016757,-0.007129469356493168,-0.11734330484330613,-0.06502273573105333,-0.06502273573105355,-0.06502273573105355,-0.06502273573105355,-0.06502273573105333,-0.05963819419993184,185750
