,name,sector,year,quarter,Relative Return,영업이익 변화율,이익잉여금 변화율,환율 변화율,금리 변화율,전체 주식 수 변화율,전체 주주 수 변화율,1인평균급여 변화율,발행금액 변화율,자기주식수 변화율,Label,Code
24,Yuhan_Corporation,제약,2018,Q3,0.03914035069613461,0.8168575344427329,-0.002199391186204158,-0.03809438658420561,0.09246405552800974,-0.04859953745368828,-0.04859953745368828,-0.04859953745368828,-0.0485995374536885,-0.04859953745368828,0.12070046759517751,000100
24,Ildong_Pharmaceutical,제약,2018,Q3,-0.009704254846117456,0.13864789210286188,-0.007490586328543047,-0.03809438658420561,0.09246405552800974,-0.04862231345658019,-0.04862231345657997,-0.04862231345658019,-0.04862231345658019,-0.04862231345657997,0.05594255522166336,000230
24,Bukwang_Pharmaceutical,제약,2018,Q3,-0.01681752860932499,-8.288103004984887,-0.1336898211937747,-0.03809438658420561,0.09246405552800974,-0.0486291009401385,-0.048629100940138725,-0.048629100940138725,-0.0486291009401385,-0.0486291009401385,0.1749948948547269,003000
24,Youngjin_Pharmaceutical,제약,2018,Q3,-0.05118533252260858,-0.11436295038510091,0.17241032562001268,-0.03809438658420561,0.09246405552800974,-0.04862239228938936,-0.04862239228938958,-0.04862239228938936,-0.04862239228938936,-0.04862239228938958,0.13454222476019753,003520
24,GC_Biopharma,제약,2018,Q3,0.052813798739057755,-1.9151728597161881,-0.029056672304904607,-0.03809438658420561,0.09246405552800974,-0.0486152372533033,-0.0486152372533033,-0.0486152372533033,-0.0486152372533033,-0.04861523725330352,-0.1571893373103476,006280
24,Ilyang_Pharmaceutical,제약,2018,Q3,-0.1569753489171457,13.554328967073609,1.3150226885618892,-0.03809438658420561,0.09246405552800974,-0.04862219917679056,-0.04862219917679078,-0.04862219917679056,-0.04862219917679056,-0.04862219917679056,0.12231228321991115,007570
24,Kwang_Dong_Pharmaceutical,제약,2018,Q3,-0.08587464698822292,-1.2403395309556529,-0.024989489762256456,-0.03809438658420561,0.09246405552800974,-0.04862153937043856,-0.04862153937043856,-0.04862153937043834,0.0,-0.04862153937043856,0.0006092773581305444,009290
24,Daewoong_Pharmaceutical,제약,2018,Q3,0.025510992382491073,0.19775799768752722,-0.009410813754126446,-0.03809438658420561,0.09246405552800974,-0.04861779202707339,-0.04861779202707339,-0.04861779202707339,0.0,-0.048617792027073614,-0.027316989617908537,069620
24,Hanmi_Pharmaceutical,제약,2018,Q3,-0.11594455549282248,0.1898916980812948,-0.03991520331330434,-0.03809438658420561,0.09246405552800974,-0.04861392893588845,-0.04861392893588845,-0.04861392893588823,-0.04861392893588823,-0.04861392893588823,0.19152883022932066,128940
24,Dong-A_ST,제약,2018,Q3,-0.18119521136611766,0.593488112846966,-0.05175873301459255,-0.03809438658420561,0.09246405552800974,-0.048618674593914335,-0.04861867459391411,-0.04861867459391411,-0.048618674593914335,-0.048618674593914335,0.2309913969707456,170900
24,Jongkundang,제약,2018,Q3,-0.16134182785263287,-0.1314205564639901,-0.119754889929518,-0.03809438658420561,0.09246405552800974,-0.048620163302582675,-0.04862016330258245,-0.04862016330258245,-0.04862016330258245,-0.04862016330258245,0.17776196329761063,185750
