,name,sector,year,quarter,Relative Return,영업이익 변화율,이익잉여금 변화율,환율 변화율,금리 변화율,전체 주식 수 변화율,전체 주주 수 변화율,1인평균급여 변화율,발행금액 변화율,자기주식수 변화율,Label,Code
16,Yuhan_Corporation,제약,2020,Q3,-0.114510992504957,0.38878380150929204,-0.01197353040624094,0.026207921096291442,0.01328671328671327,-0.12122527964035679,-0.12122527964035679,-0.12122527964035701,-0.12122527964035679,-0.12122527964035679,0.1609598366697684,000100
16,Ildong_Pharmaceutical,제약,2020,Q3,-0.0486206510452957,-0.5022216105307049,-0.013065887467869297,0.026207921096291442,0.01328671328671327,-0.12128508310307162,-0.12128508310307162,-0.12128508310307162,-0.12128508310307184,-0.12128508310307162,-0.08641149389845251,000230
16,Bukwang_Pharmaceutical,제약,2020,Q3,0.12074162433178215,0.7357813568284985,0.011228377208725049,0.026207921096291442,0.01328671328671327,-0.12128186550557585,-0.12128186550557563,-0.12128186550557563,-0.12128186550557563,-0.12128186550557563,-0.2550501603093831,003000
16,Youngjin_Pharmaceutical,제약,2020,Q3,-0.062320236493360465,1.3991234404114095,0.017345914922574535,0.026207921096291442,0.01328671328671327,-0.12128532597060304,-0.12128532597060304,-0.12128532597060304,-0.12128532597060304,-0.12128532597060304,0.37362533851407054,003520
16,GC_Biopharma,제약,2020,Q3,-0.17156900907885317,-3.939637902842498,-0.08313927461980875,0.026207921096291442,0.01328671328671327,-0.12125988162453627,-0.12125988162453627,-0.12125988162453627,-0.12125988162453627,-0.12125988162453605,0.38856402301797244,006280
16,Ilyang_Pharmaceutical,제약,2020,Q3,0.40821956269660625,-0.752836716109619,-0.3202193163571443,0.026207921096291442,0.01328671328671327,-0.12128474701241099,-0.12128474701241099,-0.12128474701241121,-0.12128474701241099,-0.12128474701241121,0.13868495489561533,007570
16,Kwang_Dong_Pharmaceutical,제약,2020,Q3,0.0332305166549286,0.02846759558939338,-0.023299056438692345,0.026207921096291442,0.01328671328671327,-0.12128092559145931,-0.12128092559145909,-0.12128092559145931,0.0,-0.12128092559145909,0.285682076102723,009290
16,Daewoong_Pharmaceutical,제약,2020,Q3,0.35391713997313085,2.479462006847103,-0.007895172306926268,0.026207921096291442,0.01328671328671327,-0.12128108947743232,-0.12128108947743232,-0.12128108947743232,0.0,-0.12128108947743232,-0.2695119163878903,069620
16,Hanmi_Pharmaceutical,제약,2020,Q3,-0.26993176310643907,2.6615531162141037,0.1849622453256875,0.026207921096291442,0.01328671328671327,-0.12125679658583732,-0.12125679658583732,-0.12125679658583732,-0.12125679658583732,-0.12125679658583732,0.023296045833575307,128940
16,Dong-A_ST,제약,2020,Q3,-0.11618127112306145,1.715835757931496,-0.021144022025522125,0.026207921096291442,0.01328671328671327,-0.12127395264550533,-0.12127395264550511,-0.12127395264550533,-0.12127395264550533,-0.12127395264550511,-0.029946274471157663,170900
16,Jongkundang,제약,2020,Q3,0.09443774126180216,-0.3376849553297374,-0.1590660720364223,0.026207921096291442,0.01328671328671327,-0.12128413089319445,-0.12128413089319445,-0.12128413089319445,-0.12128413089319445,-0.12128413089319423,0.41609483683748194,185750
