,name,sector,year,quarter,영업이익변화율,이익잉여금변화율,매출액변화율,Relative Return,전체 주식 수변화율,1인평균급여변화율,주식액면가액변화율,전체 주주 수변화율,기말 소유주식 지분율변화율,증자주식수변화율,Label,Code
11,Yuhan_Corporation,제약,2021,Q4,-0.555000114876266,-0.04145997332955509,0.061447627684376616,0.059043087518126654,-0.552542877155684,-0.17485927459015738,0.6424735057084248,-0.7108184522930983,-0.3672564049875289,-1.2086324703569793,0.07715090444107445,000100
11,Ildong_Pharmaceutical,제약,2021,Q4,0.8370963974954677,-0.04950641431642322,0.0628746665665213,-0.0025375586101505643,-0.27831386842774664,-0.07719150568666078,0.08117775031322028,0.1564390558526899,-0.09084638681199131,0.4367741815140439,0.10966200099932229,000230
11,Bukwang_Pharmaceutical,제약,2021,Q4,-0.8470230976450543,-0.003724010284038126,-0.1289407144526853,-0.17518592830285523,-0.3439247339774969,-0.18024702282483118,-0.09048838638455892,-0.36511881774454036,0.33122362077784695,-0.1746368298800436,-0.126634295296974,003000
11,Youngjin_Pharmaceutical,제약,2021,Q4,0.31812494337066843,-0.12750656998425058,-0.09025691688962434,-0.05427312463143087,-0.3108995363894409,-0.22828858933540985,-0.16513469158121818,-0.3777759732914845,0.1578685993966984,0.6009114539144893,0.07989796276754212,003520
11,GC_Biopharma,제약,2021,Q4,1.1676213497925132,-0.08249872367062894,0.2363175491304791,0.09349659973403818,-0.5321780721447276,-0.1781311009867066,0.06470696769043283,-0.7108190008859769,-0.5116755492449281,0.06470696769043272,-0.3220001489555106,006280
11,Ilyang_Pharmaceutical,제약,2021,Q4,0.14770047532138653,-0.23323313689802005,0.031483162637616524,-0.08252323709206964,-1.0344473334349282,-0.49162661347279535,0.0018214996233967273,-1.1013703707176852,-0.13720235713484108,0.0038533911909670593,-0.08615275436599487,007570
11,Kwang_Dong_Pharmaceutical,제약,2021,Q4,0.22753850618711535,-0.018045084703464997,0.07483071102950334,-0.031943594152120655,-0.30678621344291446,-0.07485109792485023,0.0,-0.4104691849155484,-0.12762017192905994,0.0,-0.0473169754486807,009290
11,Daewoong_Pharmaceutical,제약,2021,Q4,-0.03284419774325409,-0.06405422154779505,-0.038661874435073074,-0.07548546976308436,-0.470108475264329,-0.13343768081062435,-0.12486967596933018,-0.42980828692620743,-0.13626695947198986,-0.12486967596932996,0.051962195931096175,069620
11,Hanmi_Pharmaceutical,제약,2021,Q4,-0.17779285602955497,-0.04228463067745358,-0.19815797023512838,-0.09442359118253317,-0.4164478271252461,-0.10640702655636591,0.9999901031610489,-0.6323172676131648,0.28377686970268357,0.053461117472348496,0.05545851107298187,128940
11,Dong-A_ST,제약,2021,Q4,1.4177343411820615,0.023624151247031655,0.012788606387951318,-0.04373225950378491,-0.4797990956574294,-0.12416806754808696,-0.07354033694348949,-0.6239208970291579,-0.3780820101018101,0.9958149029553663,-0.029405906837946683,170900
11,Jongkundang,제약,2021,Q4,0.9733220561210216,0.008281383512249052,-0.040779922732100626,-0.04091298867123734,-0.390913080062925,-0.13975848417365588,-0.2289415121209457,-0.7404148098355112,-0.20143150929580922,-0.23157301271192177,-0.03735103024750505,185750
