,name,sector,year,quarter,Relative Return,영업이익 변화율,이익잉여금 변화율,환율 변화율,금리 변화율,전체 주식 수 변화율,전체 주주 수 변화율,1인평균급여 변화율,발행금액 변화율,자기주식수 변화율,Label,Code
9,Yuhan_Corporation,제약,2022,Q2,0.019865372246513788,-1.1465453076035357,-0.010316175491482893,-0.045732630383092276,-0.2746673361787626,-0.05652823274244545,-0.05652823274244545,-0.05652823274244545,-0.05652823274244523,-0.05652823274244545,0.11819428013486125,000100
9,Ildong_Pharmaceutical,제약,2022,Q2,0.5425262653429956,0.7271702761535452,0.010023660334367301,-0.045732630383092276,-0.2746673361787626,-0.056550351063176185,-0.056550351063176185,-0.05655035106317596,-0.056550351063176185,-0.056550351063176185,0.09274254337687336,000230
9,Bukwang_Pharmaceutical,제약,2022,Q2,0.06781111004410387,-38.86310830837788,-0.005281148484232556,-0.045732630383092276,-0.2746673361787626,-0.05655002760891015,-0.05655002760891015,-0.05655002760891015,-0.05655002760891037,-0.05655002760891015,-0.17788387422256605,003000
9,Youngjin_Pharmaceutical,제약,2022,Q2,0.062425784506670356,-0.9205089443089116,1.0157041138233083,-0.045732630383092276,-0.2746673361787626,-0.05655054653994962,-0.0565505465399494,-0.05655054653994962,-0.05655054653994962,-0.0565505465399494,-0.14286506491995712,003520
9,GC_Biopharma,제약,2022,Q2,0.006044521608004005,-1.3807193884776576,-0.021747135252938365,-0.045732630383092276,-0.2746673361787626,-0.05654190251581315,-0.05654190251581315,-0.05654190251581315,-0.05654190251581337,-0.05654190251581315,-0.003626604012265028,006280
9,Ilyang_Pharmaceutical,제약,2022,Q2,0.045570924329225944,0.19741470468871414,-0.1039181637468618,-0.045732630383092276,-0.2746673361787626,-0.05655022563605061,-0.05655022563605061,-0.05655022563605061,-0.05655022563605061,-0.05655022563605061,-0.024837414624111792,007570
9,Kwang_Dong_Pharmaceutical,제약,2022,Q2,0.08883499017521046,-0.14327040242591083,-0.011638069626423775,-0.045732630383092276,-0.2746673361787626,-0.056550668458221987,-0.056550668458221987,-0.056550668458221987,0.0,-0.056550668458221987,-0.013358939839363954,009290
9,Daewoong_Pharmaceutical,제약,2022,Q2,0.16553173225263612,-0.25404361634809747,-0.040507467707814104,-0.045732630383092276,-0.2746673361787626,-0.056547446836038295,-0.056547446836038295,-0.05654744683603807,0.0,-0.056547446836038295,0.22567136319093908,069620
9,Hanmi_Pharmaceutical,제약,2022,Q2,0.05976659368871531,0.1922421147389648,-0.05272852639385772,-0.045732630383092276,-0.2746673361787626,-0.05653867930574341,-0.05653867930574319,-0.05653867930574341,-0.05653867930574341,-0.05653867930574341,0.2759777145494612,128940
9,Dong-A_ST,제약,2022,Q2,0.05710489035921224,0.4525592163849512,-0.01642428127326978,-0.045732630383092276,-0.2746673361787626,-0.05654658889278452,-0.05654658889278452,-0.05654658889278452,-0.05654658889278452,-0.05654658889278452,-0.011167276141465843,170900
9,Jongkundang,제약,2022,Q2,-0.03407102779528162,-0.15519389356424318,-0.08809765168916406,-0.045732630383092276,-0.2746673361787626,-0.05654950049270546,-0.056549500492705684,-0.05654950049270546,-0.05654950049270546,-0.056549500492705684,0.04883614189082287,185750
