,name,sector,year,quarter,Relative Return,영업이익 변화율,이익잉여금 변화율,환율 변화율,금리 변화율,전체 주식 수 변화율,전체 주주 수 변화율,1인평균급여 변화율,발행금액 변화율,자기주식수 변화율,Label,Code
25,Yuhan_Corporation,제약,2018,Q2,0.04787317080634118,0.06864230666251181,-0.012613736892784777,-0.007779076758894776,0.0044422507403751865,-0.022630764089770716,-0.022630764089770716,-0.022630764089770716,-0.022630764089770494,-0.022630764089770494,0.03914035069613461,000100
25,Ildong_Pharmaceutical,제약,2018,Q2,0.020977954684127886,0.7998524005108403,-0.009487290026072293,-0.007779076758894776,0.0044422507403751865,-0.022630906641250892,-0.022630906641251114,-0.022630906641250892,-0.022630906641251114,-0.022630906641250892,-0.009704254846117456,000230
25,Bukwang_Pharmaceutical,제약,2018,Q2,0.1064461049323252,-0.4516651073909612,-0.008081255611921856,-0.007779076758894776,0.0044422507403751865,-0.022632316421045795,-0.022632316421045795,-0.022632316421046017,-0.022632316421045795,-0.022632316421045795,-0.01681752860932499,003000
25,Youngjin_Pharmaceutical,제약,2018,Q2,-0.03463243483520891,3.1390804477361165,0.11988353141857688,-0.007779076758894776,0.0044422507403751865,-0.022630880579787682,-0.022630880579787682,-0.02263088057978746,-0.022630880579787682,-0.022630880579787682,-0.05118533252260858,003520
25,GC_Biopharma,제약,2018,Q2,-0.043986296165535864,0.210389859308716,-0.008329474728966169,-0.007779076758894776,0.0044422507403751865,-0.022628595574019528,-0.022628595574019528,-0.022628595574019306,-0.022628595574019306,-0.022628595574019306,0.052813798739057755,006280
25,Ilyang_Pharmaceutical,제약,2018,Q2,0.08615430851586856,0.9192445550640805,-0.255702826654181,-0.007779076758894776,0.0044422507403751865,-0.02263060105847048,-0.0226306010584707,-0.02263060105847048,-0.0226306010584707,-0.0226306010584707,-0.1569753489171457,007570
25,Kwang_Dong_Pharmaceutical,제약,2018,Q2,0.050102215807098116,0.40574780541230804,-0.013656776440506668,-0.007779076758894776,0.0044422507403751865,-0.022630344733261643,-0.02263034473326142,-0.02263034473326142,0.0,-0.022630344733261643,-0.08587464698822292,009290
25,Daewoong_Pharmaceutical,제약,2018,Q2,0.2432296129253732,-0.24956427233916556,-0.016402962229962403,-0.007779076758894776,0.0044422507403751865,-0.02262987227438784,-0.02262987227438762,-0.02262987227438784,0.0,-0.02262987227438784,0.025510992382491073,069620
25,Hanmi_Pharmaceutical,제약,2018,Q2,-0.09532909448710494,-0.752833150862255,-0.06033596895783444,-0.007779076758894776,0.0044422507403751865,-0.022633598960881685,-0.022633598960881907,-0.022633598960881907,-0.022633598960881907,-0.022633598960881907,-0.11594455549282248,128940
25,Dong-A_ST,제약,2018,Q2,0.16285768659237532,-0.9085825639307015,-0.31622916158657377,-0.007779076758894776,0.0044422507403751865,-0.022629879080953375,-0.022629879080953597,-0.022629879080953597,-0.022629879080953597,-0.022629879080953597,-0.18119521136611766,170900
25,Jongkundang,제약,2018,Q2,0.001447328120690143,0.032567619452499974,-0.14658712871022317,-0.007779076758894776,0.0044422507403751865,-0.02263080587870525,-0.02263080587870525,-0.02263080587870525,-0.02263080587870525,-0.02263080587870525,-0.16134182785263287,185750
