,name,sector,year,quarter,Relative Return,영업이익 변화율,이익잉여금 변화율,환율 변화율,금리 변화율,전체 주식 수 변화율,전체 주주 수 변화율,1인평균급여 변화율,발행금액 변화율,자기주식수 변화율,Label,Code
18,Yuhan_Corporation,제약,2020,Q1,0.01395351485548639,0.5233323382591968,-0.06898464389946524,-0.015754379708652122,0.060040160642572116,-0.017995202304903035,-0.017995202304903035,0.40876421906190796,0.17459717353472803,-1.0287007907054302,0.16133948548279653,000100
18,Ildong_Pharmaceutical,제약,2020,Q1,-0.02711775645954778,0.1207877319118349,0.021696376553766328,-0.015754379708652122,0.060040160642572116,-0.017976697778383954,-0.017976697778384176,0.35236038723167185,-0.28236111067601355,0.12481341729968143,-0.07970902053552373,000230
18,Bukwang_Pharmaceutical,제약,2020,Q1,0.00504861827317897,0.8418805226893898,0.11747222239378341,-0.015754379708652122,0.060040160642572116,-0.017976689737921214,-0.017976689737921214,0.1667423188906153,-1.892566584532704,0.2970092471148076,0.9617122850072963,003000
18,Youngjin_Pharmaceutical,제약,2020,Q1,0.3377522490000713,6.543612207908114,-0.1352139055236199,-0.015754379708652122,0.060040160642572116,-0.01797678771298661,-0.01797678771298683,0.16908838368239043,0.37940944962252654,0.1896358341376192,-0.07566666419609644,003520
18,GC_Biopharma,제약,2020,Q1,0.09817804560161497,1.4525368525367468,0.013693249860017631,-0.015754379708652122,0.060040160642572116,-0.017971448915991672,-0.017971448915991894,0.3515871417300528,-0.017971448915991672,0.4016812947584367,0.2404645729877723,006280
18,Ilyang_Pharmaceutical,제약,2020,Q1,0.05029995322194469,2.336348320834239,0.25075118444533673,-0.015754379708652122,0.060040160642572116,-0.017976721443103916,-0.017976721443103694,0.4144495589569682,0.53249119503959,0.33433678071210016,1.0320144328195704,007570
18,Kwang_Dong_Pharmaceutical,제약,2020,Q1,-0.08480499274646762,-0.4110698454014192,-0.013767819556752103,-0.015754379708652122,0.060040160642572116,-0.017975574053754828,-0.01797557405375505,0.37451675429196263,0.0,0.4169369906372621,0.049364381887581216,009290
18,Daewoong_Pharmaceutical,제약,2020,Q1,-0.16379229958973474,0.07627982563874547,0.015474821305580866,-0.015754379708652122,0.060040160642572116,-0.017975776565508195,-0.017975776565508195,0.36678844867165683,0.0,0.5721432773424842,-0.18898997246677315,069620
18,Hanmi_Pharmaceutical,제약,2020,Q1,0.007771344494923449,0.0819277400642322,0.016104194181200793,-0.015754379708652122,0.060040160642572116,-0.017979121492745387,-0.017979121492745165,0.21919472129276052,-110458.93413312756,0.14421612874059486,0.07846519783801345,128940
18,Dong-A_ST,제약,2020,Q1,0.340603210756582,-9.461814122949283,-0.23166486433646383,-0.015754379708652122,0.060040160642572116,-0.017980842648205098,-0.017980842648205098,0.33473135923469544,0.40629758759746804,-3.02137256627985,-0.1302030208042976,170900
18,Jongkundang,제약,2020,Q1,0.13892228105685608,-0.23950098808206244,-0.0483847817111589,-0.015754379708652122,0.060040160642572116,-0.017978032522054432,-0.017978032522054432,0.3855786279586453,0.49873458253001024,-0.6158811748937749,0.06591354775868677,185750
