,name,sector,year,quarter,Relative Return,영업이익 변화율,이익잉여금 변화율,환율 변화율,금리 변화율,전체 주식 수 변화율,전체 주주 수 변화율,1인평균급여 변화율,발행금액 변화율,자기주식수 변화율,Label,Code
7,Yuhan_Corporation,제약,2022,Q4,0.042936475457633724,-3.643369942421395,-0.028114435203607124,-0.01431559495807777,-0.11445954938682568,-0.8046307824371206,-0.7691911806450886,-0.18450185951095444,0.8333936422018936,-0.8829966819858375,0.08228773858083811,000100
7,Ildong_Pharmaceutical,제약,2022,Q4,0.28661898332251984,-0.16327159309723105,-0.17458928553337483,-0.01431559495807777,-0.11445954938682568,-0.4567017271488949,-1.184012842153043,0.158865906638597,0.4638648209380435,0.20806900191924838,-0.1773598981077148,000230
7,Bukwang_Pharmaceutical,제약,2022,Q4,-0.030620396117816515,-1.0842737442974295,-0.008893178242985522,-0.01431559495807777,-0.11445954938682568,-0.02753373521568303,-0.013840306787135326,0.08641127584889385,0.7623143834116373,0.011399890641295984,0.15597902056967575,003000
7,Youngjin_Pharmaceutical,제약,2022,Q4,-0.18685809781006368,-0.176317468797621,-4.704712484286079,-0.01431559495807777,-0.11445954938682568,-0.011975865705445399,-0.06571930917823376,0.06075839931204552,-0.10784608130916284,0.15159277977015384,0.20947186289857453,003520
7,GC_Biopharma,제약,2022,Q4,-0.18060677337692105,1.0906167729176037,0.020370775757484916,-0.01431559495807777,-0.11445954938682568,-0.7760004239743636,-0.8638227872771247,-0.20536617561845638,0.0841354005797772,-0.14913819303918951,0.014929278519111248,006280
7,Ilyang_Pharmaceutical,제약,2022,Q4,-0.11536713496655092,0.2660190903315569,0.0013280378944423576,-0.01431559495807777,-0.11445954938682568,-0.775965026041443,-0.7860038762136734,-0.2668397018707518,0.08414509330329423,-0.17162976423078735,0.05211754203961487,007570
7,Kwang_Dong_Pharmaceutical,제약,2022,Q4,0.03886476631933775,-0.8320302410539604,-0.02004902677043252,-0.01431559495807777,-0.11445954938682568,-0.7759683007026743,-0.8430545805922565,-0.13742015710492939,0.0,-0.041408434580261666,-0.005058681356158471,009290
7,Daewoong_Pharmaceutical,제약,2022,Q4,-0.023735554707949566,0.49507484644878763,0.020212556295869377,-0.01431559495807777,-0.11445954938682568,-0.7755420985773505,-0.17566810609181593,-0.2192803679028552,0.0,0.3431600768964723,-0.026318231441048112,069620
7,Hanmi_Pharmaceutical,제약,2022,Q4,-0.1750388520786627,-0.09697970018841717,-0.07050982409424478,-0.01431559495807777,-0.11445954938682568,-0.1661504971951422,-0.08810220868765439,0.0393628991259547,0.9999937754385961,-0.24833193273133536,0.29949508154832144,128940
7,Dong-A_ST,제약,2022,Q4,-0.05716626578442087,0.7072641649548841,-0.008692640468141999,-0.01431559495807777,-0.11445954938682568,-0.7664038549966299,-0.773244515267252,-0.17725211518875783,-0.04724156962401782,-0.2659486743782078,0.2151671635349889,170900
7,Jongkundang,제약,2022,Q4,-0.027244240534929423,0.621353219113872,-0.032868112867441734,-0.01431559495807777,-0.11445954938682568,-0.8064890622943195,-1.0644931151223913,-0.21222146781100482,-0.37157144516314466,-1.588780571563968,0.07707261326909892,185750
