,name,sector,year,quarter,Relative Return,영업이익 변화율,이익잉여금 변화율,환율 변화율,금리 변화율,전체 주식 수 변화율,전체 주주 수 변화율,1인평균급여 변화율,발행금액 변화율,자기주식수 변화율,Label,Code
30,Yuhan_Corporation,제약,2017,Q1,-0.24445256764954076,-0.3662888227501071,-0.0149943672897479,0.005897475606975844,-0.13548951048950886,-0.0574731705564393,-0.0574731705564393,0.26220783430662364,0.18037043864073365,-1.026416173804209,0.047741719031547405,000100
30,Ildong_Pharmaceutical,제약,2017,Q1,-0.17892558977114426,1.1064858544794351,0.9158308087431266,0.005897475606975844,-0.13548951048950886,-0.05748685028263134,-0.05748685028263134,0.4155033591383369,0.5755100728481677,0.12434030327515477,-0.31818851493147937,000230
30,Bukwang_Pharmaceutical,제약,2017,Q1,0.09869752864045338,0.35259518246523325,0.07011384805489074,0.005897475606975844,-0.13548951048950886,-0.057485961407514274,-0.057485961407514274,0.030063484589005096,0.7549064020781017,-0.19877840883101228,-0.26681276729416104,003000
30,Youngjin_Pharmaceutical,제약,2017,Q1,-0.27897588835453446,5.205522773051126,-0.10927912609574042,0.005897475606975844,-0.13548951048950886,-0.05748693805564975,-0.05748693805564953,0.04591872390003637,-1.3976403874202208,0.14592052198250838,-0.15127393876193754,003520
30,GC_Biopharma,제약,2017,Q1,-0.13691293392198245,0.06737724017032087,0.01582451756007197,0.005897475606975844,-0.13548951048950886,-0.05747321436637165,-0.05747321436637143,0.2390383292263203,0.7442954463183498,0.4058541378053766,-0.07544865040817537,006280
30,Ilyang_Pharmaceutical,제약,2017,Q1,-0.1431638214287275,-0.024544665229047302,-0.7581086888414574,0.005897475606975844,-0.13548951048950886,-0.05748654762706962,-0.05748654762706962,0.12776242985599917,0.5357317201307499,0.3406775826585968,-0.1816775198139401,007570
30,Kwang_Dong_Pharmaceutical,제약,2017,Q1,-0.06771618171087616,-0.22412221532529242,-0.009541919027780343,0.005897475606975844,-0.13548951048950886,-0.057485871233425856,-0.057485871233425856,0.2235702349142168,0.0,0.3720795744722416,-0.03226955487058927,009290
30,Daewoong_Pharmaceutical,제약,2017,Q1,-0.13777576463043922,0.3379647931271038,0.0026674336248619923,0.005897475606975844,-0.13548951048950886,-0.057481372289700516,-0.057481372289700516,0.24788697711290153,0.0,0.5751134524398351,0.14058586417285085,069620
30,Hanmi_Pharmaceutical,제약,2017,Q1,-0.34351701932533313,1.7853187173901768,-0.0943110524395856,0.005897475606975844,-0.13548951048950886,-0.057466201015961005,-0.057466201015961005,0.06957103078769944,-15361.638285276806,-0.9640895301035608,-0.010624569715617205,128940
30,Dong-A_ST,제약,2017,Q1,-0.006631898439840173,1.769399265126382,0.15586885314265753,0.005897475606975844,-0.13548951048950886,-0.0574774907468969,-0.0574774907468969,0.32765377883009417,0.41448257711320957,-3.885272219506379,-0.19175008997745363,170900
30,Jongkundang,제약,2017,Q1,0.05263608540056441,0.16923165906633097,-0.06952935373353708,0.005897475606975844,-0.13548951048950886,-0.057485439434519225,-0.057485439434519225,0.2935058526947467,-0.057485439434519,-17.78546613677864,-0.02436561233643454,185750
