year,quarter,month,week,code,name,sector,upload_dt,prediction,reason,score
2021,Q1,1,1,42700,한미반도체,정보기술,,,,
2021,Q1,1,2,42700,한미반도체,정보기술,,,,
2021,Q1,1,3,42700,한미반도체,정보기술,2021-01-20,긍정,"뉴스 기사는 한미반도체와 관련이 없으므로 중립으로 간주했습니다. 반면, 경제 영상에서는 한미반도체의 실적 개선과 반도체 시장의 회복 가능성을 긍정적으로 평가하고 있습니다. 따라서 영상의 긍정적인 논조를 따라 최종적으로 긍정으로 판단했습니다.",1.0
2021,Q1,1,4,42700,한미반도체,정보기술,,,,
2021,Q1,2,1,42700,한미반도체,정보기술,,,,
2021,Q1,2,2,42700,한미반도체,정보기술,,,,
2021,Q1,2,3,42700,한미반도체,정보기술,,,,
2021,Q1,2,4,42700,한미반도체,정보기술,,,,
2021,Q1,3,1,42700,한미반도체,정보기술,,,,
2021,Q1,3,2,42700,한미반도체,정보기술,,,,
2021,Q1,3,3,42700,한미반도체,정보기술,,,,
2021,Q1,3,4,42700,한미반도체,정보기술,,,,
2021,Q2,4,1,42700,한미반도체,정보기술,2021-04-05,긍정,"뉴스 기사에서는 한미반도체가 비메모리 후공정 장비 시장에서 주목받고 있으며, 실적 성장과 밸류에이션 리레이팅이 예상된다고 긍정적으로 평가했습니다. 경제 영상에서도 한미반도체가 반도체 장비 국산화를 주도하며, 최근 실적이 크게 증가했고, 증권업계에서 긍정적인 전망을 하고 있다고 보도했습니다. 두 콘텐츠 모두 긍정적인 논조를 보였으므로, 종합적으로 긍정으로 판단합니다.",1.0
2021,Q2,4,2,42700,한미반도체,정보기술,,,,
2021,Q2,4,3,42700,한미반도체,정보기술,,,,
2021,Q2,4,4,42700,한미반도체,정보기술,,,,
2021,Q2,5,1,42700,한미반도체,정보기술,,,,
2021,Q2,5,2,42700,한미반도체,정보기술,,,,
2021,Q2,5,3,42700,한미반도체,정보기술,2021-05-21,긍정,"뉴스 기사는 한미반도체의 목표주가 상향 조정과 비메모리 공급 부족 해소에 따른 수혜 가능성을 긍정적으로 보도했습니다. 반면, 경제 영상은 한미반도체와 직접적인 관련이 없는 내용으로 중립으로 간주됩니다. 따라서 뉴스 기사의 긍정적인 논조를 따라 최종적으로 긍정으로 판단합니다.",1.0
2021,Q2,5,4,42700,한미반도체,정보기술,,,,
2021,Q2,6,1,42700,한미반도체,정보기술,2021-06-06,긍정,"뉴스 기사와 경제 영상 모두 한미반도체의 국산화 성공과 이에 따른 실적 개선 전망을 긍정적으로 보도하고 있습니다. 뉴스 기사는 2분기 사상 최대 실적을 기록할 것이라는 기대감을 전하며, 경제 영상도 4분기 사상 최대 실적을 전망하고 있습니다. 두 콘텐츠 모두 긍정적인 논조를 보이므로 종합적으로 긍정으로 판단합니다.",1.0
2021,Q2,6,2,42700,한미반도체,정보기술,,,,
2021,Q2,6,3,42700,한미반도체,정보기술,,,,
2021,Q2,6,4,42700,한미반도체,정보기술,,,,
2021,Q3,7,1,42700,한미반도체,정보기술,,,,
2021,Q3,7,2,42700,한미반도체,정보기술,,,,
2021,Q3,7,3,42700,한미반도체,정보기술,,,,
2021,Q3,7,4,42700,한미반도체,정보기술,2021-07-22,긍정,"뉴스 기사는 한미반도체와 직접적인 관련이 없으며, 인텔과 삼성전자에 대한 내용으로 중립으로 간주됩니다. 반면, 경제 영상에서는 한미반도체의 2분기 사상 최대 실적과 높은 수익성에 대한 긍정적인 전망을 제시하고 있습니다. 따라서, 영상의 긍정적인 논조를 따라 한미반도체의 단기 주가 전망을 긍정으로 판단합니다.",1.0
2021,Q3,8,1,42700,한미반도체,정보기술,,,,
2021,Q3,8,2,42700,한미반도체,정보기술,,,,
2021,Q3,8,3,42700,한미반도체,정보기술,,,,
2021,Q3,8,4,42700,한미반도체,정보기술,,,,
2021,Q3,9,1,42700,한미반도체,정보기술,,,,
2021,Q3,9,2,42700,한미반도체,정보기술,,,,
2021,Q3,9,3,42700,한미반도체,정보기술,,,,
2021,Q3,9,4,42700,한미반도체,정보기술,,,,
2021,Q4,10,1,42700,한미반도체,정보기술,,,,
2021,Q4,10,2,42700,한미반도체,정보기술,,,,
2021,Q4,10,3,42700,한미반도체,정보기술,,,,
2021,Q4,10,4,42700,한미반도체,정보기술,2021-10-26,긍정,"뉴스 기사는 한미반도체의 3분기 실적이 기대치에 부합하며 중장기 성장 가능성을 긍정적으로 평가했습니다. 경제 영상에서는 한미반도체의 주가 하락을 저가 매수 기회로 보고, DDR5 관련 모멘텀이 새로운 성장 동력으로 작용할 것이라고 긍정적으로 언급했습니다. 두 콘텐츠 모두 긍정적인 논조를 보였으므로, 종합적으로 긍정으로 판단합니다.",1.0
2021,Q4,11,1,42700,한미반도체,정보기술,,,,
2021,Q4,11,2,42700,한미반도체,정보기술,2021-11-11,중립,"뉴스 기사는 한미 간 반도체 협력 강화에 대한 긍정적인 내용을 담고 있지만, 한미반도체와의 직접적인 관련성은 명확하지 않습니다. 경제 영상은 삼성전자와 SK 하이닉스의 정보 제출 문제를 다루고 있으며, 한미반도체와 직접적인 관련이 없습니다. 두 콘텐츠 모두 한미반도체와의 직접적인 관련성이 부족하여 중립으로 판단합니다.",0.0
2021,Q4,11,3,42700,한미반도체,정보기술,,,,
2021,Q4,11,4,42700,한미반도체,정보기술,,,,
