,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,자본총계 변화율,비유동자산 변화율,법인세차감전 순이익 변화율,이익잉여금 변화율,매출액 변화율,Label,Code
14,조선내화,2021,Q4,철강_소재,0.0209336765043754,-0.3739263371188353,-0.01808973169136019,-0.01694162761828122,0.2600914501558609,0.0157225608294993,0.038395108141321854,0.023748313034927058,000480
14,SK하이닉스,2021,Q4,정보기술,0.10529325981804877,-0.01542015041391076,0.0598200520613994,0.14885338640131773,0.00888960146667106,0.06676227955549985,0.032584508096590525,0.0666419735666244,000660
14,영풍,2021,Q4,철강_소재,0.0957603471202289,0.04317338934810744,-0.024913218330755438,0.004590116820756274,-0.023113308604235994,-0.027788829568474616,-0.017830720113273912,-0.0380507111159282,000670
14,동국제강,2021,Q4,철강_소재,0.11470035316003085,-1.3744396302695905,-0.02578078501125458,-0.06784128617375729,-1.3267562179249877,-0.07990805703506254,0.05366686471406101,0.02781452776492967,001230
14,세아베스틸,2021,Q4,철강_소재,-0.02562764370994096,-0.4606337759020952,0.012631173337006585,0.0030883187734054296,-0.5497200813217191,0.02106933281334089,0.03969014409219085,-0.08468526751257491,001430
14,고려제강,2021,Q4,철강_소재,-0.015250992563510757,-0.7418002943522881,0.005564211782624451,-0.017231188688242804,-0.6778151485573336,0.023222675259117143,0.11564150724778322,0.3262002812672342,002240
14,세아제강,2021,Q4,철강_소재,0.2013168598739069,8.711919645959627,0.010970387790860237,0.020135821900746365,6.1827089185311666,0.013458459982058635,1.2398874677636633,-0.00595252815158866,003030
14,LG,2021,Q4,정보기술,-0.07742051386346685,-3.2065165594472242,-0.020880378260725307,-0.029044838128328143,-2.6768356990121234,-0.023566498138112735,-0.16144863208232607,0.04261438424052761,003550
14,현대제철,2021,Q4,철강_소재,0.08310517311383303,-0.4574170785375584,0.020485209106464453,0.003169850571882238,-0.3341921193067684,0.028025516299934106,0.11137805997345085,-0.003801671517308456,004020
14,한솔테크닉스,2021,Q4,정보기술,0.16257207423706546,-1.5905204856012798,0.010318305857018206,-0.01091754445728188,-1.7090069413571154,0.10284046119697776,0.09464205097360145,-0.007678336334036275,004710
14,삼광글라스,2021,Q4,철강_소재,0.22950841717505324,1.9987204506820535,0.03987246661430022,-0.09368038672833268,2.2132797755074183,0.3368475485618345,0.6095626464068027,-0.0757640646342382,005090
14,POSCO,2021,Q4,철강_소재,0.08625098372107422,-0.41805202140157194,0.014830628383656341,-0.004857476637078473,-0.4452353317631844,0.015043728798431077,0.018820938715360835,-0.014408254743877882,005490
14,삼성전자,2021,Q4,정보기술,0.03289096916768146,0.012196867219738339,0.030970802034322897,0.060486715295978044,0.004076807637010349,0.03422694289262229,0.020290445374698374,0.014558640233291066,005930
14,삼성SDI,2021,Q4,정보기술,-0.09059027689404509,-0.18774379466272206,0.004232833937874991,-0.00907139797483869,-0.2784449285462629,0.024676878528465007,0.13422557638672883,-0.004677781248230303,006400
14,대덕전자,2021,Q4,정보기술,0.0688836824281824,-1.9651273269902614,-0.001984733094655966,0.001559051595920069,-1.6478090123832656,-0.09077395006322897,4.867501539985821,0.010854639377493034,008060
14,삼성전기,2021,Q4,정보기술,0.043564183408655574,-0.23122543166210152,0.027114313356644493,0.023609836041112997,-0.22023042034434137,0.2764346811229552,0.10088163373969561,0.044022925947576785,009150
14,무림P&P,2021,Q4,철강_소재,0.23201563870701408,1.0804849590564944,0.01720967501889703,-0.002538432429774584,0.7010266241634739,0.032592842565078994,0.16700115540425498,-0.0009046102843072792,009580
14,고려아연,2021,Q4,철강_소재,0.33704794280538275,0.009020901547021953,0.027584220343642496,-0.017905676557406824,0.04247161646958286,0.027616240306394424,0.1450257776018795,-0.11426519942915618,010130
14,LG이노텍,2021,Q4,정보기술,0.7167229575101471,-0.16934635053539948,0.04478366713939841,0.02523723988632498,-0.1721399840261929,0.08131380196401672,0.5060473862843013,-0.12673139347930903,011070
14,삼성에스디에스,2021,Q4,정보기술,-0.01856398743412488,-0.7067419291562034,-0.0016528993952624749,0.04682723741585959,-0.6786330474434106,0.006099429445776794,0.0819742825893488,0.079719832447403,018260
14,일진머티리얼즈,2021,Q4,정보기술,-0.052531624974577945,-0.6504622255719323,0.04433281990197102,-0.04343372386395061,-0.6495267456186447,0.03037707076647367,-0.23465415811655121,-0.13170187501381725,020150
14,신도리코,2021,Q4,정보기술,0.083881121611158,-0.9137677209962017,0.00614599682972905,0.008417855113865835,-0.9466773223189855,0.008650399917021323,-0.13407692279439287,0.02038815093665498,029530
14,LG디스플레이,2021,Q4,정보기술,0.04490247738553872,-0.4598505248791491,-0.0020617346438369655,0.03264530365001428,-1.2692517689824365,-0.0034803604249922238,0.1670554839575069,-0.06898480384076208,034220
14,SK,2021,Q4,정보기술,0.11191827277593329,2.7257622220911717,0.006695981575865817,0.05639882406120078,3.9096048677144406,0.020690072776678115,0.23760868298556925,0.01889011420218897,034730
14,한미반도체,2021,Q4,정보기술,0.13219235692587453,-0.017468512226769706,0.08324201679206777,0.03770855420800601,-0.006023176094695271,0.10524345681171754,0.11550884390122618,-0.15525725123957715,042700
14,LG전자,2021,Q4,정보기술,0.12003980359685061,-2.025677496631232,0.002232242002494944,-0.04022652701674079,-8.487778715198264,0.0010021932348511786,-0.09253183778049434,-0.1184509879207594,066570
14,풍산,2021,Q4,철강_소재,0.11916068271772974,-0.09259103663865631,0.03246092530092182,0.04526405587444726,-0.15920980771895044,0.052367116272658,0.21615573537812138,-0.07878409159628287,103140
14,한국철강,2021,Q4,철강_소재,0.11422150358059838,0.01897697781518981,0.027234763275095553,-0.0112270543177041,0.04595731944462189,0.1202197629927515,0.08684799027569623,-0.02978920569588016,104700
